Sample	AL590842_cov	AL117189_cov	AL117211_cov	AL109969_cov	pla_cov	AL590842_dep	AL117189_dep	AL117211_dep	AL109969_dep	pla_dep
GCA_000324605.1_ASM32460v1_genomic	0.9009480	0.8513050	0.9104667	0.7981690	1.0000000		16.9726181	15.1665602	17.0784111	15.5517063	20.0000000
GCA_000324585.1_ASM32458v1_genomic	0.8907274	0.0814736	0.8577071	0.7610279	1.0000000		16.5258331	0.4990257	15.3444862	13.1042442	20.0000000
GCA_000324565.1_ASM32456v1_genomic	0.9251540	0.8403385	0.9049475	0.7981690	1.0000000		17.8399582	14.0140533	13.8366699	15.5518103	20.0000000
GCA_000324545.1_ASM32454v1_genomic	0.8895357	0.7375578	0.8127741	0.7894299	1.0000000		16.7194672	11.6967783	12.8701277	14.9270706	20.0000000
GCA_000324525.1_ASM32452v1_genomic	0.9229701	0.8861247	0.9269203	0.3172077	0.7686567		17.6038494	16.3949509	17.7366905	2.5151894	5.8635392
GCA_000324505.1_ASM32450v1_genomic	0.8957137	0.8621862	0.9092610	0.7981690	1.0000000		16.9104805	15.6993532	16.8914051	15.1389933	20.0000000
GCA_000324485.1_ASM32448v1_genomic	0.8793683	0.4474931	0.7235215	0.7873492	1.0000000		16.5217972	3.9423654	8.3916121	14.9260302	20.0000000
GCA_000324465.1_ASM32446v1_genomic	0.9019298	0.8709338	0.9026712	0.7988972	1.0000000		17.1929893	16.0911312	17.1692238	15.5542030	20.0000000
GCA_000324445.1_ASM32444v1_genomic	0.8864790	0.8505512	0.8722690	0.7971286	1.0000000		16.8933716	14.7725763	13.5219517	14.7188931	20.0000000
GCA_000324425.1_ASM32442v1_genomic	0.9275626	0.8779319	0.9305686	0.7981690	1.0000000		17.8673916	16.1205311	17.5286980	15.5518103	20.0000000
GCA_000324405.1_ASM32440v1_genomic	0.9320807	0.8827111	0.9360877	0.2057844	0.6130064		17.6794510	16.3850517	18.2636738	1.9165627	7.4626865
GCA_000324385.1_ASM32438v1_genomic	0.9181003	0.5018278	0.6391540	0.7981690	1.0000000		16.5203571	4.3559346	6.1395802	15.5518103	20.0000000
GCA_000324365.1_ASM32436v1_genomic	0.9189697	0.8753147	0.9314624	0.5849979	1.0000000		17.4985943	16.1274300	17.9516792	8.6267166	18.5799580
GCA_000324345.1_ASM32434v1_genomic	0.9239998	0.8876894	0.0000000	0.0000000	0.0000000		17.7901802	16.5565472	0.0000000	0.0000000	0.0000000
GCA_000324325.1_ASM32432v1_genomic	0.8815818	0.5265913	0.4141358	0.7909904	1.0000000		16.3418598	5.7926035	2.9114749	12.8980446	20.0000000
GCA_000324305.1_ASM32430v1_genomic	0.8889525	0.7805419	0.8712192	0.7981690	1.0000000		16.9231987	13.3808975	14.1287498	15.5499372	20.0000000
GCA_000324285.1_ASM32428v1_genomic	0.8807328	0.8339378	0.8486956	0.7892218	1.0000000		16.4048386	14.7042313	15.7369604	14.9277983	20.0000000
GCA_000324265.1_ASM32426v1_genomic	0.8920229	0.8709196	0.9187091	0.0000000	0.0000000		17.0429420	16.1132488	17.4960403	0.0000000	0.0000000
GCA_000324245.1_ASM32424v1_genomic	0.9044959	0.8133277	0.8973184	0.7961923	1.0000000		17.1893406	13.7752085	16.4256725	15.0800037	20.0000000
GCA_000324225.1_ASM32422v1_genomic	0.9271433	0.8815020	0.9378339	0.7981690	1.0000000		17.8749561	16.3194942	18.1676445	15.5518103	20.0000000
GCA_000324205.1_ASM32420v1_genomic	0.9242515	0.8736790	0.9363683	0.6534540	0.9989339		17.5952606	16.2734089	18.3263073	9.9802332	15.8848610
GCA_000324185.1_ASM32418v1_genomic	0.9074703	0.8597112	0.9070471	0.7969205	1.0000000		17.2987995	15.7087975	16.2579670	15.0821886	20.0000000
GCA_000324165.1_ASM32416v1_genomic	0.9158769	0.8799943	0.9371271	0.7981690	1.0000000		17.4623833	16.2976742	18.2923298	15.5518103	20.0000000
GCA_000324145.1_ASM32414v1_genomic	0.9285179	0.8762392	0.9275855	0.7981690	1.0000000		17.9242382	15.9556503	15.4002075	15.5499372	20.0000000
GCA_000324125.1_ASM32412v1_genomic	0.9210584	0.8674206	0.8871323	0.7955680	1.0000000		17.5254784	15.2809334	13.7264214	14.6144400	20.0000000
GCA_000324105.1_ASM32410v1_genomic	0.8932561	0.7532608	0.8739320	0.7950479	1.0000000		16.8873291	12.1267052	16.3732052	15.0319395	20.0000000
GCA_000324085.1_ASM32408v1_genomic	0.8820728	0.8633099	0.7105498	0.7986891	1.0000000		16.4333115	15.7222815	13.5860310	15.1460676	20.0000000
GCA_000324065.1_ASM32406v1_genomic	0.8686930	0.7943959	0.8356720	0.7981690	1.0000000		16.2913513	13.1902571	13.6442881	15.5518103	20.0000000
GCA_000324045.1_ASM32404v1_genomic	0.9170123	0.8849584	0.8354121	0.7988972	1.0000000		17.2267189	16.4518318	10.2800331	15.5561800	20.0000000
GCA_000324025.1_ASM32402v1_genomic	0.9246591	0.8835929	0.9346222	0.7677903	1.0000000		17.8267479	16.4144516	18.3335819	12.7476072	18.4040508
GCA_000324005.1_ASM32400v1_genomic	0.8864472	0.8500107	0.9146658	0.7925510	1.0000000		16.8650093	15.2837067	17.2569275	14.6140242	20.0000000
GCA_000323985.1_ASM32398v1_genomic	0.8796459	0.4327004	0.6267436	0.7117145	1.0000000		16.3790226	4.1172037	6.2512836	12.9927177	20.0000000
GCA_000323965.1_ASM32396v1_genomic	0.9047800	0.8623995	0.9155493	0.7926550	1.0000000		17.2049255	15.5965157	17.5326061	15.0299625	20.0000000
GCA_000323945.1_ASM32394v1_genomic	0.9162706	0.8156319	0.9149672	0.0224719	0.0000000		15.9149771	11.7675552	16.3351841	0.0449438	0.0000000
GCA_000323925.1_ASM32392v1_genomic	0.9147374	0.4631676	0.7314209	0.7964003	1.0000000		17.4543438	4.7838135	9.1259537	15.0822926	20.0000000
GCA_000323905.1_ASM32390v1_genomic	0.9214174	0.7031221	0.8791186	0.7981690	1.0000000		17.4260998	8.8104258	12.7998238	15.5499372	20.0000000
GCA_000323885.1_ASM32388v1_genomic	0.9152312	0.8737358	0.7479056	0.7910945	1.0000000		17.4868698	16.0418606	14.0454731	14.0938406	18.6140728
GCA_000323865.1_ASM32386v1_genomic	0.9084147	0.8426285	0.6273465	0.7991053	1.0000000		17.1287327	14.4175520	8.3119841	15.6019554	20.0000000
GCA_000323845.1_ASM32384v1_genomic	0.9185522	0.0560842	0.9096040	0.7990013	1.0000000		17.2147007	0.2769362	14.8117447	15.1879940	20.0000000
GCA_000323825.1_ASM32382v1_genomic	0.8997515	0.8705213	0.7287288	0.7991053	1.0000000		17.1753445	15.7063513	11.0796900	15.5634623	20.0000000
GCA_000323805.1_ASM32380v1_genomic	0.9255086	0.8751724	0.7439352	0.7750728	0.9989339		17.5195541	15.9714813	11.7625923	12.4931335	17.4232407
GCA_000323785.1_ASM32378v1_genomic	0.9310888	0.8834791	0.9378235	0.2974407	0.7345416		17.8651676	16.5198631	18.2225971	3.3160632	3.6759062
GCA_000323765.1_ASM32376v1_genomic	0.9322236	0.8848019	0.9376676	0.4240533	0.6780384		17.8343754	16.4488735	18.1787968	2.8801498	4.7718549
GCA_000323745.1_ASM32374v1_genomic	0.8816512	0.8311642	0.8548384	0.7852684	1.0000000		16.4844685	14.4384327	14.9217024	13.9898043	20.0000000
GCA_000323725.1_ASM32372v1_genomic	0.8984098	0.8812034	0.9321588	0.7981690	1.0000000		16.7041130	16.2840061	17.4299545	15.5499372	20.0000000
GCA_000323705.1_ASM32370v1_genomic	0.9216114	0.8812886	0.9287392	0.7981690	1.0000000		17.7477360	16.3689346	17.4478226	15.5518103	20.0000000
GCA_000323685.1_ASM32368v1_genomic	0.8966826	0.8744755	0.7305893	0.7936954	1.0000000		17.0177021	16.2268829	13.9527807	15.0410948	20.0000000
GCA_000323665.1_ASM32366v1_genomic	0.8822218	0.7799161	0.0000000	0.6560549	0.7782516		16.5930119	13.3981228	0.0000000	11.8585100	11.0341148
GCA_000323645.1_ASM32364v1_genomic	0.8922881	0.8757556	0.9280844	0.5428631	0.4061834		17.0898190	16.1454945	17.9909363	7.1113191	1.9669510
GCA_000323625.1_ASM32362v1_genomic	0.9087594	0.8808762	0.9353186	0.7990013	1.0000000		17.0447960	16.3615665	17.9507217	15.1375360	20.0000000
GCA_000323605.1_ASM32360v1_genomic	0.9266586	0.8819287	0.9374597	0.7981690	1.0000000		17.8634300	16.4974747	18.4155502	15.5518103	20.0000000
GCA_000323585.1_ASM32358v1_genomic	0.9081861	0.8797525	0.9194886	0.0000000	0.0000000		17.4134121	15.5174885	17.8005829	0.0000000	0.0000000
GCA_000323565.1_ASM32356v1_genomic	0.8863511	0.8806344	0.9375325	0.7979609	1.0000000		16.8310757	16.3058681	18.0292492	14.6651058	20.0000000
GCA_000323545.1_ASM32354v1_genomic	0.9167852	0.8777043	0.7624987	0.7836038	1.0000000		17.4137325	16.2469673	14.8425732	14.7758007	20.0000000
GCA_000323525.1_ASM32352v1_genomic	0.9173892	0.8433682	0.8913107	0.7981690	1.0000000		17.1902256	15.0248775	14.4749193	14.7180605	20.0000000
GCA_000323505.1_ASM32350v1_genomic	0.9287133	0.8831946	0.9367945	0.7827715	1.0000000		17.9449558	16.3624058	18.4096661	13.5209112	18.3262253
GCA_000323485.1_ASM32348v1_genomic	0.9226478	0.0765379	0.8991997	0.6563671	0.9797441		17.5417500	0.3221677	16.4266186	10.0415106	17.4200420
GCA_000323465.1_ASM32346v1_genomic	0.8910300	0.8775478	0.0000000	0.0000000	0.0000000		17.0067711	16.2995243	0.0000000	0.0000000	0.0000000
GCA_000323445.1_ASM32344v1_genomic	0.9260299	0.8773913	0.7628625	0.3725551	0.9797441		17.6942596	16.0397987	14.7983370	5.7201414	17.4413643
GCA_000323425.1_ASM32342v1_genomic	0.9215760	0.8516749	0.9282195	0.7981690	1.0000000		17.5608692	13.8204250	16.3058929	15.5518103	20.0000000
GCA_000323405.1_ASM32340v1_genomic	0.9191158	0.8792831	0.9358903	0.7971286	1.0000000		17.6116123	16.1692905	18.2329063	14.2019348	20.0000000
GCA_000323385.1_ASM32338v1_genomic	0.9159439	0.8769362	0.8965596	0.7960882	1.0000000		16.6961803	15.9053984	13.8227415	14.6660423	19.5330486
GCA_000323365.1_ASM32336v1_genomic	0.9232248	0.8830951	0.9374493	0.7981690	1.0000000		17.7162113	16.4057598	18.2867584	15.5546188	20.0000000
GCA_000323345.1_ASM32334v1_genomic	0.9011328	0.7389659	0.8685791	0.7991053	1.0000000		17.0024910	11.0266123	13.8189688	15.1854973	20.0000000
GCA_000323325.1_ASM32332v1_genomic	0.9204524	0.8708058	0.9324186	0.7888057	1.0000000		17.3854313	15.8731956	17.6906242	13.6257801	20.0000000
GCA_000323305.1_ASM32330v1_genomic	0.8944779	0.8615177	0.9066001	0.7875572	1.0000000		16.9897442	15.6432114	17.2753143	14.8746357	20.0000000
GCA_000323285.1_ASM32328v1_genomic	0.9288560	0.8833085	0.9377508	0.7980649	1.0000000		17.9715271	16.5255814	18.4261818	15.0866623	20.0000000
GCA_000323245.1_ASM32324v1_genomic	0.9049536	0.6312354	0.2375845	0.7990013	1.0000000		15.9418669	6.3699026	1.5061532	15.6016436	20.0000000
GCA_000323225.1_ASM32322v1_genomic	0.9227366	0.8320034	0.9260160	0.7981690	1.0000000		17.8116169	13.3752508	16.9001141	15.5517063	20.0000000
GCA_000323205.1_ASM32320v1_genomic	0.9214960	0.8795249	0.9365554	0.5018727	0.9445629		17.5978584	16.1990604	18.1959877	7.0042653	16.5565033
GCA_000320465.1_ASM32046v1_genomic	0.9043382	0.8826968	0.9367114	0.7981690	1.0000000		17.4244461	16.4542770	18.4052391	15.5518103	20.0000000
GCA_000320445.1_ASM32044v1_genomic	0.9034744	0.8679895	0.9171084	0.7981690	1.0000000		17.1905956	15.9410572	17.5270233	14.7202454	20.0000000
GCA_000323185.1_ASM32318v1_genomic	0.9078457	0.8748595	0.9198732	0.7911985	1.0000000		17.2655487	16.0515461	17.7015495	14.9781523	20.0000000
GCA_000320425.1_ASM32042v1_genomic	0.8924634	0.8754427	0.9259225	0.7991053	1.0000000		16.9083462	16.2477779	17.9659176	15.1360798	20.0000000
GCA_000275685.1_ASM27568v1_genomic	0.9446470	0.9329635	0.9409001	0.8006659	1.0000000		18.6667080	18.0359154	18.5755215	15.6433620	20.0000000
GCA_000382505.1_Yersinia_pestis_G1670E_assembly_genomic	0.9253659	0.9227366	0.9383952	0.0000000	0.0000000		18.2025394	17.9773407	18.5099049	0.0000000	0.0000000
GCA_000269485.1_ASM26948v1_genomic	0.9356052	0.9257236	0.9366386	0.7616521	1.0000000		17.9287624	17.6506653	18.1758022	11.6933002	20.0000000
GCA_000269225.1_ASM26922v1_genomic	0.9484465	0.9217979	0.9390396	0.8020183	1.0000000		18.5082436	17.5652943	18.3629665	15.6073656	20.0000000
GCA_000269205.1_ASM26920v1_genomic	0.9474432	0.9167769	0.9364411	0.7974407	1.0000000		18.5242882	17.4343510	18.2906456	15.2367878	20.0000000
GCA_000269185.1_ASM26918v1_genomic	0.9504563	0.9246853	0.9317951	0.8022264	1.0000000		18.5643826	17.6967354	18.0402451	14.5936327	20.0000000
GCA_000269145.1_ASM26914v1_genomic	0.9505117	0.9275727	0.9385095	0.8024344	1.0000000		18.5388641	17.7218399	18.2896156	15.6883059	20.0000000
GCA_000269445.1_ASM26944v1_genomic	0.9512387	0.9191238	0.9375325	0.8020183	1.0000000		18.6353245	17.5871983	18.3267536	15.6899710	20.0000000
GCA_000269425.1_ASM26942v1_genomic	0.9503007	0.9266482	0.9375221	0.8026425	1.0000000		18.5085297	17.7316265	18.1444244	15.7335625	20.0000000
GCA_000269125.1_ASM26912v1_genomic	0.9509344	0.9255387	0.9374701	0.8022264	1.0000000		18.6151085	17.7079296	18.1911125	15.3255310	20.0000000
GCA_000269105.1_ASM26910v1_genomic	0.9507238	0.9242443	0.9378859	0.8022264	1.0000000		18.5633278	17.6923409	18.2845554	15.6895552	20.0000000
GCA_000269085.1_ASM26908v1_genomic	0.9480748	0.9202902	0.9391332	0.8008739	1.0000000		18.5136642	17.6015930	18.3478222	14.7717438	20.0000000
GCA_000269065.1_ASM26906v1_genomic	0.9481540	0.9164497	0.9394969	0.7977528	1.0000000		18.5554466	17.3562622	18.4718838	15.1704121	20.0000000
GCA_000269045.1_ASM26904v1_genomic	0.9479967	0.9181708	0.9410352	0.8020183	1.0000000		18.3950233	17.3984642	18.4517193	13.6731167	20.0000000
GCA_000269405.1_ASM26940v1_genomic	0.9475662	0.9128227	0.9364100	0.8023304	1.0000000		18.3882866	17.2777615	18.0397873	14.4842901	20.0000000
GCA_000269025.1_ASM26902v1_genomic	0.9294145	0.0000000	0.9388421	0.8022264	1.0000000		18.2018795	0.0000000	18.2633724	15.6508532	20.0000000
GCA_000269005.1_ASM26900v1_genomic	0.9283688	0.0000000	0.9393826	0.7964003	1.0000000		18.1023693	0.0000000	18.2224827	15.0790682	20.0000000
GCA_000268985.1_ASM26898v1_genomic	0.9296289	0.0000000	0.9349652	0.8024344	1.0000000		18.1915798	0.0000000	18.1809063	15.7311697	20.0000000
GCA_000269385.1_ASM26938v1_genomic	0.9214503	0.9336036	0.9282195	0.7738244	1.0000000		17.3470001	17.6179924	17.5407848	13.5255928	20.0000000
GCA_000268965.1_ASM26896v1_genomic	0.9501112	0.9214423	0.9379379	0.8022264	1.0000000		18.5859222	17.6080513	18.3730907	15.6895552	20.0000000
GCA_000268945.1_ASM26894v1_genomic	0.9454139	0.9130360	0.9384264	0.8022264	1.0000000		18.0992680	17.2847443	18.1387691	15.6895552	20.0000000
GCA_000268925.1_ASM26892v1_genomic	0.9491735	0.9206315	0.9392163	0.8003537	1.0000000		18.5578136	17.4295139	18.3916016	14.7191010	20.0000000
GCA_000269365.1_ASM26936v1_genomic	0.9490116	0.9202902	0.9389980	0.7977528	1.0000000		18.5652275	17.5941963	18.3423653	15.5499372	20.0000000
GCA_000268905.1_ASM26890v1_genomic	0.9507494	0.9279994	0.9352978	0.8024344	1.0000000		18.5886993	17.7502880	18.1497040	15.6883059	20.0000000
GCA_000268885.1_ASM26888v1_genomic	0.9479974	0.9272314	0.9393306	0.8022264	1.0000000		18.4774170	17.7278004	18.2793579	14.8243866	20.0000000
GCA_000268865.1_ASM26886v1_genomic	0.9406456	0.9279710	0.9357759	0.7973366	1.0000000		18.1338654	17.6017075	18.1341648	15.0835419	20.0000000
GCA_000268865.2_ASM26886v2_genomic	0.9406456	0.9279710	0.9357759	0.7973366	1.0000000		18.1338654	17.6017075	18.1341648	15.0835419	20.0000000
GCA_000268845.1_ASM26884v1_genomic	0.9480236	0.9228504	0.9383328	0.7965044	1.0000000		18.4522762	17.5214996	18.2481766	15.1861219	20.0000000
GCA_000268825.1_ASM26882v1_genomic	0.9506319	0.9245146	0.9372830	0.8022264	1.0000000		18.6253147	17.6932793	18.1337910	15.3705788	20.0000000
GCA_000268805.1_ASM26880v1_genomic	0.9347689	0.9149989	0.9376156	0.8023304	1.0000000		17.6080570	16.9148560	17.9467735	15.2655010	20.0000000
GCA_000268805.2_ASM26880v2_genomic	0.9347689	0.9149989	0.9376156	0.8023304	1.0000000		17.6080570	16.9148560	17.9467735	15.2655010	20.0000000
GCA_000268785.1_ASM26878v1_genomic	0.9463319	0.9248133	0.9368569	0.7956721	1.0000000		18.3788223	17.5301476	18.2278976	14.7725763	20.0000000
GCA_000269345.1_ASM26934v1_genomic	0.9470951	0.9138610	0.9368985	0.8022264	1.0000000		18.3740063	17.3310013	18.2586327	15.2399082	20.0000000
GCA_000268765.1_ASM26876v1_genomic	0.9476418	0.9277434	0.9395489	0.8003537	1.0000000		18.4796448	17.5959740	18.3161831	14.3583021	20.0000000
GCA_000269325.1_ASM26932v1_genomic	0.9498965	0.9262784	0.9383536	0.7902622	1.0000000		18.5567360	17.7031784	18.3000832	14.9311275	20.0000000
GCA_000269305.1_ASM26930v1_genomic	0.9517284	0.9264917	0.9384367	0.8024344	1.0000000		18.6418209	17.7169342	18.3414822	15.6883059	20.0000000
GCA_000268745.1_ASM26874v1_genomic	0.9510577	0.9238034	0.9367217	0.8024344	1.0000000		18.6323109	17.6647472	18.1702633	15.6934042	20.0000000
GCA_000269285.1_ASM26928v1_genomic	0.9502715	0.9305881	0.9388213	0.7854765	1.0000000		18.5918598	17.7669868	18.3887119	14.8706827	20.0000000
GCA_000269285.2_ASM26928v2_genomic	0.9502715	0.9305881	0.9388213	0.7854765	1.0000000		18.5918598	17.7669868	18.3887119	14.8706827	20.0000000
GCA_000269265.1_ASM26926v1_genomic	0.9500742	0.9236327	0.9376676	0.7848523	1.0000000		18.5002995	17.4550037	18.2381344	14.5055141	20.0000000
GCA_000268725.1_ASM26872v1_genomic	0.9494343	0.9289382	0.9401726	0.7996255	1.0000000		18.5672836	17.7783508	18.4202366	13.8826466	20.0000000
GCA_000268725.2_ASM26872v2_genomic	0.9494343	0.9289382	0.9401726	0.7996255	1.0000000		18.5672836	17.7783508	18.4202366	13.8826466	20.0000000
GCA_000268685.1_ASM26868v1_genomic	0.9499743	0.9172463	0.9397672	0.8009779	1.0000000		18.6454601	17.4955120	18.4935665	15.2255516	20.0000000
GCA_000268665.1_ASM26866v1_genomic	0.9507206	0.9255387	0.9369296	0.8022264	1.0000000		18.5520782	17.7079296	18.2273254	15.6895552	20.0000000
GCA_000268525.1_ASM26852v1_genomic	0.9276575	0.0000000	0.9360669	0.7562422	1.0000000		18.1135426	0.0000000	18.1578941	10.9088640	20.0000000
GCA_000268485.1_ASM26848v1_genomic	0.9363783	0.9368750	0.9328760	0.8004578	1.0000000		18.1479778	17.7719517	18.1806679	15.1361837	20.0000000
GCA_000268485.2_ASM26848v2_genomic	0.9363783	0.9368750	0.9328760	0.8004578	1.0000000		18.1479244	17.7719517	18.1806679	15.1361837	20.0000000
GCA_000268385.1_ASM26838v1_genomic	0.9509513	0.9235474	0.9378963	0.8022264	1.0000000		18.6350613	17.6439228	18.2898769	15.6895552	20.0000000
GCA_000268365.1_ASM26836v1_genomic	0.9513141	0.9279994	0.9348509	0.8024344	1.0000000		18.5944405	17.7501736	18.1236248	15.3167915	20.0000000
GCA_000268345.1_ASM26834v1_genomic	0.9499844	0.9134059	0.9374701	0.8011860	1.0000000		18.6144638	17.4066715	18.4519272	15.2247190	20.0000000
GCA_000268585.1_ASM26858v1_genomic	0.9504071	0.9261361	0.9364619	0.8024344	1.0000000		18.5774822	17.7077312	18.2170353	15.2719517	20.0000000
GCA_000268565.1_ASM26856v1_genomic	0.9471015	0.9157386	0.9364827	0.8009779	0.9989339		18.3287315	17.4602089	18.1297379	14.2523928	16.7121544
GCA_000268325.1_ASM26832v1_genomic	0.9482911	0.9171467	0.9356824	0.7977528	1.0000000		18.4927845	17.4952278	18.1556797	14.4030380	20.0000000
GCA_000268545.1_ASM26854v1_genomic	0.9492682	0.9165636	0.9362956	0.7774656	1.0000000		18.5207729	17.4706783	18.2541103	13.1544943	16.3539448
GCA_000382545.1_Yersinia_pestis_assembly_genomic	0.9272938	0.9184695	0.9381769	0.0000000	0.0000000		18.2577572	17.7766876	18.4968185	0.0000000	0.0000000
GCA_000382525.1_Yersinia_pestis_G3768_assembly_genomic	0.9240910	0.9177868	0.9156429	0.0000000	0.0000000		18.1555328	17.6843605	17.9998760	0.0000000	0.0000000
GCA_016103005.1_ASM1610300v1_genomic	0.9207102	0.9203470	0.9383328	0.7696629	1.0000000		18.1540298	17.7425213	18.5701694	14.9833546	20.0000000
GCA_016102975.1_ASM1610297v1_genomic	0.9360773	0.9297916	0.9386862	0.7776737	1.0000000		18.4033833	17.9837284	18.5763855	14.8977318	20.0000000
GCA_016102965.1_ASM1610296v1_genomic	0.9313301	0.9185407	0.9386238	0.7969205	1.0000000		18.3749771	17.7054977	18.5366173	15.5062418	20.0000000
GCA_016102905.1_ASM1610290v1_genomic	0.9429936	0.9221392	0.9383952	0.7970245	1.0000000		18.6205940	17.7308445	18.5627174	15.5049934	20.0000000
GCA_016102945.1_ASM1610294v1_genomic	0.9427803	0.9360074	0.9383640	0.7969205	1.0000000		18.6065693	18.1909828	18.5714893	15.5039530	20.0000000
GCA_016102915.1_ASM1610291v1_genomic	0.9215193	0.9309437	0.9385303	0.7970245	1.0000000		18.1869297	18.0012665	18.5700455	15.6902828	20.0000000
GCA_016102855.1_ASM1610285v1_genomic	0.9396617	0.9197497	0.9384056	0.7973366	1.0000000		18.5037079	17.6715031	18.5255585	15.5032253	20.0000000
GCA_016102845.1_ASM1610284v1_genomic	0.9415662	0.9352393	0.9371895	0.7969205	1.0000000		18.5718269	18.1447258	18.3988361	15.5049934	20.0000000
GCA_016102875.1_ASM1610287v1_genomic	0.9331824	0.9337031	0.9306309	0.7969205	1.0000000		18.3409519	18.0697956	18.1431980	15.5064507	20.0000000
GCA_016102745.1_ASM1610274v1_genomic	0.9359466	0.9200626	0.9333957	0.7970245	1.0000000		18.3665676	17.5668449	18.2037106	15.5070744	20.0000000
GCA_016102785.1_ASM1610278v1_genomic	0.9355484	0.9270322	0.9298306	0.7970245	1.0000000		18.3310871	17.7123966	18.1714478	15.5041618	20.0000000
GCA_016102765.1_ASM1610276v1_genomic	0.9421629	0.9531470	0.9381561	0.7955680	1.0000000		18.5921726	18.2922401	18.5620937	15.4529753	20.0000000
GCA_016102755.1_ASM1610275v1_genomic	0.9382226	0.9131925	0.9362540	0.7964003	1.0000000		18.4349804	17.4782162	18.2981491	15.5033293	20.0000000
GCA_016102775.1_ASM1610277v1_genomic	0.9403738	0.9298201	0.9377404	0.7968165	1.0000000		18.5303173	17.7657356	18.4267540	15.5041618	20.0000000
GCA_016102655.1_ASM1610265v1_genomic	0.9203183	0.0118626	0.9382393	0.7971286	1.0000000		18.1640911	0.1706422	18.5657101	15.5039530	20.0000000
GCA_016102685.1_ASM1610268v1_genomic	0.9380273	0.9322097	0.9300904	0.7954640	1.0000000		18.4414825	17.8893967	18.0971928	15.4529753	20.0000000
GCA_016102675.1_ASM1610267v1_genomic	0.9422768	0.9358082	0.9384887	0.7973366	1.0000000		18.5984821	18.1384544	18.5682144	15.5040579	20.0000000
GCA_016102665.1_ASM1610266v1_genomic	0.9393611	0.9330488	0.9384264	0.7954640	1.0000000		18.3938274	18.0402241	18.5719891	15.4585934	20.0000000
GCA_016102645.1_ASM1610264v1_genomic	0.9390736	0.0118484	0.9383224	0.7969205	1.0000000		18.5112419	0.1706849	18.5630608	15.5049934	20.0000000
GCA_016102545.1_ASM1610254v1_genomic	0.9418415	0.9269184	0.9383432	0.7488556	1.0000000		18.5411739	17.9993458	18.5206623	14.9960470	23.3379536
GCA_016102585.1_ASM1610258v1_genomic	0.9420912	0.9355949	0.9383224	0.7969205	1.0000000		18.6048622	18.0351048	18.5618343	15.5041618	20.0000000
GCA_016102565.1_ASM1610256v1_genomic	0.9104002	0.0118484	0.9383224	0.7969205	1.0000000		17.9645576	0.1706849	18.5653782	15.5046816	19.9989338
GCA_016102575.1_ASM1610257v1_genomic	0.9202936	0.9339449	0.9385511	0.0000000	0.0000000		18.1688404	17.9878387	18.5719471	0.0000000	0.0000000
GCA_016102555.1_ASM1610255v1_genomic	0.9294059	0.9266624	0.9382496	0.7954640	1.0000000		17.8552952	17.9010448	18.5457859	15.4564085	20.0000000
GCA_015190655.1_ASM1519065v1_genomic	0.9581533	0.9607282	0.9496830	0.8189763	1.0000000		18.9542427	18.8758984	18.6992836	15.6473160	20.0000000
GCA_015158485.1_ASM1515848v1_genomic	0.9559647	0.9571581	0.9453591	0.8079484	1.0000000		18.9213734	18.6345501	18.6981087	15.8939867	20.0000000
GCA_015158475.1_ASM1515847v1_genomic	0.9465871	0.9590072	0.9446523	0.8066999	1.0000000		18.7288342	18.8038120	18.7383633	15.8585100	20.0000000
GCA_015158575.1_ASM1515857v1_genomic	0.9565346	0.9567456	0.9454007	0.8079484	1.0000000		18.9271469	18.7430058	18.7487164	15.8939867	20.0000000
GCA_015158585.1_ASM1515858v1_genomic	0.9353245	0.9567456	0.9454942	0.0000000	0.0000000		18.5006962	18.7430058	18.7539234	0.0000000	0.0000000
GCA_015158615.1_ASM1515861v1_genomic	0.9556558	0.9567456	0.9454007	0.7375156	1.0000000		18.9127445	18.7430058	18.7487164	13.9708700	20.0000000
GCA_015158635.1_ASM1515863v1_genomic	0.9566363	0.9591210	0.9454007	0.7714316	1.0000000		18.9297371	18.7865582	18.7487164	14.7022476	20.0000000
GCA_015158625.1_ASM1515862v1_genomic	0.9256042	0.9591921	0.9454007	0.8079484	1.0000000		18.3111992	18.7897167	18.7487164	15.8956509	20.0000000
GCA_015158675.1_ASM1515867v1_genomic	0.9522198	0.9512979	0.9442261	0.7839159	1.0000000		18.8224316	18.4611759	18.6489143	14.9618187	20.0000000
GCA_015158715.1_ASM1515871v1_genomic	0.9510287	0.9539862	0.9429789	0.7356430	1.0000000		18.8050346	18.4990120	18.6279278	13.9183311	20.0000000
GCA_015158695.1_ASM1515869v1_genomic	0.9434155	0.9506152	0.9442261	0.8079484	1.0000000		18.6498337	18.4759121	18.6535912	15.8933620	20.0000000
GCA_015158705.1_ASM1515870v1_genomic	0.9505639	0.9467321	0.9422513	0.8042031	1.0000000		18.7934132	18.4048367	18.6160583	15.7402210	20.0000000
GCA_015158755.1_ASM1515875v1_genomic	0.9278424	0.9419529	0.9415030	0.8029546	1.0000000		18.3366566	18.3654652	18.5916958	15.6977739	20.0000000
GCA_015158765.1_ASM1515876v1_genomic	0.9298384	0.9428632	0.9429789	0.8054515	1.0000000		18.3833809	18.3985920	18.6279278	15.7029753	20.0000000
