Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Biogroup	Alternative Name	Species	Disease	Comment	Bio Project ID	Project ID	Sample ID	Secondary Sample ID	O Serotype	Contact Name	Date Entered	Release Date	Barcode	Status	Coverage	Version	N50	Length	Species	Contig Number	No. N's	Assembly Barcode
YER_AA2098AA	IP1850	traces-0BhWVGN;ILLUMINA;Paired;;NA	Human	Human	bubo	1999				Africa	Madagascar	Analamanga	Manjakandriana	Carion				E. Carniel		145/99B	Yersinia pestis									2015-12-01	2016-12-31	YER_AA2098AA	Assembled	215	3.32	47184	4657589	Yersinia pestis;100.0%	197	2166	YER_CA7534AA_AS
YER_AA2099AA	IP1324	traces-0bGfpkb;ILLUMINA;Paired;;NA	Human	Human	bubo	1996				Africa	Madagascar	Vakinankaratra	Antanifotsy	Ambatomiady		-19.69178993	47.43674431	E. Carniel	Orientalis	24/96S	Yersinia pestis		1.ORI3 node k							2015-12-01	2016-12-31	YER_AA2099AA	Assembled	335	3.32	47229	4657925	Yersinia pestis;100.0%	190	3134	YER_CA7535AA_AS
YER_AA2100AA	IP1798	traces-0etgMFt;ILLUMINA;Paired;;NA	Human	Human	bubo	1998				Africa	Madagascar	Analamanga	Antananarivo Renivohitra	Soavimbazaha		-18.79795854	47.03406639	E. Carniel		20/98B/80	Yersinia pestis									2015-12-01	2016-12-31	YER_AA2100AA	Assembled	437	3.32	47700	4655444	Yersinia pestis;100.0%	193	3753	YER_CA7536AA_AS
YER_AA2101AA	SCPM-O-B-6213	GCF_001295025;Scaffold;;;,SRR2511857;ION_TORRENT;Single;;SRX1284335				1972	8											SRCAMB			Yersinia pestis			PRJNA269675	SRP051099	SAMN03861510	SRS1087697			2016-01-15	2015-09-25	YER_AA2101AA	Assembled	1	NaN	52458	4636905		189	0	YER_CA9953AA_AS
YER_AA2110AA	Antiqua	SRR2176134;ILLUMINA;Paired;;SRX1160340,SRR2176135;LS454;Paired;;SRX1160341,GCF_000834825;Complete Genome;;;	Human	Human	Human clinical sample	1965				Africa	Republic of the Congo							Los Alamos National Laboratory			Yersinia pestis		Genotype: 1.ANTa	PRJNA240103	SRP062664	SAMN03174669	SRS1041366			2016-01-15	2015-08-25	YER_AA2110AA	Assembled	1	NaN	4708024	4884396		4	4	YER_CA7860AA_AS
YER_AA2111AA	SCPM-O-B-6906	SRR2124209;ION_TORRENT;Single;;SRX1115757,SRR2124208;ION_TORRENT;Single;;SRX1115757,GCF_001294895;Scaffold;;;				1974	6											SRCAMB			Yersinia pestis			PRJNA269675	SRP051099	SAMN03893400	SRS1013406			2016-01-15	2015-09-24	YER_AA2111AA	Assembled	1	NaN	27632	4520537		341	0	YER_CA9956AA_AS
YER_AA2112AA	SCPM-O-B-6540	SRR2124207;ION_TORRENT;Single;;SRX1115756,GCF_001295055;Scaffold;;;				1989	2											SRCAMB			Yersinia pestis			PRJNA269675	SRP051099	SAMN03861513	SRS1009238			2016-01-15	2015-09-24	YER_AA2112AA	Assembled	1	NaN	48030	4559559		183	0	YER_CA9955AA_AS
YER_AA2113AA	SCPM-O-B-6536	GCF_001294915;Scaffold;;;,SRR2124186;ION_TORRENT;Single;;SRX1115737				1976	10											SRCAMB			Yersinia pestis			PRJNA269675	SRP051099	SAMN03861512	SRS1009219			2016-01-15	2015-09-24	YER_AA2113AA	Assembled	1	NaN	44505	4560069		204	0	YER_CA9954AA_AS
YER_AA2114AA	SCPM-O-B-6300	SRR2124185;ION_TORRENT;Single;;SRX1115736,GCF_001294905;Scaffold;;;				1971	8											SRCAMB			Yersinia pestis			PRJNA269675	SRP051099	SAMN03861503	SRS1009212			2016-01-15	2015-09-24	YER_AA2114AA	Assembled	1	NaN	45667	4559661		202	0	YER_CA9952AA_AS
YER_AA2115AA	SCPM-O-B-7832	GCF_001294985;Scaffold;;;,SRR2124170;ION_TORRENT;Single;;SRX1115725,SRR2124169;ION_TORRENT;Single;;SRX1115725				1978	11											SRCAMB			Yersinia pestis			PRJNA269675	SRP051099	SAMN03861500	SRS1009207			2016-01-15	2015-09-24	YER_AA2115AA	Assembled	1	NaN	44409	4557841		205	0	YER_CA9932AA_AS
YER_AA2116AA	SCPM-O-B-7075	SRR2124168;ION_TORRENT;Single;;SRX1115724,GCF_001295115;Scaffold;;;				1961	6											SRCAMB			Yersinia pestis			PRJNA269675	SRP051099	SAMN03861486	SRS1009206			2016-01-15	2015-09-24	YER_AA2116AA	Assembled	1	NaN	46850	4595298		229	0	YER_CA9950AA_AS
YER_AA2117AA	SCPM-O-B-6984	SRR2124165;ION_TORRENT;Single;;SRX1115723,SRR2124167;ION_TORRENT;Single;;SRX1115723,GCF_001295065;Scaffold;;;				1969	7											SRCAMB			Yersinia pestis			PRJNA269675	SRP051099	SAMN03861484	SRS1009205			2016-01-15	2015-09-24	YER_AA2117AA	Assembled	1	NaN	39033	4555511		231	0	YER_CA9949AA_AS
YER_AA2118AA	SCPM-O-B-6757	SRR2124163;ION_TORRENT;Single;;SRX1115722,GCF_001295105;Scaffold;;;,SRR2124162;ION_TORRENT;Single;;SRX1115722				1968	9											SRCAMB			Yersinia pestis			PRJNA269675	SRP051099	SAMN03861483	SRS1009204			2016-01-15	2015-09-24	YER_AA2118AA	Assembled	1	NaN	41064	4554747		228	0	YER_CA9948AA_AS
YER_AA2119AA	SCPM-O-B-6974	SRR2124156;ION_TORRENT;Single;;SRX1115720,SRR2124157;ION_TORRENT;Single;;SRX1115720,GCF_001295185;Scaffold;;;				1967	12											SRCAMB			Yersinia pestis			PRJNA269675	SRP051099	SAMN03861482	SRS1009202			2016-01-15	2015-09-24	YER_AA2119AA	Assembled	1	NaN	35906	4522840		270	0	YER_CA9947AA_AS
YER_AA2120AA	SCPM-O-B-7019	SRR2124154;ION_TORRENT;Single;;SRX1115719,SRR2124155;ION_TORRENT;Single;;SRX1115719,GCF_001294975;Scaffold;;;				1980	8											SRCAMB			Yersinia pestis			PRJNA269675	SRP051099	SAMN03861481	SRS1009201			2016-01-15	2015-09-24	YER_AA2120AA	Assembled	1	NaN	36162	4626244		275	0	YER_CA9927AA_AS
YER_AA2121AA	SCPM-O-B-7074	SRR2094300;ION_TORRENT;Single;;SRX1089902,GCF_001295145;Scaffold;;;				1980	9											SRCAMB			Yersinia pestis			PRJNA269675	SRP051099	SAMN03839879	SRS985911			2016-01-15	2015-09-24	YER_AA2121AA	Assembled	1	NaN	44430	4565589		207	0	YER_CA9943AA_AS
YER_AA2122AA	SCPM-O-B-7812	SRR2094311;ION_TORRENT;Single;;SRX1089906,GCF_001294965;Scaffold;;;				2002	9											SRCAMB			Yersinia pestis			PRJNA269675	SRP051099	SAMN03839881	SRS985906			2016-01-15	2015-09-24	YER_AA2122AA	Assembled	1	NaN	42933	4575487		223	0	YER_CA9945AA_AS
YER_AA2123AA	SCPM-O-B-6990	SRR2094306;ION_TORRENT;Single;;SRX1089904,GCF_001295045;Scaffold;;;				1971	8											SRCAMB			Yersinia pestis			PRJNA269675	SRP051099	SAMN03839880	SRS985909			2016-01-15	2015-09-24	YER_AA2123AA	Assembled	1	NaN	49859	4561770		180	0	YER_CA9944AA_AS
YER_AA2124AA	SCPM-O-B-6304	GCF_001294885;Scaffold;;;,SRR2094296;ION_TORRENT;Single;;SRX1089900				1979	9											SRCAMB			Yersinia pestis			PRJNA269675	SRP051099	SAMN03839878	SRS985914			2016-01-15	2015-09-24	YER_AA2124AA	Assembled	1	NaN	46676	4531080		209	0	YER_CA9923AA_AS
YER_AA2125AA	SCPM-O-B-6706	SRR2093957;ION_TORRENT;Single;;SRX1089578,GCF_001294835;Scaffold;;;				1986	3											SRCAMB			Yersinia pestis			PRJNA269675	SRP051099	SAMN03839870	SRS985586			2016-01-15	2015-09-24	YER_AA2125AA	Assembled	1	NaN	52523	4636832		189	0	YER_CA9938AA_AS
YER_AA2132AA	790	GCF_001188675;Chromosome;;;,SRR1283863;LS454;Paired;7299;SRX540675,SRR1297151;ILLUMINA;Paired;300;SRX551483,SRR1283865;ILLUMINA;Paired;300;SRX540676								Asia	Kyrgyzstan							Los Alamos National Laboratory			Yersinia pestis			PRJNA208248	SRP041891	SAMN02769799	SRS605683			2016-01-15	2014-06-16	YER_AA2132AA	Assembled	1	NaN	4629525	4781906		3	100	YER_DA1040AA_AS
YER_AA2133AA	771	SRR1283870;LS454;Single;;SRX540681,SRR1283869;LS454;Paired;5441;SRX540680,SRR1283867;LS454;Paired;3380;SRX540679,SRR1297147;ILLUMINA;Paired;300;SRX551481,SRR1286099;ILLUMINA;Paired;300;SRX542240								Europe	Georgia	Samtskhe-Javakheti						Los Alamos National Laboratory			Yersinia pestis			PRJNA208246	SRP041892	SAMN02769635	SRS605686			2016-01-15	2014-05-23	YER_AA2133AA	Assembled	538	3.32	36006	4555948	Yersinia pestis;100.0%	322	21060	YER_CA7547AA_AS
YER_AA2172AA	YN663	SRR069215;ILLUMINA;Paired;552;SRX028779	Wild Animal	Invertebrates	Xenopsylla cneopis roths .	1982				Asia	China	Yunnan				24.33	97.96	Beijing Genome Institute			Yersinia pestis		Genotype: 1.ORI2h	PRJNA47685	SRP003808	SAMN00115250	SRS116783			2016-01-15	2012-01-01	YER_AA2172AA	Assembled	69	3.32	13692	4326769	Yersinia pestis;100.0%	629	23279	YER_CA7597AA_AS
YER_AA2173AA	YN472	SRR069214;ILLUMINA;Paired;497;SRX028778	Wild Animal	Invertebrates	Neopsyllini specialis	1957				Asia	China	Yunnan				26.53	99.88	Beijing Genome Institute			Yersinia pestis		Genotype: 1.IN3e	PRJNA47685	SRP003808	SAMN00115249	SRS116782			2016-01-15	2012-01-01	YER_AA2173AA	Assembled	71	3.32	44567	4612350	Yersinia pestis;100.0%	203	5237	YER_CA7598AA_AS
YER_AA2174AA	YN2588	SRR069213;ILLUMINA;Paired;507;SRX028777	Wild Animal	Rodent	Rattus flavipectus	2000				Asia	China	Guangxi				24.8	105.34	Beijing Genome Institute			Yersinia pestis		Genotype: 1.ORI2d	PRJNA47685	SRP003808	SAMN00115248	SRS116781			2016-01-15	2012-01-01	YER_AA2174AA	Assembled	58	3.32	13204	4447659	Yersinia pestis;100.0%	669	23673	YER_CA7599AA_AS
YER_AA2175AA	YN2551	SRR069211;ILLUMINA;Paired;507;SRX028775,SRR069212;ILLUMINA;Paired;507;SRX028776	Wild Animal	Rodent	Rattus flavipectus	2002				Asia	China	Yunnan				23.35	102.42	Beijing Genome Institute			Yersinia pestis		Genotype: 1.ORI2c	PRJNA47685	SRP003808	SAMN00115247	SRS116780			2016-01-15	2012-01-01	YER_AA2175AA	Assembled	55	3.32	16243	4418853	Yersinia pestis;100.0%	488	12562	YER_CA7600AA_AS
YER_AA2176AA	YN2179	SRR069210;ILLUMINA;Paired;540;SRX028774	Wild Animal	Rodent	Rattus flavipectus	1995				Asia	Myanmar							Beijing Genome Institute			Yersinia pestis		Genotype: 1.ORI2a	PRJNA47685	SRP003808	SAMN00115246	SRS116779			2016-01-15	2012-01-01	YER_AA2176AA	Assembled	50	3.32	12492	4474509	Yersinia pestis;99.83%	705	26962	YER_CA7602AA_AS
YER_AA2177AA	YN1683	SRR069209;ILLUMINA;Paired;526;SRX028773	Wild Animal	Rodent	Apodemus speciosus	1977				Asia	China	Yunnan				26.53	99.88	Beijing Genome Institute			Yersinia pestis		Genotype: 1.IN3d	PRJNA47685	SRP003808	SAMN00115245	SRS116778			2016-01-15	2012-01-01	YER_AA2177AA	Assembled	38	3.32	16004	4349050	Yersinia pestis;100.0%	533	16019	YER_CA7603AA_AS
YER_AA2178AA	YN1065	SRR069208;ILLUMINA;Paired;524;SRX028772	Wild Animal	Invertebrates	Stenischia humilis	1954				Asia	China	Yunnan				26.53	99.88	Beijing Genome Institute			Yersinia pestis		Genotype: 1.IN3f	PRJNA47685	SRP003808	SAMN00115244	SRS116777			2016-01-15	2012-01-01	YER_AA2178AA	Assembled	73	3.32	18510	4447616	Yersinia pestis;99.79%	500	17782	YER_CA7604AA_AS
YER_AA2179AA	SHAN12	SRR069207;ILLUMINA;Paired;505;SRX028771	Wild Animal	Rodent	Meriones unguiculatus	2006				Asia	China	Shaanxi				37.6	107.59	Beijing Genome Institute			Yersinia pestis		Genotype: 2.MED3n	PRJNA47685	SRP003808	SAMN00115243	SRS116776			2016-01-15	2012-01-01	YER_AA2179AA	Assembled	48	3.32	15770	4527959	Yersinia pestis;99.81%	564	20235	YER_CA7605AA_AS
YER_AA2180AA	SHAN11	SRR069206;ILLUMINA;Paired;516;SRX028770	Wild Animal	Invertebrates	Nosopsyllu laeviceps kuzenkovi	2006				Asia	China	Shaanxi				37.6	107.59	Beijing Genome Institute			Yersinia pestis		Genotype: 2.MED3m	PRJNA47685	SRP003808	SAMN00115242	SRS116775			2016-01-15	2012-01-01	YER_AA2180AA	Assembled	61	3.32	16278	4509382	Yersinia pestis;100.0%	557	19264	YER_CA7606AA_AS
YER_AA2181AA	MGJZ9	SRR069205;ILLUMINA;Paired;530;SRX028769	Wild Animal	Invertebrates	Orip silantiwii	1998				Asia	Mongolia	Govi-Altai				45.3	95.3	Beijing Genome Institute			Yersinia pestis		Genotype: 3.ANT2c	PRJNA47685	SRP003808	SAMN00115241	SRS116774			2016-01-15	2012-01-01	YER_AA2181AA	Assembled	65	3.32	17857	4589734	Yersinia pestis;100.0%	540	19965	YER_CA7607AA_AS
YER_AA2182AA	MGJZ7	SRR069204;ILLUMINA;Paired;513;SRX028768	Wild Animal	Rodent	Meriones meridianus	1997				Asia	Mongolia	Dornogovi				43.7	110.28	Beijing Genome Institute			Yersinia pestis		Genotype: 3.ANT2b	PRJNA47685	SRP003808	SAMN00115240	SRS116773			2016-01-15	2012-01-01	YER_AA2182AA	Assembled	48	3.32	16158	4490670	Yersinia pestis;100.0%	569	19001	YER_CA7608AA_AS
YER_AA2183AA	MGJZ6	SRR069203;ILLUMINA;Paired;511;SRX028767	Wild Animal	Rodent	Meriones meridianus	1997				Asia	Mongolia	Dornogovi				43.7	110.28	Beijing Genome Institute			Yersinia pestis		Genotype: 3.ANT2a	PRJNA47685	SRP003808	SAMN00115239	SRS116772			2016-01-15	2012-01-01	YER_AA2183AA	Assembled	67	3.32	16095	4475499	Yersinia pestis;100.0%	561	18519	YER_CA7609AA_AS
YER_AA2184AA	MGJZ3	SRR069202;ILLUMINA;Paired;511;SRX028766	Wild Animal	Rodent	Marmota sibirica	1980				Asia	Mongolia	Govi-Altai				45.3	95.3	Beijing Genome Institute			Yersinia pestis		Genotype: 3.ANT2e	PRJNA47685	SRP003808	SAMN00115238	SRS116771			2016-01-15	2012-01-01	YER_AA2184AA	Assembled	81	3.32	44759	4589480	Yersinia pestis;100.0%	193	3960	YER_CA7610AA_AS
YER_AA2185AA	MGJZ12	SRR069201;ILLUMINA;Paired;515;SRX028765	Wild Animal	Rodent	Marmota sibirica	2002				Asia	Mongolia	Bayan-Ölgiy				48.18	89.5	Beijing Genome Institute			Yersinia pestis		Genotype: 4.ANT1a	PRJNA47685	SRP003808	SAMN00115237	SRS116770			2016-01-15	2012-01-01	YER_AA2185AA	Assembled	67	3.32	16243	4480882	Yersinia pestis;99.82%	561	21326	YER_CA7611AA_AS
YER_AA2186AA	MGJZ11	SRR069200;ILLUMINA;Paired;520;SRX028764	Wild Animal	Rodent	Marmota sibirica	2000				Asia	Mongolia	Bayan-Ölgiy				48.18	89.5	Beijing Genome Institute			Yersinia pestis		Genotype: 3.ANT2d	PRJNA47685	SRP003808	SAMN00115236	SRS116769			2016-01-15	2012-01-01	YER_AA2186AA	Assembled	63	3.32	21172	4610869	Yersinia pestis;100.0%	495	15310	YER_CA7612AA_AS
YER_AA2187AA	I160001	SRR069199;ILLUMINA;Paired;528;SRX028763	Wild Animal	Rodent	Marmota himalayana	1987				Asia	China	Xinjiang				38.09	85.32	Beijing Genome Institute			Yersinia pestis		Genotype: 2.MED2a	PRJNA47685	SRP003808	SAMN00115235	SRS116768			2016-01-15	2012-01-01	YER_AA2187AA	Assembled	70	3.32	19706	4488928	Yersinia pestis;100.0%	503	14057	YER_CA7613AA_AS
YER_AA2188AA	G8786	SRR069198;ILLUMINA;Paired;520;SRX028762	Wild Animal	Rodent	Microtus arvalis					Asia	Georgia							Beijing Genome Institute			Yersinia pestis		Genotype: 0.PE2b	PRJNA47685	SRP003808	SAMN00115234	SRS116767			2016-01-15	2012-01-01	YER_AA2188AA	Assembled	62	3.32	20368	4417581	Yersinia pestis;100.0%	424	15146	YER_CA7614AA_AS
YER_AA2189AA	EV76	SRR069197;ILLUMINA;Paired;548;SRX028761	Human	Human	Patient	1922				Africa	Madagascar							Beijing Genome Institute			Yersinia pestis		Genotype: 1.ORI3a	PRJNA47685	SRP003808	SAMN00115233	SRS116766			2016-01-15	2012-01-01	YER_AA2189AA	Assembled	62	3.32	15079	4397605	Yersinia pestis;100.0%	580	20951	YER_CA7615AA_AS
YER_AA2190AA	M0000002	SRR069196;ILLUMINA;Paired;465;SRX028760	Wild Animal	Rodent	Microtus fuscus	2001				Asia	China	Qinghai				33.35	97.12	Beijing Genome Institute			Yersinia pestis		Genotype: 0.PE4Cb	PRJNA47685	SRP003808	SAMN00115232	SRS116765			2016-01-15	2012-01-01	YER_AA2190AA	Assembled	58	3.32	18510	4541977	Yersinia pestis;100.0%	533	17030	YER_CA7616AA_AS
YER_AA2191AA	CMCCN010025	SRR069195;ILLUMINA;Paired;527;SRX028759	Wild Animal	Rodent	Microtus fuscus	2000				Asia	China	Sichuan				33.01	98.06	Beijing Genome Institute			Yersinia pestis		Genotype: 0.PE4Ca	PRJNA47685	SRP003808	SAMN00115231	SRS116764			2016-01-15	2012-01-01	YER_AA2191AA	Assembled	70	3.32	18972	4511162	Yersinia pestis;100.0%	516	18857	YER_CA7617AA_AS
YER_AA2192AA	CMCCK110001	SRR069194;ILLUMINA;Paired;528;SRX028758	Wild Animal	Rodent	Rattus flavipectus	1991				Asia	China	Yunnan				23.92	99.02	Beijing Genome Institute			Yersinia pestis		Genotype: 1.ORI2b	PRJNA47685	SRP003808	SAMN00115230	SRS116763			2016-01-15	2012-01-01	YER_AA2192AA	Assembled	61	3.32	13515	4442954	Yersinia pestis;100.0%	677	25153	YER_CA7618AA_AS
YER_AA2193AA	CMCCK100001	SRR069193;ILLUMINA;Paired;545;SRX028757	Wild Animal	Rodent	Rattus flavipectus	1991				Asia	China	Yunnan				24.08	98.08	Beijing Genome Institute			Yersinia pestis		Genotype: 1.ORI2i	PRJNA47685	SRP003808	SAMN00115229	SRS116762			2016-01-15	2012-01-01	YER_AA2193AA	Assembled	85	3.32	36160	4542689	Yersinia pestis;100.0%	215	3586	YER_CA7619AA_AS
YER_AA2194AA	CMCC99103	SRR069192;ILLUMINA;Paired;496;SRX028756	Wild Animal	Rodent	Meriones unguiculatus	1970				Asia	China	Inner Mongolia				39.12	107.97	Beijing Genome Institute			Yersinia pestis		Genotype: 2.MED3g	PRJNA47685	SRP003808	SAMN00115228	SRS116761			2016-01-15	2012-01-01	YER_AA2194AA	Assembled	48	3.32	16194	4549907	Yersinia pestis;100.0%	549	19647	YER_CA7620AA_AS
YER_AA2195AA	I1970005	SRR069191;ILLUMINA;Paired;509;SRX028755	Wild Animal	Rodent	Meriones unguiculatus	1970				Asia	China	Inner Mongolia				39.12	107.97	Beijing Genome Institute			Yersinia pestis		Genotype: 2.MED3f	PRJNA47685	SRP003808	SAMN00115227	SRS116760			2016-01-15	2012-01-01	YER_AA2195AA	Assembled	53	3.32	15510	4539752	Yersinia pestis;99.81%	561	18535	YER_CA7621AA_AS
YER_AA2196AA	CMCC96007	SRR069190;ILLUMINA;Paired;566;SRX028754	Wild Animal	Other Mammal	Meles meles	1989				Asia	China	Inner Mongolia				42.25	116.02	Beijing Genome Institute			Yersinia pestis		Genotype: 2.ANT3d	PRJNA47685	SRP003808	SAMN00115226	SRS116759			2016-01-15	2012-01-01	YER_AA2196AA	Assembled	86	3.32	14858	4417581	Yersinia pestis;100.0%	570	19181	YER_CA7622AA_AS
YER_AA2197AA	CMCC96001	SRR069189;ILLUMINA;Paired;532;SRX028753	Wild Animal	Other Mammal	Vulpes vulpes	1957				Asia	China	Inner Mongolia				42.25	116.02	Beijing Genome Institute			Yersinia pestis		Genotype: 2.ANT3c	PRJNA47685	SRP003808	SAMN00115225	SRS116758			2016-01-15	2012-01-01	YER_AA2197AA	Assembled	84	3.32	21476	4505794	Yersinia pestis;100.0%	459	13913	YER_CA7623AA_AS
YER_AA2198AA	CMCC95001	SRR069188;ILLUMINA;Paired;560;SRX028752	Wild Animal	Rodent	Spermophilus dauricus	1970				Asia	China	Inner Mongolia				42.32	115	Beijing Genome Institute			Yersinia pestis		Genotype: 2.ANT3b	PRJNA47685	SRP003808	SAMN00115224	SRS116757			2016-01-15	2012-01-01	YER_AA2198AA	Assembled	58	3.32	15519	4474594	Yersinia pestis;100.0%	587	22517	YER_CA7624AA_AS
YER_AA2199AA	CMCC93014	SRR069187;ILLUMINA;Paired;508;SRX028751	Wild Animal	Rodent	Microtus brandti	1970				Asia	China	Inner Mongolia				43.95	116.08	Beijing Genome Institute			Yersinia pestis		Genotype: 0.PE4Cd	PRJNA47685	SRP003808	SAMN00115223	SRS116756			2016-01-15	2012-01-01	YER_AA2199AA	Assembled	64	3.32	43110	4609124	Yersinia pestis;100.0%	207	5966	YER_CA7625AA_AS
YER_AA2200AA	CMCC92010	SRR069186;ILLUMINA;Paired;531;SRX028750	Wild Animal	Rodent	Spermophilus dauricus	1971				Asia	China	Inner Mongolia				42.47	112.95	Beijing Genome Institute			Yersinia pestis		Genotype: 2.ANT3a	PRJNA47685	SRP003808	SAMN00115222	SRS116755			2016-01-15	2012-01-01	YER_AA2200AA	Assembled	73	3.32	19035	4478387	Yersinia pestis;100.0%	496	15327	YER_CA7626AA_AS
YER_AA2201AA	CMCC92004	SRR069185;ILLUMINA;Paired;523;SRX028749	Wild Animal	Invertebrates	Ophthalmopsylla kiritschenkoi	1957				Asia	China	Inner Mongolia				42.47	112.95	Beijing Genome Institute			Yersinia pestis		Genotype: 2.MED3i	PRJNA47685	SRP003808	SAMN00115221	SRS116754			2016-01-15	2012-01-01	YER_AA2201AA	Assembled	50	3.32	15511	4292677	Yersinia pestis;100.0%	539	18764	YER_CA7627AA_AS
YER_AA2202AA	CMCC91090	SRR069184;ILLUMINA;Paired;560;SRX028748	Wild Animal	Rodent	Microtus brandti	1970				Asia	China	Inner Mongolia				44.03	114.97	Beijing Genome Institute			Yersinia pestis		Genotype: 0.PE4Ce	PRJNA47685	SRP003808	SAMN00115220	SRS116753			2016-01-15	2012-01-01	YER_AA2202AA	Assembled	102	3.32	20541	4491595	Yersinia pestis;100.0%	485	15175	YER_CA7628AA_AS
YER_AA2203AA	CMCC90027	SRR069183;ILLUMINA;Paired;525;SRX028747	Wild Animal	Rodent	Meriones unguiculatus	1970				Asia	China	Inner Mongolia				43.85	113.7	Beijing Genome Institute			Yersinia pestis		Genotype: 2.MED3h	PRJNA47685	SRP003808	SAMN00115219	SRS116752			2016-01-15	2012-01-01	YER_AA2203AA	Assembled	60	3.32	16095	4450403	Yersinia pestis;99.62%	552	17118	YER_CA7629AA_AS
YER_AA2204AA	CMCC87001	SRR069182;ILLUMINA;Paired;502;SRX028746	Wild Animal	Rodent	Rattus flavipectus	1982				Asia	China	Yunnan				24	97.83	Beijing Genome Institute			Yersinia pestis		Genotype: 1.ORI2f	PRJNA47685	SRP003808	SAMN00115218	SRS116751			2016-01-15	2012-01-01	YER_AA2204AA	Assembled	67	3.32	17915	4610668	Yersinia pestis;99.79%	515	19830	YER_CA7630AA_AS
YER_AA2205AA	CMCC84046	SRR069181;ILLUMINA;Paired;521;SRX028745	Wild Animal	Rodent	Eothenomys miletus	1984				Asia	China	Yunnan				26.53	99.88	Beijing Genome Institute			Yersinia pestis		Genotype: 1.IN3i	PRJNA47685	SRP003808	SAMN00115217	SRS116750			2016-01-15	2012-01-01	YER_AA2205AA	Assembled	86	4	41388	4620598	Yersinia pestis;100.0%	222	58337	YER_DA0825AA_AS
YER_AA2206AA	CMCC84038	SRR069180;ILLUMINA;Paired;520;SRX028744,SRR069179;ILLUMINA;Paired;520;SRX028743	Wild Animal	Rodent	Apodemus chevrieri	1982				Asia	China	Yunnan				26.53	99.88	Beijing Genome Institute			Yersinia pestis		Genotype: 1.IN3c	PRJNA47685	SRP003808	SAMN00115216	SRS116749			2016-01-15	2012-01-01	YER_AA2206AA	Assembled	94	3.32	36361	4620438	Yersinia pestis;100.0%	228	15159	YER_CA7632AA_AS
YER_AA2207AA	CMCC84033	SRR069178;ILLUMINA;Paired;530;SRX028742	Wild Animal	Rodent	Eothenomys miletus	1979				Asia	China	Yunnan				26.53	99.88	Beijing Genome Institute			Yersinia pestis		Genotype: 1.IN3h	PRJNA47685	SRP003808	SAMN00115215	SRS116748			2016-01-15	2012-01-01	YER_AA2207AA	Assembled	49	3.32	32916	4541164	Yersinia pestis;100.0%	244	20867	YER_CA7634AA_AS
YER_AA2208AA	E1977001	SRR069177;ILLUMINA;Paired;519;SRX028741	Wild Animal	Invertebrates	Ctenophthalmus quadratus	1977				Asia	China	Yunnan				26.53	99.88	Beijing Genome Institute			Yersinia pestis		Genotype: 1.IN3g	PRJNA47685	SRP003808	SAMN00115214	SRS116747			2016-01-15	2012-01-01	YER_AA2208AA	Assembled	60	3.32	15848	4500753	Yersinia pestis;100.0%	563	19520	YER_CA7635AA_AS
YER_AA2209AA	CMCC8211	SRR069176;ILLUMINA;Paired;530;SRX028740	Wild Animal	Invertebrates	Citellophilus tesquorum	1982				Asia	China	Xinjiang				44.67	82.92	Beijing Genome Institute			Yersinia pestis		Genotype: 0.ANT1e	PRJNA47685	SRP003808	SAMN00115213	SRS116746			2016-01-15	2012-01-01	YER_AA2209AA	Assembled	62	3.32	20498	4508021	Yersinia pestis;99.79%	472	13976	YER_CA7636AA_AS
YER_AA2210AA	F1984001	SRR069175;ILLUMINA;Paired;527;SRX028739	Wild Animal	Rodent	Rattus flavipectus	1984				Asia	China	Yunnan				24.69	97.93	Beijing Genome Institute			Yersinia pestis		Genotype: 1.ORI2g	PRJNA47685	SRP003808	SAMN00115212	SRS116745			2016-01-15	2012-01-01	YER_AA2210AA	Assembled	51	3.32	13376	4470612	Yersinia pestis;100.0%	660	23735	YER_CA7637AA_AS
YER_AA2211AA	J1963002	SRR069174;ILLUMINA;Paired;498;SRX028738	Wild Animal	Invertebrates	Citellophilus tesquorum sungaris	1963				Asia	China	Gansu				35.72	105.08	Beijing Genome Institute			Yersinia pestis		Genotype: 2.MED3a	PRJNA47685	SRP003808	SAMN00115211	SRS116744			2016-01-15	2012-01-01	YER_AA2211AA	Assembled	59	3.32	16904	4538621	Yersinia pestis;99.8%	541	18484	YER_CA7638AA_AS
YER_AA2212AA	CMCC71001	SRR069173;ILLUMINA;Paired;515;SRX028737	Wild Animal	Rodent	Marmota himalayana	1961				Asia	China	Gansu				38.46	94.25	Beijing Genome Institute			Yersinia pestis		Genotype: 3.ANT1b	PRJNA47685	SRP003808	SAMN00115210	SRS116743			2016-01-15	2012-01-01	YER_AA2212AA	Assembled	52	3.32	14858	4342778	Yersinia pestis;99.83%	639	23406	YER_CA7639AA_AS
