id	BioSample_id	BioSampleAccession	BioSampleAccessionSecondary	BioSampleBioProjectAccession	BioSampleSRAAccession	BioSampleTitle	BioSampleName	BioSampleType	BioSamplePackage	BioSampleInfraspecies	BioSampleOrganism	BioSampleOrganismAlt	BioSampleSubSpecies	BioSampleStrain	BioSampleTaxonomyID	BioSampleBiovar	BioSampleCollectionDate	BioSampleGeographicLocation	BioSampleHost	BioSampleHostDisease	BioSampleIsolateNameAlias	BioSampleIsolationSource	BioSampleLat	BioSampleLatLon	BioSampleLon	BioSampleDate	BioSampleModificationDate	BioSamplePublicationDate	BioSampleOrganization	BioSampleComment
806	6161235	SAMN06161235	None	PRJNA357858	SRS1868452	Microbe sample from Yersinia pestis	Yersinia pestis nanopore sequencing	cell culture	Microbe.1.0	strain: 195/P	Yersinia pestis	Yersinia pestis	None	195-P	632	None	2015-12-08	not collected	None	None	None	lab strain	None	None	None	2016/12/16	2016/12/16	2016/12/16	NHGRI/NIH	KEEP
807	5715376	SAMN05715376	None	PRJNA335692	None	Pathogen: clinical or host-associated sample from Burkholderia pseudomallei	110	None	Pathogen.cl.1.0	strain: 110	Burkholderia pseudomallei	Burkholderia pseudomallei	None	110	28450	None	1983	Australia: Pearce	Homo sapiens	Burkholderia pseudomallei	None	blood sample from patient	None	missing	None	2016/08/30	2016/12/15	2016/08/30	Volgograd Research Institute for Plague Control	REMOVE: Incorrect organism
808	5450311	SAMN05450311	None	PRJNA335692	SRS1589458	Microbe sample from Burkholderia pseudomallei	Burkholderia pseudomallei 110	cell culture	Microbe.1.0	strain: 110	Burkholderia pseudomallei	Burkholderia pseudomallei	None	110	28450	None	1985	Viet Nam	None	None	None	VPCR collection	None	None	None	2016/07/28	2016/12/06	2016/07/28	Volgograd Research Institute for Plague Control	REMOVE: Incorrect organism
809	5853556	SAMN05853556	None	None	None	Pathogen: clinical or host-associated sample from Burkholderia mallei	Burkholderia mallei V-120	None	Pathogen.cl.1.0	strain: V-120	Burkholderia mallei	Burkholderia mallei	None	V-120	13373	None	1985	Russia: Ulan-Ude	horse	glanders	None	pus	None	51.806859940649105 N 107.60595694184303 E	None	2016/09/30	2016/09/30	2016/09/30	Volgograd Research Institute for Plague Control	REMOVE: Incorrect organism
810	5240958	SAMN05240958	None	PRJNA325569	None	Pathogen: environmental/food/other sample from Yersinia pestis	KM874	None	Pathogen.env.1.0	strain: KM874	Yersinia pestis	Yersinia pestis	None	KM874	632	None	1984-08-14	Armenia: Syunik Region	Microtus arvalis	None	None	missing	None	39.476257 N 46.09217799999999 E	None	2016/09/01	2016/09/01	2016/09/01	Russian Research Anti-Plague institute "Microbe"	KEEP
811	5225437	SAMN05225437	None	PRJNA325223	None	Pathogen: environmental/food/other sample from Yersinia pestis	3551	None	Pathogen.env.1.0	strain: 3551	Yersinia pestis	Yersinia pestis	None	3551	632	None	1979-10-10	Armenia	Ctenophthalmus teres	None	None	missing	None	missing	None	2016/09/01	2016/09/01	2016/09/01	Russian Research Anti-Plague institute "Microbe"	KEEP
812	5225434	SAMN05225434	None	PRJNA325221	None	Pathogen: environmental/food/other sample from Yersinia pestis	3544	None	Pathogen.env.1.0	strain: 3544	Yersinia pestis	Yersinia pestis	None	3544	632	None	1979-10-05	Armenia	Microtus arvalis	None	None	missing	None	missing	None	2016/09/01	2016/09/01	2016/09/01	Russian Research Anti-Plague institute "Microbe"	KEEP
813	5225432	SAMN05225432	None	PRJNA325219	None	Pathogen: environmental/food/other sample from Yersinia pestis	261	None	Pathogen.env.1.0	strain: 261	Yersinia pestis	Yersinia pestis	None	261	632	None	1955-08-19	missing	Meriones libycus erythrourus	None	None	missing	None	missing	None	2016/09/01	2016/09/01	2016/09/01	Russian Research Anti-Plague institute "Microbe"	KEEP
814	5225431	SAMN05225431	None	PRJNA325218	None	Pathogen: environmental/food/other sample from Yersinia pestis	1240	None	Pathogen.env.1.0	strain: 1240	Yersinia pestis	Yersinia pestis	None	1240	632	None	1967-01-13	Azerbaijan	Meriones libycus erythrourus	None	None	missing	None	missing	None	2016/09/01	2016/09/01	2016/09/01	Russian Research Anti-Plague institute "Microbe"	KEEP
815	5225379	SAMN05225379	None	PRJNA325206	None	Pathogen: environmental/food/other sample from Yersinia pestis	I-3223	None	Pathogen.env.1.0	strain: I-3223	Yersinia pestis	Yersinia pestis	None	I-3223	632	None	1987-07-22	Russia: Republic of Tuva, Ovyursky District	Citellophilus tesquorum	None	None	missing	None	missing	None	2016/09/01	2016/09/01	2016/09/01	Russian Research Anti-Plague institute "Microbe"	KEEP
816	5225376	SAMN05225376	None	PRJNA325202	None	Pathogen: clinical or host-associated sample from Yersinia pestis	244	None	Pathogen.cl.1.0	strain: 244	Yersinia pestis	Yersinia pestis	None	244	632	None	1967-08-25	Kazakhstan: Kyzyl-Orda Region, Aralsk District	Homo sapiens	missed	None	missing	None	46.804956 N 61.663084000000026 E	None	2016/09/01	2016/09/01	2016/09/01	Russian Research Anti-Plague institute "Microbe"	KEEP
817	5225373	SAMN05225373	None	PRJNA325200	None	Pathogen: environmental/food/other sample from Yersinia pestis	C-627	None	Pathogen.env.1.0	strain: C-627	Yersinia pestis	Yersinia pestis	None	C-627	632	None	1986-08-28	Russia: Kabardino-Balkar Republic, Zolsky District	Coleophora tesquorum	None	None	missing	None	43.469421 N 42.474785999999995 E	None	2016/09/01	2016/09/01	2016/09/01	Russian Research Anti-Plague institute "Microbe"	KEEP
818	5225370	SAMN05225370	None	PRJNA325196	None	Pathogen: environmental/food/other sample from Yersinia pestis	I-3244	None	Pathogen.env.1.0	strain: I-3244	Yersinia pestis	Yersinia pestis	None	I-3244	632	None	1988-07-05	Mongolia: Bayan-Ulgy Aimak	Ochotona dauurica	None	None	missing	None	missing	None	2016/09/01	2016/09/01	2016/09/01	Russian Research Anti-Plague institute "Microbe"	KEEP
819	5219223	SAMN05219223	None	PRJNA325083	None	Pathogen: environmental/food/other sample from Yersinia pestis	349	None	Pathogen.env.1.0	strain: 349	Yersinia pestis	Yersinia pestis	None	349	632	None	2015-06-08	Russia: Republic of Altai, Kosh-Agach District	Oropsylla silantiewi	None	None	missing	None	missing	None	2016/09/01	2016/09/01	2016/09/01	Russian Research Anti-Plague institute "Microbe"	KEEP
820	5219221	SAMN05219221	None	PRJNA325081	None	Pathogen: environmental/food/other sample from Yersinia pestis	337	None	Pathogen.env.1.0	strain: 337	Yersinia pestis	Yersinia pestis	None	337	632	None	2015-06-08	Russia: Republic of Altai, Kosh-Agach District	None	None	None	missing	None	missing	None	2016/09/01	2016/09/01	2016/09/01	Russian Research Anti-Plague institute "Microbe"	KEEP
821	5219204	SAMN05219204	None	PRJNA325076	None	Pathogen: environmental/food/other sample from Yersinia pestis	338	None	Pathogen.env.1.0	strain: 338	Yersinia pestis	Yersinia pestis	None	338	632	None	2015-06-12	Russia: Republic of Altai, Kosh-Agach District	None	None	None	missing	None	missing	None	2016/09/01	2016/09/01	2016/09/01	Russian Research Anti-Plague institute "Microbe"	KEEP
822	5162893	SAMN05162893	None	PRJNA322444	None	Pathogen: environmental/food/other sample from Yersinia pestis	1906	None	Pathogen.env.1.0	strain: 1906	Yersinia pestis	Yersinia pestis	None	1906	632	None	2014-04-12	Russia: Republic of Kalmykiya, Laganskiy district	Meriones meridianus	None	None	Missing	None	44.936386 N 46.93005700000003 E	None	2016/09/01	2016/09/01	2016/09/01	Russian Research Anti-Plague Institute Microbe	KEEP
823	5162891	SAMN05162891	None	PRJNA322440	None	Pathogen: environmental/food/other sample from Yersinia pestis	A-1836	None	Pathogen.env.1.0	strain: A-1836	Yersinia pestis	Yersinia pestis	None	A-1836	632	None	1983-03-20	Kyrgyzstan: Issyk-Kulskaya region	Marmota baibacina	None	None	Missing	None	Missing	None	2016/09/01	2016/09/01	2016/09/01	Russian Research Anti-Plague Institute Microbe	KEEP
824	5162583	SAMN05162583	None	PRJNA322436	None	Pathogen: environmental/food/other sample from Yersinia pestis	M-1944	None	Pathogen.env.1.0	strain: M-1944	Yersinia pestis	Yersinia pestis	None	M-1944	632	None	2012-08-21	Russia: Republic of Tyva, Mongun-Tayginskiy district	Marmota sibirica	None	None	Missing	None	Missing	None	2016/09/01	2016/09/01	2016/09/01	Russian Research Anti-Plague Institute Microbe	KEEP
825	5162581	SAMN05162581	None	PRJNA322434	None	Pathogen: clinical or host-associated sample from Yersinia pestis	835	None	Pathogen.cl.1.0	strain: 835	Yersinia pestis	Yersinia pestis	None	835	632	None	1958-11-23	Armenia: Lariyskaya region	Homo sapiens	Bubonic plague	None	Missing	None	Missing	None	2016/09/01	2016/09/01	2016/09/01	Russian Research Anti-Plague Institute Microbe	KEEP
826	5162580	SAMN05162580	None	PRJNA322432	None	Pathogen: environmental/food/other sample from Yersinia pestis	1530	None	Pathogen.env.1.0	strain: 1530	Yersinia pestis	Yersinia pestis	None	1530	632	None	2014-09-18	Russia: Republic of Altai, Kosh-Agach District	None	None	None	Missing	None	49.995021 N 88.54540999999995 E	None	2016/09/01	2016/09/01	2016/09/01	Russian Research Anti-Plague Institute Microbe	KEEP
827	5162559	SAMN05162559	None	PRJNA322430	None	Pathogen: environmental/food/other sample from Yersinia pestis	595	None	Pathogen.env.1.0	strain: 595	Yersinia pestis	Yersinia pestis	None	595	632	None	2014-03-20	Russia: Astrakhan Region, Limanskiy District	Mus musculus	None	None	Missing	None	Missing	None	2016/09/01	2016/09/01	2016/09/01	Russian Research Anti-Plague Institute Microbe	KEEP
828	5150105	SAMN05150105	None	PRJNA322260	None	Pathogen: environmental/food/other sample from Yersinia pestis	1313	None	Pathogen.env.1.0	strain: 1313	Yersinia pestis	Yersinia pestis	None	1313	632	None	2014-09-20	Russia: Republic of Altai	Paradoxopsyllus scorodumovi	None	None	Missing	None	Missing	None	2016/09/01	2016/09/01	2016/09/01	Russian Research Anti-Plague Institute Microbe	KEEP
829	5150068	SAMN05150068	None	PRJNA322257	None	Pathogen: environmental/food/other sample from Yersinia pestis	I-2998	None	Pathogen.env.1.0	strain: I-2998	Yersinia pestis	Yersinia pestis	None	I-2998	632	None	1982-08-27	Russia: Republic of Altai, Kosh-Agach District	Ochotona pallasi	None	None	Missing	None	Missing	None	2016/09/01	2016/09/01	2016/09/01	Russian Research Anti-Plague Institute Microbe	KEEP
830	5150065	SAMN05150065	None	PRJNA322252	None	Pathogen: environmental/food/other sample from Yersinia pestis	A-1691	None	Pathogen.env.1.0	strain: A-1691	Yersinia pestis	Yersinia pestis	None	A-1691	632	None	1971-07-20	Kyrgyzstan	None	None	None	Missing	None	Missing	None	2016/09/01	2016/09/01	2016/09/01	Russian Research Anti-Plague Institute Microbe	KEEP
831	5149973	SAMN05149973	None	PRJNA322242	None	Pathogen: environmental/food/other sample from Yersinia pestis	A-1486	None	Pathogen.env.1.0	strain: A-1486	Yersinia pestis	Yersinia pestis	None	A-1486	632	None	1966-11-25	Kyrgyzstan: Oshskaya Region, Alayskiy District	Marmota caudata	None	None	Missing	None	Missing	None	2016/09/01	2016/09/01	2016/09/01	Russian Research Anti-Plague Institute Microbe	KEEP
832	5149970	SAMN05149970	None	PRJNA322240	None	Pathogen: clinical or host-associated sample from Yersinia pestis	M-986	None	Pathogen.cl.1.0	strain: M-986	Yersinia pestis	Yersinia pestis	None	M-986	632	None	1975-07-15	Armenia: Syunikskaya Region	Homo sapiens	Bubonic plague	None	Missing	None	Missing	None	2016/09/01	2016/09/01	2016/09/01	Russian Research Anti-Plague Institute Microbe	KEEP
833	5149969	SAMN05149969	None	PRJNA322239	None	Pathogen: environmental/food/other sample from Yersinia pestis	A-1249	None	Pathogen.env.1.0	strain: A-1249	Yersinia pestis	Yersinia pestis	None	A-1249	632	None	1970-04-18	Tajikistan: Sogdiyskaya Region	Neodon juldaschi carruthersi	None	None	Missing	None	Missing	None	2016/09/01	2016/09/01	2016/09/01	Russian Research Anti-Plague Institute Microbe	KEEP
834	5017795	SAMN05017795	None	PRJNA322145	None	Pathogen: clinical or host-associated sample from Yersinia pestis	517	None	Pathogen.cl.1.0	strain: 517	Yersinia pestis	Yersinia pestis	None	517	632	None	2014-09-21	Russia: Republic of Altai, Mukhor-Tarkhata village	Homo sapiens	Bubonic plague	None	Missing	None	49.989414 N 88.53896800000007 E	None	2016/09/01	2016/09/01	2016/09/01	Russian Research Anti-Plague Institute Microbe	KEEP
835	5017696	SAMN05017696	None	PRJNA322135	None	Pathogen: environmental/food/other sample from Yersinia pestis	A-1809	None	Pathogen.env.1.0	strain: A-1809	Yersinia pestis	Yersinia pestis	None	A-1809	632	None	1980-08-28	Kyrgyzstan: Range of Tien Shan Mountain System, Karagaily Area	Pectinoctenus nemorosus	None	None	Missing	None	Missing	None	2016/09/01	2016/09/01	2016/09/01	Russian Research Anti-Plague Institute Microbe	KEEP
836	5017693	SAMN05017693	None	PRJNA322131	None	Pathogen: environmental/food/other sample from Yersinia pestis	M-1524	None	Pathogen.env.1.0	strain: M-1524	Yersinia pestis	Yersinia pestis	None	M-1524	632	None	1993-05-09	Kazakhstan: Chimkent Region, Suzak District, Zhuantobe Townsite	Rhombomys opimus	None	None	Missing	None	44.904700 N 68.635977 E	None	2016/09/01	2016/09/01	2016/09/01	Russian Research Anti-Plague Institute Microbe	KEEP
837	5017652	SAMN05017652	None	PRJNA322122	None	Pathogen: environmental/food/other sample from Yersinia pestis	A-1920	None	Pathogen.env.1.0	strain: A-1920	Yersinia pestis	Yersinia pestis	None	A-1920	632	None	1988-07-08	Kazakhstan: Almaty Region, Balkhash District, Bakanas Townsite	Rhombomys opimus	None	None	Missing	None	45.668325 N 77.29933600000004 E	None	2016/09/01	2016/09/01	2016/09/01	Russian Research Anti-Plague Institute Microbe	KEEP
838	5017610	SAMN05017610	None	PRJNA322117	None	Pathogen: environmental/food/other sample from Yersinia pestis	A-1825	None	Pathogen.env.1.0	strain: A-1825	Yersinia pestis	Yersinia pestis	None	A-1825	632	None	1983-03-16	Uzbekistan	Rhombomys opimus	None	None	Missing	None	Missing	None	2016/09/01	2016/09/01	2016/09/01	Russian Research Anti-Plague Institute Microbe	KEEP
839	5017606	SAMN05017606	None	PRJNA322116	None	Pathogen: environmental/food/other sample from Yersinia pestis	2751-55	None	Pathogen.env.1.0	strain: 2751-55	Yersinia pestis	Yersinia pestis	None	2751-55	632	None	2012-09-23	Russia: Republic of Altai, Kosh-Agach District, Tashanta Village	Ochotona pallasi	None	None	Missing	None	Missing	None	2016/09/01	2016/09/01	2016/09/01	Russian Research Anti-Plague Institute Microbe	KEEP
840	5712322	SAMN05712322	None	PRJNA340278	SRS1650455	Spleen from prarie dog number 23	Yp2040	None	Pathogen.cl.1.0	isolate: Yp2040	Yersinia pestis	Yersinia pestis	None	None	632	None	not applicable	not applicable	Cynomys	plague	None	spleen	None	not applicable	None	2016/08/26	2016/08/29	2016/08/26	Northern Arizona University	REMOVE: Experimental conditions
841	5712321	SAMN05712321	None	PRJNA340278	SRS1650451	Spleen from prarie dog number 22	Yp2017	None	Pathogen.cl.1.0	isolate: Yp2017	Yersinia pestis	Yersinia pestis	None	None	632	None	not applicable	not applicable	Cynomys	plague	None	spleen	None	not applicable	None	2016/08/26	2016/08/29	2016/08/26	Northern Arizona University	REMOVE: Experimental conditions
842	5712320	SAMN05712320	None	PRJNA340278	SRS1650450	Spleen from prarie dog number 21	Yp2007	None	Pathogen.cl.1.0	isolate: Yp2007	Yersinia pestis	Yersinia pestis	None	None	632	None	not applicable	not applicable	Cynomys	plague	None	spleen	None	not applicable	None	2016/08/26	2016/08/29	2016/08/26	Northern Arizona University	REMOVE: Experimental conditions
843	5712319	SAMN05712319	None	PRJNA340278	SRS1650449	Spleen from prarie dog number 20	Yp2020	None	Pathogen.cl.1.0	isolate: Yp2020	Yersinia pestis	Yersinia pestis	None	None	632	None	not applicable	not applicable	Cynomys	plague	None	spleen	None	not applicable	None	2016/08/26	2016/08/29	2016/08/26	Northern Arizona University	REMOVE: Experimental conditions
844	5712318	SAMN05712318	None	PRJNA340278	SRS1650446	Spleen from prarie dog number 19	Yp2045	None	Pathogen.cl.1.0	isolate: Yp2045	Yersinia pestis	Yersinia pestis	None	None	632	None	not applicable	not applicable	Cynomys	plague	None	spleen	None	not applicable	None	2016/08/26	2016/08/29	2016/08/26	Northern Arizona University	REMOVE: Experimental conditions
845	5712317	SAMN05712317	None	PRJNA340278	SRS1650448	Spleen from prarie dog number 18	Yp2005	None	Pathogen.cl.1.0	isolate: Yp2005	Yersinia pestis	Yersinia pestis	None	None	632	None	not applicable	not applicable	Cynomys	plague	None	spleen	None	not applicable	None	2016/08/26	2016/08/29	2016/08/26	Northern Arizona University	REMOVE: Experimental conditions
846	5712316	SAMN05712316	None	PRJNA340278	SRS1650445	Spleen from prarie dog number 17	Yp2009	None	Pathogen.cl.1.0	isolate: Yp2009	Yersinia pestis	Yersinia pestis	None	None	632	None	not applicable	not applicable	Cynomys	plague	None	spleen	None	not applicable	None	2016/08/26	2016/08/29	2016/08/26	Northern Arizona University	REMOVE: Experimental conditions
847	5712315	SAMN05712315	None	PRJNA340278	SRS1650444	Spleen from prarie dog number 16	Yp2035	None	Pathogen.cl.1.0	isolate: Yp2035	Yersinia pestis	Yersinia pestis	None	None	632	None	not applicable	not applicable	Cynomys	plague	None	spleen	None	not applicable	None	2016/08/26	2016/08/29	2016/08/26	Northern Arizona University	REMOVE: Experimental conditions
848	5712314	SAMN05712314	None	PRJNA340278	SRS1650442	Spleen from prarie dog number 15	Yp2015	None	Pathogen.cl.1.0	isolate: Yp2015	Yersinia pestis	Yersinia pestis	None	None	632	None	not applicable	not applicable	Cynomys	plague	None	spleen	None	not applicable	None	2016/08/26	2016/08/29	2016/08/26	Northern Arizona University	REMOVE: Experimental conditions
849	5712313	SAMN05712313	None	PRJNA340278	SRS1650443	Spleen from prarie dog number 14	Yp2037	None	Pathogen.cl.1.0	isolate: Yp2037	Yersinia pestis	Yersinia pestis	None	None	632	None	not applicable	not applicable	Cynomys	plague	None	spleen	None	not applicable	None	2016/08/26	2016/08/29	2016/08/26	Northern Arizona University	REMOVE: Experimental conditions
850	5712312	SAMN05712312	None	PRJNA340278	SRS1650440	Spleen from prarie dog number 13	Yp2034	None	Pathogen.cl.1.0	isolate: Yp2034	Yersinia pestis	Yersinia pestis	None	None	632	None	not applicable	not applicable	Cynomys	plague	None	spleen	None	not applicable	None	2016/08/26	2016/08/29	2016/08/26	Northern Arizona University	REMOVE: Experimental conditions
851	5712311	SAMN05712311	None	PRJNA340278	SRS1650441	Spleen from prarie dog number 12	Yp2025	None	Pathogen.cl.1.0	isolate: Yp2025	Yersinia pestis	Yersinia pestis	None	None	632	None	not applicable	not applicable	Cynomys	plague	None	spleen	None	not applicable	None	2016/08/26	2016/08/29	2016/08/26	Northern Arizona University	REMOVE: Experimental conditions
852	5712310	SAMN05712310	None	PRJNA340278	SRS1650439	Spleen from prarie dog number 11	Yp2049	None	Pathogen.cl.1.0	isolate: Yp2049	Yersinia pestis	Yersinia pestis	None	None	632	None	not applicable	not applicable	Cynomys	plague	None	spleen	None	not applicable	None	2016/08/26	2016/08/29	2016/08/26	Northern Arizona University	REMOVE: Experimental conditions
853	5712309	SAMN05712309	None	PRJNA340278	SRS1650438	Spleen from prarie dog number 10	Yp2031	None	Pathogen.cl.1.0	isolate: Yp2031	Yersinia pestis	Yersinia pestis	None	None	632	None	not applicable	not applicable	Cynomys	plague	None	spleen	None	not applicable	None	2016/08/26	2016/08/29	2016/08/26	Northern Arizona University	REMOVE: Experimental conditions
854	5712308	SAMN05712308	None	PRJNA340278	SRS1650459	Spleen from prarie dog number 9	Yp2043	None	Pathogen.cl.1.0	isolate: Yp2043	Yersinia pestis	Yersinia pestis	None	None	632	None	not applicable	not applicable	Cynomys	plague	None	spleen	None	not applicable	None	2016/08/26	2016/08/29	2016/08/26	Northern Arizona University	REMOVE: Experimental conditions
855	5712307	SAMN05712307	None	PRJNA340278	SRS1650460	Spleen from prarie dog number 8	Yp2023	None	Pathogen.cl.1.0	isolate: Yp2023	Yersinia pestis	Yersinia pestis	None	None	632	None	not applicable	not applicable	Cynomys	plague	None	spleen	None	not applicable	None	2016/08/26	2016/08/29	2016/08/26	Northern Arizona University	REMOVE: Experimental conditions
856	5712306	SAMN05712306	None	PRJNA340278	SRS1650457	Spleen from prarie dog number 7	Yp2019	None	Pathogen.cl.1.0	isolate: Yp2019	Yersinia pestis	Yersinia pestis	None	None	632	None	not applicable	not applicable	Cynomys	plague	None	spleen	None	not applicable	None	2016/08/26	2016/08/29	2016/08/26	Northern Arizona University	REMOVE: Experimental conditions
857	5712305	SAMN05712305	None	PRJNA340278	SRS1650456	Spleen from prarie dog number 6	Yp2030	None	Pathogen.cl.1.0	isolate: Yp2030	Yersinia pestis	Yersinia pestis	None	None	632	None	not applicable	not applicable	Cynomys	plague	None	spleen	None	not applicable	None	2016/08/26	2016/08/29	2016/08/26	Northern Arizona University	REMOVE: Experimental conditions
858	5712304	SAMN05712304	None	PRJNA340278	SRS1650453	Spleen from prarie dog number 5	Yp2047	None	Pathogen.cl.1.0	isolate: Yp2047	Yersinia pestis	Yersinia pestis	None	None	632	None	not applicable	not applicable	Cynomys	plague	None	spleen	None	not applicable	None	2016/08/26	2016/08/29	2016/08/26	Northern Arizona University	REMOVE: Experimental conditions
859	5712303	SAMN05712303	None	PRJNA340278	SRS1650454	Spleen from prarie dog number 4	Yp2022	None	Pathogen.cl.1.0	isolate: Yp2022	Yersinia pestis	Yersinia pestis	None	None	632	None	not applicable	not applicable	Cynomys	plague	None	spleen	None	not applicable	None	2016/08/26	2016/08/29	2016/08/26	Northern Arizona University	REMOVE: Experimental conditions
860	5712302	SAMN05712302	None	PRJNA340278	SRS1650452	Spleen from prarie dog number 3	Yp2011	None	Pathogen.cl.1.0	isolate: Yp2011	Yersinia pestis	Yersinia pestis	None	None	632	None	not applicable	not applicable	Cynomys	plague	None	spleen	None	not applicable	None	2016/08/26	2016/08/29	2016/08/26	Northern Arizona University	REMOVE: Experimental conditions
861	5712301	SAMN05712301	None	PRJNA340278	SRS1650447	Spleen from prarie dog number 2	Yp2039	None	Pathogen.cl.1.0	isolate: Yp2039	Yersinia pestis	Yersinia pestis	None	None	632	None	not applicable	not applicable	Cynomys	plague	None	spleen	None	not applicable	None	2016/08/26	2016/08/29	2016/08/26	Northern Arizona University	REMOVE: Experimental conditions
862	5712300	SAMN05712300	None	PRJNA340278	SRS1650437	Spleen from prarie dog number 1	Yp2013	None	Pathogen.cl.1.0	isolate: Yp2013	Yersinia pestis	Yersinia pestis	None	None	632	None	not applicable	not applicable	Cynomys	plague	None	spleen	None	not applicable	None	2016/08/26	2016/08/29	2016/08/26	Northern Arizona University	REMOVE: Experimental conditions
863	5712299	SAMN05712299	None	PRJNA340278	SRS1650436	Colorado 92 parent strain	Yp1980	None	Pathogen.cl.1.0	isolate: Yp1980	Yersinia pestis	Yersinia pestis	None	CO92-Parent	632	None	1992	USA: Colorado	Homo sapiens	plague	None	unknown	None	39.33 N 105.46 W	None	2016/08/26	2016/08/29	2016/08/26	Northern Arizona University	KEEP
864	5282282	SAMN05282282	None	PRJNA326509	None	Pathogen: clinical or host-associated sample from Yersinia pestis YERS112	YERS112	None	Pathogen.cl.1.0	strain: Cadman	Yersinia pestis	Yersinia pestis	None	Cadman	632	None	06-Jun-2016	USA: Gallup, NM	Homo sapiens	Plague	None	unknown	None	missing	None	2016/07/25	2016/07/25	2016/07/25	USAMRIID	KEEP
865	5162506	SAMN05162506	None	None	SRS1539748	Metagenome or environmental sample from coral metagenome	Lesion.fastq	None	Metagenome.environmental.1.0	None	coral metagenome	coral metagenome	None	None	496922	None	Feb-2013	USA: Florida	Diploria labyrinthiformis	None	None	None	None	24.9 N 80.5 W	None	2016/05/22	2016/07/04	2016/05/22	Georgia Institute of Technology	REMOVE: Incorrect organism
866	5162505	SAMN05162505	None	None	SRS1539749	Metagenome or environmental sample from gall crab metagenome	Crab.fastq	None	Metagenome.environmental.1.0	None	crab metagenome	crab metagenome	None	None	1660082	None	Feb-2013	USA: Florida	Chyroptochiridae	None	None	None	None	24.9 N 80.5 W	None	2016/05/22	2016/07/04	2016/05/22	Georgia Institute of Technology	REMOVE: Incorrect organism
867	5017702	SAMN05017702	None	PRJNA322137	None	Pathogen: environmental/food/other sample from Yersinia pestis	M-1773	None	Pathogen.env.1.0	strain: M-1773	Yersinia pestis	Yersinia pestis	None	M-1773	632	None	2002-05-17	Russia: Astrakhan Region, Krasnoyarsk District	Meriones meridianus	None	None	Missing	None	46.585543 N 48.44837899999993 E	None	2016/05/19	2016/05/19	2016/05/19	Russian Research Anti-Plague Institute Microbe	KEEP
868	4032844	SAMN04032844	None	PRJNA294782	SRS1063801	Microbe sample from Yersinia pestis CO92	EHC	Microbial isolate	Microbe.1.0	strain: CO92	Yersinia pestis CO92	Yersinia pestis CO92	None	CO92	214092	None	1992	USA: Colorado	None	None	None	Human Clinical Sample (fatal pneumonic plague)	None	None	None	2016/04/09	2016/04/09	2016/04/09	Los Alamos National Laboratory	KEEP
869	3256395	SAMN03256395	None	PRJNA240084	SRS1338873	Microbe sample Yersinia pestis Nairobi	YAP	Microbial isolate culture	Microbe.1.0	strain: Nairobi	Yersinia pestis	Yersinia pestis	None	Nairobi	632	A	1985	Kenya: Nairobi	None	None	None	Wild rat	None	None	None	2015/02/11	2016/03/15	2015/02/11	Los Alamos National Laboratory	KEEP
870	3202985	SAMN03202985	None	PRJNA240082	SRS1338960	Microbe sample Yersinia pestis Pestoides G	YAN	Microbial Isolate Culture	Microbe.1.0	strain: Pestoides G	Yersinia pestis	Yersinia pestis Pestoides G	None	PestoidesG	649716	None	Unknown	USSR	None	None	None	Unknown	None	None	None	2015/02/11	2016/03/15	2015/02/11	Los Alamos National Laboratory	KEEP
871	3418619	SAMN03418619	None	PRJNA257008	SRS880800	Yersinia pestis Str. NR-20	YPES002	None	Pathogen.cl.1.0	strain: 125 B plague Bombay	Yersinia pestis	Yersinia pestis	None	125B	632	None	Missing	India: Mumbai	Missing	Plague	None	Missing	None	Missing	None	2015/03/16	2016/03/07	2015/03/16	MRIGlobal	KEEP
872	4331740	SAMN04331740	None	PRJNA305705	None	Pathogen: environmental/food/other sample from Yersinia pestis	KM918	None	Pathogen.env.1.0	strain: KM918	Yersinia pestis	Yersinia pestis	None	KM918	632	None	1989	Russia: Kabardino-Balkaria, Gizhgit Natural Boundary	Ctenophthalmus orientalis	None	None	missing	None	43.47001 N 42.992790000000014 E	None	2015/12/11	2016/02/11	2015/12/11	Russian Research Anti-Plague Institute Microbe	KEEP
873	4417250	SAMN04417250	None	None	None	Pathogen: clinical or host-associated sample from Vibrio cholerae O1 biovar El Tor	M1275D	None	Pathogen.cl.1.0	strain: M1275D	Vibrio cholerae O1 biovar El Tor	Vibrio cholerae O1 biovar El Tor	None	M1275D	686	El Tor	20-Oct-2015	Russia: Dagestan	Homo sapiens	Cholera	None	feces	None	43.06 N 46.50999999999999 E	None	2016/01/15	2016/01/19	2016/01/15	Russian Research Anti-Plague Institute "Microbe"	REMOVE: Incorrect organism
874	4417215	SAMN04417215	None	None	None	Pathogen: clinical or host-associated sample from Vibrio cholerae O1 biovar El Tor	M1275	None	Pathogen.cl.1.0	strain: M1275	Vibrio cholerae O1 biovar El Tor	Vibrio cholerae O1 biovar El Tor	None	M1275	686	El Tor	1993	Russia: Dagestan	Homo sapiens	Cholera	None	feces	None	42.52 N 47.370000000000005 E	None	2016/01/15	2016/01/19	2016/01/15	Russian Research Anti-Plague Institute "Microbe"	REMOVE: Incorrect organism
