id	BioProject_id	BioProjectAccession	BioProjectDataType	BioProjectDescription	BioProjectMethodType	BioProjectName	BioProjectTargetCapture	BioProjectTargetMaterial	BioProjectTargetScope	BioProjectTitle	BioProjectType	BioProjectOrganismLabel	BioProjectOrganismStrain	BioProjectSupergroup	BioProjectTaxonomicID	BioProjectRegistrationDate	BioProjectRelevanceMedical	BioProjectSequencingStatus	BioProjectSubmitterOrganization	BioProjectComment
125	310777	PRJNA310777	Other	To obtain a general picture of Hfq-RNA interaction in vivo, we performed crosslinking immunoprecipitation coupled with deep sequencing (CLIP-seq) to identify the direct targets of Hfq by combining with RNA-seq Overall design: Hfq-binding RNA profiles of Y. pestis wild type (WT) and hfq-flag were generated by deep sequencing using Illumina.	Other	Yersinia pestis	Whole	Other	Multiisolate	Global identification of in vivo RNA targets of Hfq in Yersinia pestis	Primary submission	None	None	Bacteria	632	2016/02/03 00:00	Yes	SRA/Trace	Center for Genome Analysis, ABLife, Inc.	None
126	308707	PRJEB12163	Other	The 14th-18th century Yersinia pestis pandemic caused devastating epidemics in Europe for almost 400 years. The reasons for plague’s persistence and abrupt disappearance in Europe are poorly understood, but could have been due to either the presence of now-extinct plague foci in Europe itself, or successive disease introductions from other locations. Here we present five Y. pestis genomes from one of the last European outbreaks of plague, from 1722 Marseille, France. The lineage identified has not been found in any extant Y. pestis foci sampled to date, and has its ancestry in strains obtained from victims of the 14th century Black Death. These data suggest the existence of a previously uncharacterized historical plague focus within reach of Mediterranean port cities that persisted for at least three centuries. This disease source may have been responsible for the many resurgences of plague in Europe after the Black Death.	Sequencing	Ypestis_OBS_2016	Other	Other	Monoisolate	Eighteenth century Yersinia pestis genomes reveal the long-term persistence of an historical plague focus	Primary submission	None	None	None	0	2016/01/13 00:00	None	SRA/Trace	Max Planck Institute for the Science of Human History	None
127	307223	PRJNA307223	Genome sequencing and assembly	Whole genome shotgun sequence	Sequencing	Yersinia pestis strain:M-1453	Whole	Genome	Monoisolate	Yersinia pestis strain:M-1453 Genome sequencing	Primary submission	None	M-1453	Bacteria	632	2016/04/08 00:00	yes	Contigs	Russian Research Anti-Plague institute "Microbe"	None
128	307218	PRJNA307218	Genome sequencing and assembly	Whole genome shotgun sequence	Sequencing	Yersinia pestis strain:173	Whole	Genome	Monoisolate	Yersinia pestis strain:173 Genome sequencing	Primary submission	None	173	Bacteria	632	2016/04/08 00:00	yes	Contigs	Russian Research Anti-Plague institute "Microbe"	None
129	307216	PRJNA307216	Genome sequencing and assembly	Whole genome shotgun sequence	Sequencing	Yersinia pestis strain:M-549	Whole	Genome	Monoisolate	Yersinia pestis strain:M-549 Genome sequencing	Primary submission	None	M-549	Bacteria	632	2016/04/08 00:00	yes	Contigs	Russian Research Anti-Plague institute "Microbe"	None
130	307162	PRJNA307162	Genome sequencing and assembly	Whole genome shotgun sequence	Sequencing	Yersinia pestis strain:M-519	Whole	Genome	Monoisolate	Yersinia pestis strain:M-519 Genome sequencing	Primary submission	None	M-519	Bacteria	632	2016/04/08 00:00	yes	Contigs	Russian Research Anti-Plague institute "Microbe"	None
131	307156	PRJNA307156	Genome sequencing and assembly	Whole genome shotgun sequence	Sequencing	Yersinia pestis strain:M-1763	Whole	Genome	Monoisolate	Yersinia pestis strain:M-1763 Genome sequencing	Primary submission	None	M-1763	Bacteria	632	2016/04/08 00:00	yes	Contigs	Russian Research Anti-Plague institute "Microbe"	None
132	307152	PRJNA307152	Genome sequencing and assembly	Whole genome shotgun sequence	Sequencing	Yersinia pestis strain:M-1484	Whole	Genome	Monoisolate	Yersinia pestis strain:M-1484 Genome sequencing	Primary submission	None	M-1484	Bacteria	632	2016/04/08 00:00	yes	Contigs	Russian Research Anti-Plague institute "Microbe"	None
133	307141	PRJNA307141	Genome sequencing and assembly	Whole genome shotgun sequence	Sequencing	Yersinia pestis strain:C-791	Whole	Genome	Monoisolate	Yersinia pestis strain:C-791 Genome sequencing	Primary submission	None	C-791	Bacteria	632	2016/04/08 00:00	yes	Contigs	Russian Research Anti-Plague institute "Microbe"	None
134	306824	PRJNA306824	Genome sequencing and assembly	Whole genome shotgun sequence	Sequencing	Yersinia pestis strain:KM-816	Whole	Genome	Monoisolate	Yersinia pestis strain:KM-816 Genome sequencing	Primary submission	Rhombomys opimus	KM-816	Bacteria	632	2016/04/07 00:00	yes	Contigs	Russian Research Anti-Plague institute "Microbe"	None
135	306809	PRJNA306809	Genome sequencing and assembly	Whole genome shotgun sequence	Sequencing	Yersinia pestis strain:M-978	Whole	Genome	Monoisolate	Yersinia pestis strain:M-978 Genome sequencing	Primary submission	Citellus pigmaeus	M-978	Bacteria	632	2016/04/07 00:00	yes	Contigs	Russian Research Anti-Plague institute "Microbe"	None
136	306803	PRJNA306803	Genome sequencing and assembly	Whole genome shotgun sequence	Sequencing	Yersinia pestis strain:1116-D	Whole	Genome	Monoisolate	Yersinia pestis strain:1116-D Genome sequencing	Primary submission	Citellus pigmaeus	1116-D	Bacteria	632	2016/04/07 00:00	yes	Contigs	Russian Research Anti-Plague institute "Microbe"	None
137	306613	PRJNA306613	Genome sequencing and assembly	Whole genome shotgun sequence	Sequencing	Yersinia pestis strain:I1996	Whole	Genome	Monoisolate	Yersinia pestis strain:I1996 Genome sequencing	Primary submission	Spermophilus dauricus	I1996	Bacteria	632	2016/03/28 00:00	yes	Contigs	Russian Research Anti-Plague institute "Microbe"	None
138	305990	PRJNA305990	Genome sequencing and assembly	Yersinia pestis A-1815 strain whole genome shotgun sequencing	Sequencing	Yersinia pestis strain:A-1815 | isolate:Ceratophyllus caspius	Whole	Genome	Monoisolate	Yersinia pestis strain:A-1815 | isolate:Ceratophyllus caspius Genome sequencing	Primary submission	None	A-1815	Bacteria	632	2016/03/29 00:00	yes	Contigs	Russian Research Anti-Plague Institute Microbe	None
139	305970	PRJNA305970	Genome sequencing and assembly	Yersinia pestis C741 strain whole genome shotgun sequencing	Sequencing	Yersinia pestis strain:C741	Whole	Genome	Monoisolate	Yersinia pestis strain:C741 Genome sequencing	Primary submission	Ceratophyllus turbiclus	C741	Bacteria	632	2016/03/29 00:00	yes	Contigs	Russian Research Anti-Plague Institute Microbe	None
140	305705	PRJNA305705	Genome sequencing and assembly	Yersinia pestis KM918 strain whole genome shotgun sequencing	Sequencing	Yersinia pestis strain:KM918	Whole	Genome	Monoisolate	Yersinia pestis strain:KM918 Genome sequencing	Primary submission	None	KM918	Bacteria	632	2016/02/11 00:00	yes	Contigs	Russian Research Anti-Plague Institute Microbe	None
141	305573	PRJNA305573	Genome sequencing and assembly	Yersinia pestis M-1864 strain whole genome shotgun sequencing	Sequencing	Yersinia pestis strain:M-1864	Whole	Genome	Monoisolate	Yersinia pestis strain:M-1864 Genome sequencing	Primary submission	None	M-1864	Bacteria	632	2016/03/21 00:00	yes	Contigs	Russian Research Anti-Plague Institute Microbe	None
142	304135	PRJEB11860	Genome sequencing and assembly	Yersinia pestis halotolerance illuminates plague reservoirs	Sequencing	None	Other	Other	Monoisolate	Yersinia pestis genome	Primary submission	None	None	None	0	2015/11/25 00:00	None	Contigs	URMITE	None
143	302843	PRJNA302843	Transcriptome or Gene expression	In Europe, the noble crayfish (Astacus astacus) is threatened by invasive North American crayfish species carrying and spreading the oomycete pathogen Aphanomyces astaci. The innate immune system of the noble crayfish is often too inefficient and slow to successfully combat the pathogen and infection leads to crayfish death usually within a few days or weeks. Thus, transcriptomic data for the identification of candidate genes are crucial for future genomic research aimed at understanding how the crayfish plague infection affects the innate immune system of noble crayfish. We generated RNA-seq data to assemble the complete transcriptome of the noble crayfish from four tissues (abdominal muscle, hepatopancreas, ovaries, antennal gland). This first transcriptome assembly is an important foundation for future genomic research on the noble crayfish when infected with the crayfish plague disease agent A. astaci.	Sequencing	Astacus astacus	Whole	Transcriptome	Monoisolate	Astacus astacus Transcriptome or Gene expression	Primary submission	None	None	Eukaryotes	6715	2015/11/20 00:00	None	SRA/Trace	University of Koblenz-Landau	None
144	299556	PRJEB10885	Other	The bacteria Yersinia pestis is the etiological agent of plague and has in historic times caused human pandemics with millions of deaths. How and when it originated remains contentious. Here, we report the oldest direct evidence of Yersinia pestis identified by ancient DNA in human teeth from Asia and Europe dating from 2,800 to 5,000 years ago. By sequencing the genomes, we find that these ancient plague strains are basal to all known Yersinia pestis. We find the origins of the Yersinia pestis lineage to be at least two times older than previous estimates. We also identify a temporal sequence of genetic changes that lead to increased virulence and the emergence of the Bubonic plague. Our results show that plague infection was endemic in the human populations of Eurasia at least 3,000 years before any historical recordings of pandemics.	Sequencing	Bronze Age Plague	Other	Other	Monoisolate	Early Divergent strains of Yersinia pestis in Eurasia five thousands years ago	Primary submission	None	None	None	0	2015/10/23 00:00	None	SRA/Trace	DTU	None
145	299010	PRJNA299010	Genome sequencing and assembly	Genome sequencing and assembly of a yeast isolated from plague insects of a new sugarcane cultivar.	Sequencing	Candida sojae strain:GF41	Whole	Genome	Monoisolate	De novo assembly of Candida sojae genome, an unexplored xylitol-producing yeast with potential for 2G ethanol and food industries improvements	Primary submission	None	GF41	Eukaryotes	52253	2015/11/12 00:00	None	Contigs	University of Campinas	None
146	294782	PRJNA294782	Raw sequence reads	Sequencing and Analysis of Yersinia pestis CO92	Sequencing	Yersinia pestis CO92	Whole	Genome	Monoisolate	Functional and structural analysis of a highly-expressed Yersinia pestis small RNA upon host cell infection	Primary submission	None	CO92	Bacteria	214092	2015/09/04 00:00	yes	SRA/Trace	Los Alamos National Laboratory	None
147	294354	PRJNA294354	Genome sequencing and assembly	Vibrio cholerae str. 31	Sequencing	Vibrio cholerae O1 biovar El Tor strain:31	Whole	Genome	Monoisolate	Vibrio cholerae str. 31	Primary submission	None	31	Bacteria	686	2015/09/14 00:00	yes	Contigs	Stavropol Plague Control Reseach Institute	None
148	294353	PRJNA294353	Genome sequencing and assembly	Vibrio cholerae O1 El Tor str. 43	Sequencing	Vibrio cholerae O1 biovar El Tor strain:43	Whole	Genome	Monoisolate	Vibrio cholerae O1 El Tor str. 43	Primary submission	None	43	Bacteria	686	2015/09/14 00:00	yes	Contigs	Stavropol Plague Control Reseach Institute	None
149	294352	PRJNA294352	Genome sequencing and assembly	Vibrio cholerae O1 El Tor str. 56	Sequencing	Vibrio cholerae O1 biovar El Tor strain:56	Whole	Genome	Monoisolate	Vibrio cholerae O1 El Tor str. 56	Primary submission	None	56	Bacteria	686	2015/09/14 00:00	yes	Contigs	Stavropol Plague Control Reseach Institute	None
150	294351	PRJNA294351	Genome sequencing and assembly	Vibrio cholerae O1 biovar El Tor str. 39	Sequencing	Vibrio cholerae O1 biovar El Tor strain:39	Whole	Genome	Monoisolate	Vibrio cholerae O1 biovar El Tor str. 39	Primary submission	None	39	Bacteria	686	2015/09/14 00:00	yes	Contigs	Stavropol Plague Control Reseach Institute	None
151	294233	PRJNA294233	Transcriptome or Gene expression	We present the results of the first large-scale transcriptome sequencing for Xenopsylla cheopis collected from Yunnan, China, where the third pandemic started. We aim to provide new insights into genetic studies on this species and consequently improve the control of plague.	Sequencing	Xenopsylla cheopis strain:Yunnan	Whole	Transcriptome	Monoisolate	Xenopsylla cheopis strain:Yunnan Transcriptome or Gene expression	Primary submission	None	Yunnan	Eukaryotes	163159	2015/08/30 00:00	yes	SRA/Trace	Northwest Institute of Plateau Biology, Chinese Academy of Sciences	None
152	293979	PRJNA293979	Genome sequencing and assembly	Investigation of evolution during adaptation to laboratory growth of wild-caught Yersinia pestis.	Sequencing	Yersinia pestis strain:Yp2126	Whole	Genome	Monoisolate	Yersinia pestis strain:Yp2126 Genome sequencing	Primary submission	None	Yp2126	Bacteria	632	2016/01/10 00:00	None	Scaffolds	Pacific Northwest National Laboratory	None
153	293978	PRJNA293978	Genome sequencing and assembly	Investigation of evolution during adaptation to laboratory growth of wild-caught strains of Yersinia pestis.	Sequencing	Yersinia pestis strain:Yp1945	Whole	Genome	Monoisolate	Yersinia pestis strain:Yp1945 Genome sequencing	Primary submission	None	Yp1945	Bacteria	632	2016/01/10 00:00	None	Scaffolds	Pacific Northwest National Laboratory	None
154	293891	PRJNA293891	Raw sequence reads	Identify markers of adaptation to laboratory growth in wild isolates of Y. pestis.	Sequencing	Yersinia pestis	Whole	Genome	Multiisolate	Yersinia pestis Raw sequence reads	Primary submission	None	None	Bacteria	632	2015/08/25 00:00	None	SRA/Trace	Pacific Northwest National Laboratory	None
155	289971	PRJNA289971	Genome sequencing and assembly	Brucella melitensis bv.3 str. C-573 genome sequencing and assembly	Sequencing	Brucella melitensis strain:C-573	Whole	Genome	Monoisolate	Brucella melitensis bv.3 str. C-573	Primary submission	None	C-573	Bacteria	29459	2017/02/15 00:00	yes	Complete	Stavropol Plague Control Reseach Institute	None
156	289970	PRJNA289970	Genome sequencing and assembly	Brucella melitensis bv.1 str. C-572 genome sequencing and assembly	Sequencing	Brucella melitensis strain:C-572	Whole	Genome	Monoisolate	Brucella melitensis bv.1 str. C-572	Primary submission	None	C-572	Bacteria	29459	2015/10/06 00:00	yes	Contigs	Stavropol Plague Control Reseach Institute	None
157	289968	PRJNA289968	Genome sequencing and assembly	Brucella melitensis bv. 3 str. C-571 genome sequencing and assembly	Sequencing	Brucella melitensis strain:C-571	Whole	Genome	Monoisolate	Brucella melitensis bv. 3 str. C-571	Primary submission	None	C-571	Bacteria	29459	2015/09/29 00:00	yes	Contigs	Stavropol Plague Control Reseach Institute	None
158	289967	PRJNA289967	Genome sequencing and assembly	Brucella melitensis bv. 3 str. C-570 genome sequencing and assembly	Sequencing	Brucella melitensis strain:C-570	Whole	Genome	Monoisolate	Brucella melitensis bv. 3 str. C-570	Primary submission	None	C-570	Bacteria	29459	2015/09/29 00:00	yes	Contigs	Stavropol Plague Control Reseach Institute	None
159	289965	PRJNA289965	Genome sequencing and assembly	Brucella melitensis bv. 1 str. C-568 genome sequencing and assembly	Sequencing	Brucella melitensis strain:C-569	Whole	Genome	Monoisolate	Brucella melitensis bv. 1 str. C-569	Primary submission	None	C-569	Bacteria	29459	2015/10/06 00:00	yes	Contigs	Stavropol Plague Control Reseach Institute	None
160	289961	PRJNA289961	Genome sequencing and assembly	Brucella melitensis bv. 1 str. C-568 genome sequencing and assembly	Sequencing	Brucella melitensis strain:C-568	Whole	Genome	Monoisolate	Brucella melitensis bv. 1 str. C-568	Primary submission	None	C-568	Bacteria	29459	2015/09/29 00:00	yes	Contigs	Stavropol Plague Control Reseach Institute	None
161	289876	PRJNA289876	Transcriptome or Gene expression	Coral diseases are an ongoing and pervasive threat to corals and the reef ecosystems they build. Studies thus far have focused on assessing microbial communities or the identification of specific pathogens. The functional response of the coral metaorganism is at present unknown. To address this gap, we conducted the first metatranscriptomic analysis of the coral host, algal symbiont, and microbial compartments to survey holobiont structure and function in White Plague Disease. Our data show functionally linked responses across compartments, expression of genes associated with viral infection, and increased retroelement activity pointing towards epigenetic deregulation. This study devises an analytical framework for studying coral holobiont function by dissecting organismal response to the contribution of its member species.	Sequencing	Orbicella faveolata	Whole	Transcriptome	Multispecies	Orbicella faveolata WPD holotranscriptome sequencing	Primary submission	None	None	None	0	2015/07/14 00:00	None	SRA/Trace	KAUST	None
162	289649	PRJNA289649	Transcriptome or Gene expression	During pneumonic plague, the bacterium Yersinia pestis elicits the development of inflammatory lung lesions that continue to expand throughout infection. This lesion development and persistence is poorly understood. Here, we examine spatially distinct regions of lung lesions using laser capture microdissection and RNAseq analysis to identify transcriptional differences between lesion microenvironments. We show that cellular pathways involved in leukocyte migration and apoptosis are down regulated in the center of lung lesions compared to the periphery. Probing for the bacterial factor(s) important for the alteration in neutrophil survival, we show both in vitro and in vivo that Y. pestis increases neutrophil survival in a manner that is dependent on the type-III secretion system effector YopM. This research explores the complexity of spatially distinct host - microbe interactions and emphasizes the importance of cell relevance in assays in order to fully understand Y. pestis virulence. Overall design: We examine spatially distinct regions of lung lesions using laser capture microdissection and RNAseq analysis to identify transcriptional differences between lesion microenvironments.  Sample types: uninfected BM-PMN, infected BM-PMN, lesion periphery, lesion center.	Sequencing	Mus musculus	Whole	Transcriptome	Multiisolate	Spatially distinct neutrophil responses within the inflammatory lesions of pneumonic plague	Primary submission	None	None	Eukaryotes	10090	2015/07/13 00:00	None	SRA/Trace	Goldman, Division of Infectious Diseases, University of North Carolina at Chapel Hill	None
163	288602	PRJNA288602	Genome sequencing and assembly	Genome sequencing and assembly of Yersinia pestis KIM 10v	Sequencing	Yersinia pestis strain:KIM 10v	Whole	Genome	Monoisolate	Yersinia pestis KIM 10v genome sequencing and assembly	Primary submission	None	KIM 10v	Bacteria	632	2015/08/06 00:00	yes	Scaffolds	Los Alamos National Laboratory	None
164	288599	PRJNA288599	Genome sequencing and assembly	Genome sequencing and assembly of Yersinia pestis EV76D YPW_3	Sequencing	Yersinia pestis strain:EV76D	Whole	Genome	Monoisolate	Yersinia pestis EV76D YPW_3 genome sequencing and assembly	Primary submission	None	EV76D	Bacteria	632	2015/08/06 00:00	yes	Scaffolds	Los Alamos National Laboratory	None
165	288259	PRJNA288259	Genome sequencing and assembly	Brucella melitensis C-567	Sequencing	Brucella melitensis strain:C-567	Whole	Genome	Monoisolate	Brucella melitensis strain:C-567 Genome sequencing and assembly	Primary submission	None	C-567	Bacteria	29459	2015/09/29 00:00	yes	Contigs	Stavropol Plague Control Reseach Institute	None
166	277922	PRJNA277922	Raw sequence reads	Two Y pestis laboratory strains	Sequencing	Yersinia pestis	Whole	Genome	Multiisolate	Yersinia pestis Raw sequence reads	Primary submission	None	None	Bacteria	632	2015/03/11 00:00	yes	SRA/Trace	Los Alamos National Laboratory	None
167	275775	PRJNA275775	Metagenome	Human serum was spiked with Yersinia pestis, Francisella tularensis and Bacillus anthracis. DNA was extracted and sequenced on multiple platforms.	Sequencing	human metagenome	Whole	Genome	Environment	Human samples with multiple pathogens	Primary submission	None	None	Other	646099	2015/02/18 00:00	yes	SRA/Trace	US Army Edgewood Chemical Biological Center	None
168	257008	PRJNA257008	Genome sequencing and assembly	The purpose of this BioProject is to prepare high quality genome sequences of various human, animal, and plant pathogens that will support microbial forensics, biosurveillance and public health	Sequencing	None	Whole	Genome	Multispecies	Consortium for Microbial Forensics and Genomics (µFORGE): Capturing Global Biodiversity of Pathogens	Primary submission	None	None	None	0	2014/07/29 00:00	yes	Complete	µFORGE	None
169	255199	PRJNA255199	Genome sequencing and assembly	Strain was isolated from river water during environmental monitoring	Sequencing	Vibrio cholerae strain:RND81	Whole	Genome	Monoisolate	Vibrio cholerae strain:RND81 Genome sequencing and assembly	Primary submission	None	RND81	Bacteria	666	2014/10/03 00:00	None	Contigs	Federal Service on Customers Rights Protection and Human Well-Being Surveillance, Rostov Research Institute for Plague Control	None
170	254747	PRJNA254747	Genome sequencing	Irradiated samples were sequenced to determine if irradiated material could be utilized to generate accurate whole-genome sequence data by both Illumina and 454 methodologies.	Sequencing	Yersinia pestis EV76-CN	Whole	Genome	Multiisolate	Yersinia pestis EV76-CN Genome sequencing	Primary submission	None	EV76	Bacteria	665028	2014/07/08 00:00	None	SRA/Trace	US Army Edgewood Chemical Biological Center	None
171	252576	PRJEB6512	Other	The rizhome of a new Citrobacter koseri strain reveals sympatric life style with Yersinia pestis in rodent	Sequencing	Citrobacter koseri strain:URMITE	Other	Other	Monoisolate	Citrobacter koseri strain URMITE genome	Primary submission	None	URMITE	Bacteria	545	2014/06/12 00:00	None	Contigs	URMITE	None
172	251923	PRJEB6403	Genome sequencing and assembly	http://www.sanger.ac.uk/resources/downloads/bacteria/nctc/	Sequencing	NCTC_3000	Whole	Other	Monoisolate	NCTC_3000	Primary submission	None	None	None	0	2014/06/06 00:00	None	Complete	SC	None
173	247716	PRJNA247716	Genome sequencing and assembly	Whole-genome shotgun sequence of strain Yersinia pestis 231(708).	Sequencing	Yersinia pestis subsp. pestis strain:231(708)	Whole	Genome	Monoisolate	Yersinia pestis subsp. pestis strain:231(708) Genome sequencing and assembly	Primary submission	None	231(708)	Bacteria	385964	2014/07/28 00:00	yes	Contigs	Russian Research Antiplague Institute "Microbe"	None
174	244608	PRJNA244608	Genome sequencing and assembly	Brucella melitensis bv. 3 C-558 Genome sequencing	Sequencing	Brucella melitensis strain:C-558	Whole	Genome	Monoisolate	Brucella melitensis C-558 Genome sequencing	Primary submission	None	C-558	Bacteria	29459	2014/06/27 00:00	yes	Contigs	The Federal Goverment Health Institution "Stavropol Plague Control Reseach Institute" of the Federal Service for Supervision in the Sphere of Consumer Rights Protection and Human Welfare	None
175	243531	PRJNA243531	Genome sequencing and assembly	Yersinia pestis Colorado 92 Genome Assemlby	Sequencing	Yersinia pestis strain:Colorado 92	Whole	Genome	Monoisolate	Yersinia pestis strain:Colorado 92 Genome sequencing	Primary submission	None	Colorado 92	Bacteria	632	2014/09/15 00:00	yes	Scaffolds	Los Alamos National Laboratory	None
176	243338	PRJEB5497	Genome sequencing and assembly	Strain CEB14_0017 (alias HIAD_YPSEU_DUP) was isolated in 2013 in France from a 50-year-old man. This strain was misidentified as Yersinia pestis by mass spectrometry.	Sequencing	Yersinia pseudotuberculosis strain:CEB14_0017	Other	Other	Monoisolate	Draft genome assembly from Yersinia pseudotuberculosis sequence type ST42 strain CEB14_0017 (alias HIAD_YPSEU_DUP) from France.	Primary submission	None	CEB14_0017	Bacteria	633	2014/04/02 00:00	None	Scaffolds	UPSUD	None
177	243251	PRJNA243251	Genome sequencing and assembly	Genome of Lactobacillus acidophilus VKMV-2020D from the All-Russian Collection of Microorganisms	Sequencing	Lactobacillus acidophilus strain:VKMV-2020D	Whole	Genome	Monoisolate	Lactobacillus acidophilus Genome sequencing	Primary submission	None	VKMV-2020D	Bacteria	1579	2014/06/16 00:00	yes	Contigs	Federal Service on Customers Rights Protection and Human Well-Being Surveillance, Rostov Research Institute for Plague Control	None
178	242378	PRJNA242378	Genome sequencing and assembly	This sequencing project of Vibrio cholerae strain was implemented with the collaboration between Federal Budget Institute of Science Central Research Institute for Epidemiology (111123, Russia, Moscow, Novogireevskaya St., 3A) and Federal Government Health Institution Rostov-on-Don Plague Control Research Institute (344002, Russia, Rostov-on-Don, Maxim Gorky St., 117).	Sequencing	Vibrio cholerae O1 biovar El Tor strain:Ogawa RND19188	Whole	Genome	Monoisolate	Vibrio cholerae O1 biovar El Tor strain:Ogawa RND19188 Genome sequencing and assembly	Primary submission	None	Ogawa RND19188	Bacteria	686	2014/06/19 00:00	yes	Contigs	Central Research Institute for Epidemiology	None
179	241466	PRJNA241466	Genome sequencing	we employed Yersinia pestis genomes from a plague outbreak at Xinghai county of China in 2009 as an example, to develop a simple two-step strategy for rapid source tracing of the outbreak. The first step was to define the phylogenetic position of the outbreak strains in a whole species tree, and the next step was to provide a detailed relationship across the outbreak strains and their suspected relatives	Sequencing	Yersinia pestis	Whole	Genome	Multiisolate	Yersinia pestis Genome sequencing	Primary submission	None	None	Bacteria	632	2014/03/17 00:00	None	SRA/Trace	BGI	None
180	240677	PRJNA240677	Phenotype or Genotype	Sequence reads of transposon/genome junctions to estimate frequency of mutants in a dense insertion library	Sequencing	Yersinia pestis strain:KIM1001	Other	Genome	Multiisolate	Yersinia pestis KIM1001 Tn-seq	Primary submission	None	KIM1001	Bacteria	632	2014/03/10 00:00	yes	SRA/Trace	University of Massachusetts Medical School	None
181	240108	PRJNA240108	Genome sequencing	Genome sequencing of Yersinia pestis Nicholisk 41	Sequencing	Yersinia pestis strain:Nicholisk 41	Whole	Genome	Monoisolate	Yersinia pestis strain:Nicholisk 41 Genome sequencing	Primary submission	None	Nicholisk 41	Bacteria	632	2015/02/09 00:00	yes	Complete	Los Alamos National Laboratory	None
182	240107	PRJNA240107	Genome sequencing	Genome sequencing of Yersinia pestis Java9	Sequencing	Yersinia pestis strain:Java9	Whole	Genome	Monoisolate	Yersinia pestis strain:Java9 Genome sequencing	Primary submission	None	Java9	Bacteria	632	2015/02/09 00:00	yes	Chromosome(s)	Los Alamos National Laboratory	None
183	240106	PRJNA240106	Genome sequencing	Genome sequencing of Yersinia pestis Dodson	Sequencing	Yersinia pestis strain:Dodson	Whole	Genome	Monoisolate	Yersinia pestis strain:Dodson Genome sequencing	Primary submission	None	Dodson	Bacteria	632	2015/02/09 00:00	yes	Complete	Los Alamos National Laboratory	None
184	240105	PRJNA240105	Genome sequencing	Genome sequencing of Yersinia pestis Pestoides B	Sequencing	Yersinia pestis str. Pestoides B	Whole	Genome	Monoisolate	Yersinia pestis str. Pestoides B Genome sequencing	Primary submission	None	Pestoides B	Bacteria	748678	2015/02/09 00:00	yes	Complete	Los Alamos National Laboratory	None
185	240104	PRJNA240104	Genome sequencing	Genome sequencing of Yersinia pestis PBM19	Sequencing	Yersinia pestis strain:PBM19	Whole	Genome	Monoisolate	Yersinia pestis strain:PBM19 Genome sequencing	Primary submission	None	PBM19	Bacteria	632	2015/02/09 00:00	yes	Complete	Los Alamos National Laboratory	None
186	240103	PRJNA240103	Genome sequencing	Genome sequencing of Yersinia pestis Antiqua	Sequencing	Yersinia pestis Antiqua	Whole	Genome	Monoisolate	Yersinia pestis Antiqua Genome sequencing	Primary submission	None	Antiqua	Bacteria	360102	2015/02/09 00:00	yes	Complete	Los Alamos National Laboratory	None
187	240102	PRJNA240102	Genome sequencing	Genome sequencing of Yersinia pestis A1122	Sequencing	Yersinia pestis A1122	Whole	Genome	Monoisolate	Yersinia pestis A1122 Genome sequencing	Primary submission	None	A1122	Bacteria	1035377	2015/02/09 00:00	yes	Complete	Los Alamos National Laboratory	None
188	240101	PRJNA240101	Genome sequencing	Genome sequencing of Yersinia pestis Angola	Sequencing	Yersinia pestis Angola	Whole	Genome	Monoisolate	Yersinia pestis Angola Genome sequencing	Primary submission	None	Angola	Bacteria	349746	2015/02/09 00:00	yes	Complete	Los Alamos National Laboratory	None
189	240100	PRJNA240100	Genome sequencing	Genome sequencing of Yersinia pestis Harbin35	Sequencing	Yersinia pestis strain:Harbin35	Whole	Genome	Monoisolate	Yersinia pestis strain:Harbin35 Genome sequencing	Primary submission	None	Harbin35	Bacteria	632	2015/02/09 00:00	yes	Complete	Los Alamos National Laboratory	None
190	240085	PRJNA240085	Genome sequencing	Genome sequencing of Yersinia pestis El Dorado	Sequencing	Yersinia pestis strain:El Dorado	Whole	Genome	Monoisolate	Yersinia pestis strain:El Dorado Genome sequencing	Primary submission	None	El Dorado	Bacteria	632	2015/02/09 00:00	yes	Complete	Los Alamos National Laboratory	None
191	240084	PRJNA240084	Genome sequencing	Genome sequencing of Yersinia pestis Nairobi	Sequencing	Yersinia pestis strain:Nairobi	Whole	Genome	Monoisolate	Yersinia pestis strain:Nairobi Genome sequencing	Primary submission	None	Nairobi	Bacteria	632	2015/02/09 00:00	yes	Chromosome(s)	Los Alamos National Laboratory	None
192	240083	PRJNA240083	Genome sequencing	Genome sequencing of Yersinia pestis KIM	Sequencing	Yersinia pestis strain:KIM5	Whole	Genome	Monoisolate	Yersinia pestis strain:KIM5 Genome sequencing	Primary submission	None	KIM5	Bacteria	632	2015/04/07 00:00	yes	Chromosome(s)	Los Alamos National Laboratory	None
193	240082	PRJNA240082	Genome sequencing	Genome sequencing of Yersinia pestis Pestoides G	Sequencing	Yersinia pestis Pestoides G	Whole	Genome	Monoisolate	Yersinia pestis Pestoides G Genome sequencing	Primary submission	None	Pestoides G	Bacteria	649716	2015/02/09 00:00	yes	Complete	Los Alamos National Laboratory	None
194	239345	PRJNA239345	Genome sequencing	Genome sequencing of Yersinia pestis Pestoides F	Sequencing	Yersinia pestis Pestoides F	Whole	Genome	Monoisolate	Yersinia pestis Pestoides F Genome sequencing	Primary submission	None	Pestoides F	Bacteria	386656	2015/02/09 00:00	yes	Complete	Los Alamos National Laboratory	None
