id	BioSample_id	BioSampleAccession	BioSampleAccessionSecondary	BioSampleBioProjectAccession	BioSampleSRAAccession	BioSampleTitle	BioSampleName	BioSampleType	BioSamplePackage	BioSampleInfraspecies	BioSampleOrganism	BioSampleOrganismAlt	BioSampleSubSpecies	BioSampleStrain	BioSampleTaxonomyID	BioSampleBiovar	BioSampleSerovar	BioSampleCollectionDate	BioSampleGeographicLocation	BioSampleHost	BioSampleHostDisease	BioSampleHostHealthState	BioSampleIsolateNameAlias	BioSampleIsolationSource	BioSampleLat	BioSampleLatLon	BioSampleLon	BioSampleSubmissionDate	BioSampleModificationDate	BioSamplePublicationDate	BioSampleOrganization	BioSampleComment
958	5386320	SAMN05386320		PRJNA328937	SRS1560268	F_EV_12			Generic.1.0		Mus musculus	Mus musculus		BALB/c	10090													2016-07-13T09:48:32.310	2017-07-13T01:17:38.933	2017-07-13T00:00:00.000	Beijing Institute of Microbiology and Epidemiology	REMOVE: Lab manipulation
959	5386319	SAMN05386319		PRJNA328937	SRS1560266	P_122_72			Generic.1.0		Mus musculus	Mus musculus		BALB/c	10090													2016-07-13T09:48:31.287	2017-07-13T01:17:38.447	2017-07-13T00:00:00.000	Beijing Institute of Microbiology and Epidemiology	REMOVE: Lab manipulation
960	5386318	SAMN05386318		PRJNA328937	SRS1560265	P_122_48			Generic.1.0		Mus musculus	Mus musculus		BALB/c	10090													2016-07-13T09:48:30.163	2017-07-13T01:21:39.987	2017-07-13T00:00:00.000	Beijing Institute of Microbiology and Epidemiology	REMOVE: Lab manipulation
961	5386317	SAMN05386317		PRJNA328937	SRS1560264	P_122_12			Generic.1.0		Mus musculus	Mus musculus		BALB/c	10090													2016-07-13T09:48:29.260	2017-07-13T01:21:39.723	2017-07-13T00:00:00.000	Beijing Institute of Microbiology and Epidemiology	REMOVE: Lab manipulation
962	5386316	SAMN05386316		PRJNA328937	SRS1560263	G_122_72			Generic.1.0		Mus musculus	Mus musculus		BALB/c	10090													2016-07-13T09:48:28.313	2017-07-13T01:21:39.483	2017-07-13T00:00:00.000	Beijing Institute of Microbiology and Epidemiology	REMOVE: Lab manipulation
963	5386315	SAMN05386315		PRJNA328937	SRS1560262	G_122_48			Generic.1.0		Mus musculus	Mus musculus		BALB/c	10090													2016-07-13T09:48:27.390	2017-07-13T01:21:39.260	2017-07-13T00:00:00.000	Beijing Institute of Microbiology and Epidemiology	REMOVE: Lab manipulation
964	5386314	SAMN05386314		PRJNA328937	SRS1560261	G_122_12			Generic.1.0		Mus musculus	Mus musculus		BALB/c	10090													2016-07-13T09:48:26.270	2017-07-13T01:21:39.040	2017-07-13T00:00:00.000	Beijing Institute of Microbiology and Epidemiology	REMOVE: Lab manipulation
965	5386313	SAMN05386313		PRJNA328937	SRS1560258	F_122_72			Generic.1.0		Mus musculus	Mus musculus		BALB/c	10090													2016-07-13T09:48:24.503	2017-07-13T01:21:38.350	2017-07-13T00:00:00.000	Beijing Institute of Microbiology and Epidemiology	REMOVE: Lab manipulation
966	5386312	SAMN05386312		PRJNA328937	SRS1560260	F_122_48			Generic.1.0		Mus musculus	Mus musculus		BALB/c	10090													2016-07-13T09:48:23.700	2017-07-13T01:21:38.580	2017-07-13T00:00:00.000	Beijing Institute of Microbiology and Epidemiology	REMOVE: Lab manipulation
967	5386311	SAMN05386311		PRJNA328937	SRS1560259	F_122_12			Generic.1.0		Mus musculus	Mus musculus		BALB/c	10090													2016-07-13T09:48:22.763	2017-07-13T01:21:38.817	2017-07-13T00:00:00.000	Beijing Institute of Microbiology and Epidemiology	REMOVE: Lab manipulation
968	7257404	SAMN07257404		PRJNA391106	SRS2297282	Yersinia pestis transposon mutant library cultured at 28ºC (replicate 1)			Generic.1.0		Yersinia pestis	Yersinia pestis		CO92	632													2017-06-20T10:11:05.950	2017-07-07T03:04:42.857	2017-07-07T00:00:00.000	University of Exeter	REMOVE: Lab manipulation
969	7257403	SAMN07257403		PRJNA391106	SRS2297283	Yersinia pestis transposon mutant library cultured at 28ºC (replicate 2)			Generic.1.0		Yersinia pestis	Yersinia pestis		CO92	632													2017-06-20T10:11:05.550	2017-07-07T03:04:43.330	2017-07-07T00:00:00.000	University of Exeter	REMOVE: Lab manipulation
970	7257402	SAMN07257402		PRJNA391106	SRS2297284	Yersinia pestis transposon mutant library cultured at 28ºC (replicate 3)			Generic.1.0		Yersinia pestis	Yersinia pestis		CO92	632													2017-06-20T10:11:05.113	2017-07-07T03:04:43.087	2017-07-07T00:00:00.000	University of Exeter	REMOVE: Lab manipulation
971	7257401	SAMN07257401		PRJNA391106	SRS2297287	Yersinia pestis transposon mutant library cultured at 37ºC (replicate 1b)			Generic.1.0		Yersinia pestis	Yersinia pestis		CO92	632													2017-06-20T10:11:04.693	2017-07-07T03:04:44.060	2017-07-07T00:00:00.000	University of Exeter	REMOVE: Lab manipulation
972	7257400	SAMN07257400		PRJNA391106	SRS2297285	Yersinia pestis transposon mutant library cultured at 37ºC (replicate 1a)			Generic.1.0		Yersinia pestis	Yersinia pestis		CO92	632													2017-06-20T10:11:04.260	2017-07-07T03:04:43.563	2017-07-07T00:00:00.000	University of Exeter	REMOVE: Lab manipulation
973	7257399	SAMN07257399		PRJNA391106	SRS2297288	Yersinia pestis transposon mutant library cultured at 37ºC (replicate 2)			Generic.1.0		Yersinia pestis	Yersinia pestis		CO92	632													2017-06-20T10:11:03.807	2017-07-07T03:04:44.453	2017-07-07T00:00:00.000	University of Exeter	REMOVE: Lab manipulation
974	7257398	SAMN07257398		PRJNA391106	SRS2297286	Yersinia pestis transposon mutant library cultured at 37ºC (replicate 3)			Generic.1.0		Yersinia pestis	Yersinia pestis		CO92	632													2017-06-20T10:11:02.247	2017-07-07T03:04:43.820	2017-07-07T00:00:00.000	University of Exeter	REMOVE: Lab manipulation
975	7192613	SAMN07192613				Pathogen: clinical or host-associated sample from Vibrio cholerae	P-18778		Pathogen.cl.1.0		Vibrio cholerae	Vibrio cholerae		P-18778	666			2005	Russia: Rostov-on-Done	Homo sapiens	Vibrio cholerae			feces		47.2313 N 39.7233 E		2017-06-05T01:42:11.003	2017-06-05T07:12:23.417	2017-06-05T00:00:00.000	Russia Research Anti-Plague Institute "Microbe"	REMOVE: Not Yersinia pestis
976	7192612	SAMN07192612				Pathogen: clinical or host-associated sample from Vibrio cholerae	P-18748		Pathogen.cl.1.0		Vibrio cholerae	Vibrio cholerae		P-18748	666			2004	Russia: Sochi	Homo sapiens	Vibrio cholerae			feces		43.5992 N 39.7257 E		2017-06-05T01:30:04.663	2017-06-05T07:12:11.219	2017-06-05T00:00:00.000	Russia Research Anti-Plague Institute "Microbe"	REMOVE: Not Yersinia pestis
977	6075487	SAMN06075487				Brucella melitensis I-338	I-338		Pathogen.cl.1.0		Brucella melitensis	Brucella melitensis		I-338	29459			1993	Russia	Homo sapiens	brucelliosis			blood		54.7097 N 76.5806 E		2016-11-30T06:40:06.353	2017-05-15T09:34:39.380	2016-11-30T00:00:00.000	Stavropol Plague Control Reseach Institute	REMOVE: Not Yersinia pestis
978	6075483	SAMN06075483				Brucella melitensis I-216	I-216		Pathogen.cl.1.0		Brucella melitensis	Brucella melitensis		I-216	29459			1970	Russia	Homo sapiens	brucelliosis			blood		53.8 N 109.3333 E		2016-11-30T06:33:04.630	2017-05-15T09:34:52.029	2016-11-30T00:00:00.000	Stavropol Plague Control Reseach Institute	REMOVE: Not Yersinia pestis
979	5823560	SAMN05823560				Pathogen: clinical or host-associated sample from Brucella melitensis	Bructlla melitensis str. I-349		Pathogen.cl.1.0		Brucella melitensis	Brucella melitensis		I-349	29459			1999	Russia	Homo sapiens	brucelliosis			blood		51.7678 N 94.4824 E		2016-09-26T07:30:10.890	2017-05-15T09:36:13.019	2016-09-26T00:00:00.000	Stavropol Plague Control Reseach Institute	REMOVE: Not Yersinia pestis
980	5823553	SAMN05823553				Pathogen: clinical or host-associated sample from Brucella melitensis str. KIV-L	KIV-L		Pathogen.cl.1.0		Brucella melitensis	Brucella melitensis		KIV-L	29459			2014	Russia	Homo sapiens	brucelliosis			lumbar cerebrospinal fluid		43.1626 N 45.6194 E		2016-09-26T06:47:04.390	2017-05-15T09:35:42.870	2016-09-26T00:00:00.000	Stavropol Plague Control Reseach Institute	REMOVE: Not Yersinia pestis
981	6854807	SAMN06854807		PRJNA384395	SRS2155362	Microbe sample from Yersinia pestis	YyfB_2	total RNA	Microbe.1.0		Yersinia pestis	Yersinia pestis		CO92 (pCD1-), yyfB	632			2016	USA: Colorado	Homo sapiens								2017-05-01T11:49:06.483	2017-05-01T14:51:20.470	2017-05-01T00:00:00.000	Howard Taylor Ricketts Lab, University of Chicago	REMOVE: Lab manipulation
982	6854806	SAMN06854806		PRJNA384395	SRS2155359	Microbe sample from Yersinia pestis	YyfA_2	total RNA	Microbe.1.0		Yersinia pestis	Yersinia pestis		CO92 (pCD1-), yyfA	632			2016	USA: Colorado	Homo sapiens								2017-05-01T11:49:06.467	2017-05-01T14:51:18.800	2017-05-01T00:00:00.000	Howard Taylor Ricketts Lab, University of Chicago	REMOVE: Lab manipulation
983	6854805	SAMN06854805		PRJNA384395	SRS2155360	Microbe sample from Yersinia pestis	WT_2	total RNA	Microbe.1.0		Yersinia pestis	Yersinia pestis		CO92 (pCD1-)	632			2016	USA: Colorado	Homo sapiens								2017-05-01T11:49:06.450	2017-05-01T14:51:19.593	2017-05-01T00:00:00.000	Howard Taylor Ricketts Lab, University of Chicago	REMOVE: Lab manipulation
984	6854160	SAMN06854160		PRJNA384395	SRS2155361	Microbe sample from Yersinia pestis	YyfB	total RNA	Microbe.1.0		Yersinia pestis	Yersinia pestis		CO92 (pCD1-), yyfB	632			2016	USA: Colorado	Homo sapiens								2017-05-01T09:45:05.417	2017-05-01T14:51:20.133	2017-05-01T00:00:00.000	Howard Taylor Ricketts Lab, University of Chicago	REMOVE: Lab manipulation
985	6854159	SAMN06854159		PRJNA384395	SRS2155363	Microbe sample from Yersinia pestis	YyfA	total RNA	Microbe.1.0		Yersinia pestis	Yersinia pestis		CO92 (pCD1-), yyfA	632			2016	USA: Colorado	Homo sapiens								2017-05-01T09:45:05.400	2017-05-01T14:53:18.383	2017-05-01T00:00:00.000	Howard Taylor Ricketts Lab, University of Chicago	REMOVE: Lab manipulation
986	6854158	SAMN06854158		PRJNA384395	SRS2155364	Microbe sample from Yersinia pestis	WT	total RNA	Microbe.1.0		Yersinia pestis	Yersinia pestis		CO92 (pCD1-)	632			2016	USA: Colorado	Homo sapiens								2017-05-01T09:45:05.377	2017-05-01T14:53:18.820	2017-05-01T00:00:00.000	Howard Taylor Ricketts Lab, University of Chicago	REMOVE: Lab manipulation
987	6711158	SAMN06711158				Pathogen: clinical or host-associated sample from Vibrio cholerae	617		Pathogen.cl.1.0		Vibrio cholerae	Vibrio cholerae		617	666			missing	Ukraine: Piatikhatskii district	Homo sapiens	Vibrio cholerae			feces		48.4137 N 33.7028 E		2017-04-12T07:14:05.013	2017-04-28T06:41:02.203	2017-04-12T00:00:00.000	Russia Research Anti-Plague Institute "Microbe"	REMOVE: Not Yersinia pestis
988	6806565	SAMN06806565				Pathogen: clinical or host-associated sample from Vibrio cholerae	M1337		Pathogen.cl.1.0		Vibrio cholerae	Vibrio cholerae		M1337	666			not collected	Russia: Astrakhan	Homo sapiens	Vibrio cholerae			feces		46.3497 N 48.0408 E		2017-04-21T06:08:06.063	2017-04-24T11:50:31.949	2017-04-21T00:00:00.000	Russia Research Anti-Plague Institute "Microbe"	REMOVE: Not Yersinia pestis
989	6806563	SAMN06806563				Pathogen: clinical or host-associated sample from Vibrio cholerae	34Kayum		Pathogen.cl.1.0		Vibrio cholerae	Vibrio cholerae		34Kayum	666			not collected	Afghanistan: Kabul	Homo sapiens	Vibrio cholerae			feces		34.5281 N 69.1723 E		2017-04-21T05:55:05.063	2017-04-24T11:50:19.408	2017-04-21T00:00:00.000	Russia Research Anti-Plague Institute "Microbe"	REMOVE: Not Yersinia pestis
990	6806560	SAMN06806560				Pathogen: clinical or host-associated sample from Vibrio cholerae	M1509		Pathogen.cl.1.0		Vibrio cholerae	Vibrio cholerae		M1509	666			not collected	Russia: Moscow	Homo sapiens	Vibrio cholerae			feces		55.7522 N 37.6156 E		2017-04-21T05:45:04.630	2017-04-24T11:50:06.852	2017-04-21T00:00:00.000	Russia Research Anti-Plague Institute "Microbe"	REMOVE: Not Yersinia pestis
991	6806559	SAMN06806559				Pathogen: clinical or host-associated sample from Vibrio cholerae	M1344		Pathogen.cl.1.0		Vibrio cholerae	Vibrio cholerae		M1344	666			not collected	Russia: Kazan	Homo sapiens	Vibrio cholerae			feces		55.7887 N 49.1221 E		2017-04-21T05:38:04.386	2017-04-24T11:49:54.339	2017-04-21T00:00:00.000	Russia Research Anti-Plague Institute "Microbe"	REMOVE: Not Yersinia pestis
992	6806481	SAMN06806481				Pathogen: clinical or host-associated sample from Vibrio cholerae	M1030		Pathogen.cl.1.0		Vibrio cholerae	Vibrio cholerae		M1030	666			not collected	Turkmenistan: Yoloten	Homo sapiens	Vibrio cholerae			feces		37.2989 N 62.3597 E		2017-04-21T02:34:04.660	2017-04-24T11:49:41.589	2017-04-21T00:00:00.000	Russia Research Anti-Plague Institute "Microbe"	REMOVE: Not Yersinia pestis
993	6806440	SAMN06806440				Pathogen: clinical or host-associated sample from Vibrio cholerae	433		Pathogen.cl.1.0		Vibrio cholerae	Vibrio cholerae		433	666			not collected	Russia: Sochi	missing	Vibrio cholerae			water		43.5992 N 39.7257 E		2017-04-21T02:00:07.570	2017-04-24T11:49:28.989	2017-04-21T00:00:00.000	Russia Research Anti-Plague Institute "Microbe"	REMOVE: Not Yersinia pestis
994	6806439	SAMN06806439				Pathogen: clinical or host-associated sample from Vibrio cholerae	2403		Pathogen.cl.1.0		Vibrio cholerae	Vibrio cholerae		2403	666			not collected	Ukraine: Odessa	Homo sapiens	Vibrio cholerae			feces		46.4775 N 30.7326 E		2017-04-21T01:52:04.556	2017-04-24T11:49:16.600	2017-04-21T00:00:00.000	Russia Research Anti-Plague Institute "Microbe"	REMOVE: Not Yersinia pestis
995	6806438	SAMN06806438				Pathogen: clinical or host-associated sample from Vibrio cholerae	85		Pathogen.cl.1.0		Vibrio cholerae	Vibrio cholerae		85	666			not collected	Ukraine: Berdiansk	Homo sapiens	Vibrio cholerae			feces		46.7663 N 36.7988 E		2017-04-21T01:39:04.903	2017-04-24T11:49:04.093	2017-04-21T00:00:00.000	Russia Research Anti-Plague Institute "Microbe"	REMOVE: Not Yersinia pestis
996	6768535	SAMN06768535				Pathogen: clinical or host-associated sample from Vibrio cholerae	155		Pathogen.cl.1.0		Vibrio cholerae	Vibrio cholerae		155	666			not collected	Ukraine: Mariupol	Homo sapiens	Vibrio cholerae			feces		47.545 N 37.3258 E		2017-04-20T06:11:04.703	2017-04-20T15:18:52.377	2017-04-20T00:00:00.000	Russia Research Anti-Plague Institute "Microbe"	REMOVE: Not Yersinia pestis
997	6768135	SAMN06768135				Pathogen: clinical or host-associated sample from Vibrio cholerae	223		Pathogen.cl.1.0		Vibrio cholerae	Vibrio cholerae		223	666			not collected	Ukraine: Nizhnie Serogozy	missing	Vibrio cholerae			Flushing		46.5022 N 34.2233 E		2017-04-20T03:27:04.423	2017-04-20T15:18:52.333	2017-04-20T00:00:00.000	Russia Research Anti-Plague Institute "Microbe"	REMOVE: Not Yersinia pestis
998	6768133	SAMN06768133				Pathogen: clinical or host-associated sample from Vibrio cholerae	89		Pathogen.cl.1.0		Vibrio cholerae	Vibrio cholerae		89	666			Sep-2016	Ukraine: Yalta	missing	Vibrio cholerae			water sample		44.2958 N 34.0919 E		2017-04-20T03:16:05.213	2017-04-20T15:18:52.293	2017-04-20T00:00:00.000	Russia Research Anti-Plague Institute "Microbe"	REMOVE: Not Yersinia pestis
999	6768132	SAMN06768132				Pathogen: clinical or host-associated sample from Vibrio cholerae	147		Pathogen.cl.1.0		Vibrio cholerae	Vibrio cholerae		147	666			Sep-2016	Ukraine: Yalta	missing	Vibrio cholerae			water sample		44.2958 N 34.0919 E		2017-04-20T03:08:04.817	2017-04-20T15:18:52.253	2017-04-20T00:00:00.000	Russia Research Anti-Plague Institute "Microbe"	REMOVE: Not Yersinia pestis
1000	6768131	SAMN06768131				Pathogen: clinical or host-associated sample from Vibrio cholerae	114		Pathogen.cl.1.0		Vibrio cholerae	Vibrio cholerae		114	666			Sep-2016	Ukraine: Mariupol	Homo sapiens	Vibrio cholerae			feces		47.545 N 37.3258 E		2017-04-20T02:56:04.760	2017-04-20T15:18:52.213	2017-04-20T00:00:00.000	Russia Research Anti-Plague Institute "Microbe"	REMOVE: Not Yersinia pestis
1001	6768130	SAMN06768130				Pathogen: clinical or host-associated sample from Vibrio cholerae	102		Pathogen.cl.1.0		Vibrio cholerae	Vibrio cholerae		102	666			Sep-2016	Ukraine: Kerch	Homo sapiens	Vibrio cholerae			feces		45.2143 N 36.2816 E		2017-04-20T02:47:04.343	2017-04-20T15:18:52.173	2017-04-20T00:00:00.000	Russia Research Anti-Plague Institute "Microbe"	REMOVE: Not Yersinia pestis
1002	6768129	SAMN06768129				Pathogen: clinical or host-associated sample from Vibrio cholerae	28		Pathogen.cl.1.0		Vibrio cholerae	Vibrio cholerae		28	666			Sep-2016	Ukraine: Krivoy Rog	Homo sapiens	Vibrio cholerae			feces		47.55 N 33.15 E		2017-04-20T02:37:04.943	2017-04-20T15:18:52.133	2017-04-20T00:00:00.000	Russia Research Anti-Plague Institute "Microbe"	REMOVE: Not Yersinia pestis
1003	6768128	SAMN06768128				Pathogen: clinical or host-associated sample from Vibrio cholerae	5		Pathogen.cl.1.0		Vibrio cholerae	Vibrio cholerae		5	666			Sep-2016	Ukraine: Zaporizhia	Homo sapiens	Vibrio cholerae			feces		47.5 N 35.1 E		2017-04-20T02:27:04.660	2017-04-20T15:18:52.090	2017-04-20T00:00:00.000	Russia Research Anti-Plague Institute "Microbe"	REMOVE: Not Yersinia pestis
1004	4567820	SAMN04567820		PRJNA315671	SRS1349917	THPs (control), -rRNA, Replicate 3	EHC_24	THP-1 Co-culture	Microbe.1.0		Yersinia pestis	Yersinia pestis			632			2012	USA					THP media				2016-03-18T11:24:03.940	2017-04-14T00:50:07.847	2017-04-14T00:50:07.847	Los Alamos National Laboratory	REMOVE: Lab manipulation
1005	4567819	SAMN04567819		PRJNA315671	SRS1349918	Yp-infected THPs, -rRNA, Replicate 3	EHC_23	THP-1 Co-culture	Microbe.1.0		Yersinia pestis	Yersinia pestis			632			2012	USA	Homo sapiens				THP media				2016-03-18T11:24:03.897	2017-04-14T00:50:08.043	2017-04-14T00:50:08.043	Los Alamos National Laboratory	REMOVE: Lab manipulation
1006	4567818	SAMN04567818		PRJNA315671	SRS1349935	Intracellular Yp RNA, -rRNA, -euk mRNA, Replicate 3	EHC_22	THP-1 Co-culture	Microbe.1.0		Yersinia pestis	Yersinia pestis			632			2012	USA	Homo sapiens				THP media				2016-03-18T11:24:03.847	2017-04-14T00:50:08.090	2017-04-14T00:50:08.090	Los Alamos National Laboratory	REMOVE: Lab manipulation
1007	4567817	SAMN04567817		PRJNA315671	SRS1349936	Extracellular Yp RNA (control), -rRNA, -euk mRNA, Replicate 3	EHC_21	THP-1 Co-culture	Microbe.1.0		Yersinia pestis	Yersinia pestis			632			2012	USA	Homo sapiens				THP media				2016-03-18T11:24:03.797	2017-04-14T00:50:08.140	2017-04-14T00:50:08.140	Los Alamos National Laboratory	REMOVE: Lab manipulation
1008	4567816	SAMN04567816		PRJNA315671	SRS1349937	Yp RNA, culture media (control), -rRNA, -euk mRNA, Replicate 3	EHC_20	THP-1 Co-culture	Microbe.1.0		Yersinia pestis	Yersinia pestis			632			2012	USA	Homo sapiens				THP media				2016-03-18T11:24:03.757	2017-04-14T00:50:08.190	2017-04-14T00:50:08.190	Los Alamos National Laboratory	REMOVE: Lab manipulation
1009	4567815	SAMN04567815		PRJNA315671	SRS1349938	THPs (control), -rRNA	EHC_16	THP-1 Co-culture	Microbe.1.0		Yersinia pestis	Yersinia pestis			632			2012	USA					THP media				2016-03-18T11:24:03.703	2017-04-14T00:50:08.243	2017-04-14T00:50:08.243	Los Alamos National Laboratory	REMOVE: Lab manipulation
1010	4567814	SAMN04567814		PRJNA315671	SRS1349939	Yp-infected THPs, -rRNA	EHC_15	THP-1 Co-culture	Microbe.1.0		Yersinia pestis	Yersinia pestis			632			2012	USA	Homo sapiens				THP media				2016-03-18T11:24:03.650	2017-04-14T00:50:08.303	2017-04-14T00:50:08.303	Los Alamos National Laboratory	REMOVE: Lab manipulation
1011	4567813	SAMN04567813		PRJNA315671	SRS1349924	Intracellular Yp RNA, -rRNA, -euk mRNA	EHC_14	THP-1 Co-culture	Microbe.1.0		Yersinia pestis	Yersinia pestis			632			2012	USA	Homo sapiens				THP media				2016-03-18T11:24:03.603	2017-04-14T00:50:08.350	2017-04-14T00:50:08.350	Los Alamos National Laboratory	REMOVE: Lab manipulation
1012	4567812	SAMN04567812		PRJNA315671	SRS1349919	Extracellular Yp RNA (control), -rRNA, -euk mRNA	EHC_13	THP-1 Co-culture	Microbe.1.0		Yersinia pestis	Yersinia pestis			632			2012	USA	Homo sapiens				THP media				2016-03-18T11:24:03.530	2017-04-14T00:50:08.400	2017-04-14T00:50:08.400	Los Alamos National Laboratory	REMOVE: Lab manipulation
1013	4567811	SAMN04567811		PRJNA315671	SRS1349920	Y. pestis total RNA (intracellular in THP media), small and long mRNAs	EHC_11	THP-1 Co-culture	Microbe.1.0		Yersinia pestis	Yersinia pestis			632			2012	USA	Homo sapiens				THP media				2016-03-18T11:24:03.477	2017-04-14T00:50:08.440	2017-04-14T00:50:08.440	Los Alamos National Laboratory	REMOVE: Lab manipulation
1014	4567810	SAMN04567810		PRJNA315671	SRS1349907	Y. pestis total RNA (extracellular in THP media), small and long mRNAs	EHC_10	THP-1 Co-culture	Microbe.1.0		Yersinia pestis	Yersinia pestis			632			2012	USA	Homo sapiens				THP media				2016-03-18T11:24:03.407	2017-04-14T00:50:08.480	2017-04-14T00:50:08.480	Los Alamos National Laboratory	REMOVE: Lab manipulation
1015	4567809	SAMN04567809		PRJNA315671	SRS1349885	Y. pestis total RNA (37C in BHI), small and long mRNAs	EHC_9	Microbial isolate	Microbe.1.0		Yersinia pestis	Yersinia pestis			632			2012	USA	Homo sapiens				BHI media				2016-03-18T11:24:03.187	2017-04-14T00:50:08.533	2017-04-14T00:50:08.533	Los Alamos National Laboratory	REMOVE: Lab manipulation
1016	6161235	SAMN06161235			SRS1868452	Microbe sample from Yersinia pestis	Yersinia pestis nanopore sequencing	cell culture	Microbe.1.0		Yersinia pestis	Yersinia pestis		195/P	632			2015-12-08	not collected					lab strain				2016-12-16T21:10:03.087	2016-12-16T22:15:16.903	2016-12-16T21:10:02.943	NHGRI/NIH	KEEP: Assembly
1017	5715376	SAMN05715376		PRJNA335692		Pathogen: clinical or host-associated sample from Burkholderia pseudomallei	110		Pathogen.cl.1.0		Burkholderia pseudomallei	Burkholderia pseudomallei		110	28450			1983	Australia: Pearce	Homo sapiens	Burkholderia pseudomallei			blood sample from patient		missing		2016-08-30T03:54:37.336	2016-12-15T15:40:25.777	2016-08-30T03:54:33.357	Volgograd Research Institute for Plague Control	REMOVE: Not Yersinia pestis
1018	5450311	SAMN05450311		PRJNA335692	SRS1589458	Microbe sample from Burkholderia pseudomallei	Burkholderia pseudomallei 110	cell culture	Microbe.1.0		Burkholderia pseudomallei	Burkholderia pseudomallei		110	28450			1985	Viet Nam					VPCR collection				2016-07-28T05:16:06.613	2016-12-06T13:43:04.363	2016-07-28T05:16:06.490	Volgograd Research Institute for Plague Control	REMOVE: Not Yersinia pestis
1019	5853556	SAMN05853556				Pathogen: clinical or host-associated sample from Burkholderia mallei	Burkholderia mallei V-120		Pathogen.cl.1.0		Burkholderia mallei	Burkholderia mallei		V-120	13373			1985	Russia: Ulan-Ude	horse	glanders			pus		51.806859940649105 N 107.60595694184303 E		2016-09-30T05:19:06.809	2016-09-30T05:19:06.809	2016-09-30T05:19:04.541	Volgograd Research Institute for Plague Control	REMOVE: Not Yersinia pestis
1020	5240958	SAMN05240958				Pathogen: environmental/food/other sample from Yersinia pestis	KM874		Pathogen.env.1.0		Yersinia pestis	Yersinia pestis		KM874	632			1984-08-14	Armenia: Syunik Region	Microtus arvalis				missing		39.476257 N 46.09217799999999 E		2016-06-14T03:27:04.540	2016-09-01T00:52:16.397	2016-09-01T00:52:16.397	Russian Research Anti-Plague institute "Microbe"	KEEP: Assembly
1021	5225437	SAMN05225437				Pathogen: environmental/food/other sample from Yersinia pestis	3551		Pathogen.env.1.0		Yersinia pestis	Yersinia pestis		3551	632			1979-10-10	Armenia	Ctenophthalmus teres				missing		missing		2016-06-10T08:31:03.873	2016-09-01T00:52:15.393	2016-09-01T00:52:15.393	Russian Research Anti-Plague institute "Microbe"	KEEP: Assembly
1022	5225434	SAMN05225434				Pathogen: environmental/food/other sample from Yersinia pestis	3544		Pathogen.env.1.0		Yersinia pestis	Yersinia pestis		3544	632			1979-10-05	Armenia	Microtus arvalis				missing		missing		2016-06-10T08:19:02.140	2016-09-01T00:52:15.350	2016-09-01T00:52:15.350	Russian Research Anti-Plague institute "Microbe"	KEEP: Assembly
1023	5225432	SAMN05225432				Pathogen: environmental/food/other sample from Yersinia pestis	261		Pathogen.env.1.0		Yersinia pestis	Yersinia pestis		261	632			1955-08-19	missing	Meriones libycus erythrourus				missing		missing		2016-06-10T08:07:02.747	2016-09-01T00:52:15.307	2016-09-01T00:52:15.307	Russian Research Anti-Plague institute "Microbe"	KEEP: Assembly
1024	5225431	SAMN05225431				Pathogen: environmental/food/other sample from Yersinia pestis	1240		Pathogen.env.1.0		Yersinia pestis	Yersinia pestis		1240	632			1967-01-13	Azerbaijan	Meriones libycus erythrourus				missing		missing		2016-06-10T07:56:02.993	2016-09-01T00:52:15.237	2016-09-01T00:52:15.237	Russian Research Anti-Plague institute "Microbe"	KEEP: Assembly
1025	5225379	SAMN05225379				Pathogen: environmental/food/other sample from Yersinia pestis	I-3223		Pathogen.env.1.0		Yersinia pestis	Yersinia pestis		I-3223	632			1987-07-22	Russia: Republic of Tuva, Ovyursky District	Citellophilus tesquorum				missing		missing		2016-06-10T04:26:03.517	2016-09-01T00:52:15.100	2016-09-01T00:52:15.100	Russian Research Anti-Plague institute "Microbe"	KEEP: Assembly
1026	5225376	SAMN05225376				Pathogen: clinical or host-associated sample from Yersinia pestis	244		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		244	632			1967-08-25	Kazakhstan: Kyzyl-Orda Region, Aralsk District	Homo sapiens	missed			missing		46.804956 N 61.663084000000026 E		2016-06-10T04:08:04.210	2016-09-01T00:52:15.047	2016-09-01T00:52:15.047	Russian Research Anti-Plague institute "Microbe"	KEEP: Assembly
1027	5225373	SAMN05225373				Pathogen: environmental/food/other sample from Yersinia pestis	C-627		Pathogen.env.1.0		Yersinia pestis	Yersinia pestis		C-627	632			1986-08-28	Russia: Kabardino-Balkar Republic, Zolsky District	Coleophora tesquorum				missing		43.469421 N 42.474785999999995 E		2016-06-10T03:49:04.373	2016-09-01T00:52:14.993	2016-09-01T00:52:14.993	Russian Research Anti-Plague institute "Microbe"	KEEP: Assembly
1028	5225370	SAMN05225370				Pathogen: environmental/food/other sample from Yersinia pestis	I-3244		Pathogen.env.1.0		Yersinia pestis	Yersinia pestis		I-3244	632			1988-07-05	Mongolia: Bayan-Ulgy Aimak	Ochotona dauurica				missing		missing		2016-06-10T03:19:02.880	2016-09-01T00:52:14.823	2016-09-01T00:52:14.823	Russian Research Anti-Plague institute "Microbe"	KEEP: Assembly
