#node	clock_length	mutation_length	rate	fold_change
GCA_001509855.1_ASM150985v1_genomic	7.031e-07	9.635e-22	8.791e-09	1.00
GCA_000834335.1_ASM83433v1_genomic	2.020e-07	9.626e-22	8.791e-09	1.00
NODE885	8.027e-08	2.149e-07	8.791e-09	1.00
GCA_000834775.1_ASM83477v1_genomic	2.360e-07	9.601e-22	8.791e-09	1.00
NODE887	5.895e-08	2.149e-07	8.791e-09	1.00
GCA_001693595.1_ASM169359v1_genomic	6.078e-07	2.149e-07	8.791e-09	1.00
Reference	3.968e-07	1.720e-06	8.791e-09	1.00
NODE896	6.568e-08	2.149e-07	8.791e-09	1.00
GCA_001509865.1_ASM150986v1_genomic	6.198e-07	4.298e-07	8.791e-09	1.00
NODE898	6.090e-08	2.149e-07	8.791e-09	1.00
GCA_000255755.1_ASM25575v1_genomic	5.589e-07	9.534e-22	8.791e-09	1.00
NODE899	4.491e-07	4.298e-07	8.791e-09	1.00
GCA_000255775.1_ASM25577v1_genomic	1.098e-07	2.149e-07	8.791e-09	1.00
GCA_000255795.1_ASM25579v1_genomic	1.098e-07	9.519e-22	8.791e-09	1.00
NODE904	4.458e-08	2.149e-07	8.791e-09	1.00
NODE905	4.516e-07	1.075e-06	8.791e-09	1.00
GCA_000255815.1_ASM25581v1_genomic	6.273e-08	9.440e-22	8.791e-09	1.00
GCA_000255835.1_ASM25583v1_genomic	6.273e-08	2.149e-07	8.791e-09	1.00
NODE908	3.290e-07	1.075e-06	8.791e-09	1.00
GCA_000834495.1_ASM83449v1_genomic	1.238e-07	9.579e-22	8.791e-09	1.00
NODE910	1.502e-07	6.447e-07	8.791e-09	1.00
GCA_000255855.1_ASM25585v1_genomic	3.512e-08	2.149e-07	8.791e-09	1.00
GCA_000255875.1_ASM25587v1_genomic	3.512e-08	9.502e-22	8.791e-09	1.00
GCA_000255895.1_ASM25589v1_genomic	3.512e-08	9.502e-22	8.791e-09	1.00
NODE915	3.006e-07	4.298e-07	8.791e-09	1.00
GCA_000182525.1_ASM18252v1_genomic	1.311e-06	9.673e-22	8.791e-09	1.00
GCA_000986995.1_YPES001-SEQ-2-ASM-1_genomic	1.558e-06	9.473e-22	8.791e-09	1.00
GCA_001487065.1_Yersinia_pestis_genomic	1.720e-06	1.720e-06	8.791e-09	1.00
NODE921	6.344e-08	2.149e-07	8.791e-09	1.00
GCA_003797205.1_ASM379720v1_genomic	1.274e-06	6.447e-07	8.791e-09	1.00
NODE923	6.218e-07	2.364e-06	8.791e-09	1.00
GCA_000269465.1_ASM26946v1_genomic	1.013e-06	6.447e-07	8.791e-09	1.00
NODE925	2.461e-07	1.075e-06	8.791e-09	1.00
GCA_000268405.1_ASM26840v1_genomic	7.318e-07	4.298e-07	8.791e-09	1.00
NODE928	1.110e-07	2.149e-07	8.791e-09	1.00
GCA_000268625.1_ASM26862v1_genomic	6.384e-07	2.149e-07	8.791e-09	1.00
NODE931	1.490e-07	4.298e-07	8.791e-09	1.00
GCA_000268385.1_ASM26838v1_genomic	4.717e-07	8.596e-07	8.791e-09	1.00
GCA_000268925.1_ASM26892v1_genomic	5.069e-07	1.075e-06	8.791e-09	1.00
NODE934	3.107e-07	2.149e-07	8.791e-09	1.00
GCA_000268445.1_ASM26844v1_genomic	3.101e-07	6.447e-07	8.791e-09	1.00
GCA_000268585.1_ASM26858v1_genomic	3.101e-07	9.578e-22	8.791e-09	1.00
GCA_000268825.1_ASM26882v1_genomic	3.453e-07	2.149e-07	8.791e-09	1.00
NODE939	5.687e-08	2.149e-07	8.791e-09	1.00
GCA_000268365.1_ASM26836v1_genomic	6.749e-07	6.447e-07	8.791e-09	1.00
GCA_000268425.1_ASM26842v1_genomic	6.749e-07	4.298e-07	8.791e-09	1.00
GCA_000268605.1_ASM26860v1_genomic	6.837e-07	9.587e-22	8.791e-09	1.00
GCA_000268565.1_ASM26856v1_genomic	6.749e-07	2.149e-07	8.791e-09	1.00
NODE940	5.795e-08	2.149e-07	8.791e-09	1.00
GCA_000268505.1_ASM26850v1_genomic	6.433e-07	1.075e-06	8.791e-09	1.00
NODE942	1.386e-07	4.298e-07	8.791e-09	1.00
GCA_000268325.1_ASM26832v1_genomic	4.783e-07	1.075e-06	8.791e-09	1.00
GCA_000268345.1_ASM26834v1_genomic	4.783e-07	8.596e-07	8.791e-09	1.00
NODE953	7.309e-08	2.149e-07	8.791e-09	1.00
GCA_000268485.1_ASM26848v1_genomic	6.282e-07	9.466e-22	8.791e-09	1.00
GCA_000268485.2_ASM26848v2_genomic	6.282e-07	9.466e-22	8.791e-09	1.00
GCA_000311885.1_ASM31188v1_genomic	6.370e-07	9.427e-22	8.791e-09	1.00
GCA_000268685.1_ASM26868v1_genomic	6.370e-07	2.149e-07	8.791e-09	1.00
GCA_000268665.1_ASM26866v1_genomic	6.370e-07	6.447e-07	8.791e-09	1.00
NODE954	2.712e-07	4.298e-07	8.791e-09	1.00
GCA_000268545.1_ASM26854v1_genomic	3.306e-07	8.596e-07	8.791e-09	1.00
GCA_000269085.1_ASM26908v1_genomic	3.658e-07	9.520e-22	8.791e-09	1.00
NODE958	1.377e-07	2.149e-07	8.791e-09	1.00
GCA_000269045.1_ASM26904v1_genomic	4.993e-07	9.467e-22	8.791e-09	1.00
NODE960	4.993e-07	1.290e-06	8.791e-09	1.00
GCA_000268865.1_ASM26886v1_genomic	-1.000e-12	9.588e-22	8.791e-09	1.00
GCA_000268865.2_ASM26886v2_genomic	-1.000e-12	9.588e-22	8.791e-09	1.00
NODE991	1.876e-07	2.149e-07	8.791e-09	1.00
GCA_000268745.1_ASM26874v1_genomic	4.494e-07	2.149e-07	8.791e-09	1.00
NODE993	1.296e-07	2.149e-07	8.791e-09	1.00
GCA_000269145.1_ASM26914v1_genomic	3.198e-07	9.598e-22	8.791e-09	1.00
NODE995	8.035e-08	2.149e-07	8.791e-09	1.00
GCA_000268885.1_ASM26888v1_genomic	2.394e-07	2.149e-07	8.791e-09	1.00
GCA_000269205.1_ASM26920v1_genomic	2.394e-07	6.447e-07	8.791e-09	1.00
NODE965	1.336e-07	2.149e-07	8.791e-09	1.00
GCA_000268705.1_ASM26870v1_genomic	5.034e-07	9.618e-22	8.791e-09	1.00
NODE966	2.133e-07	4.298e-07	8.791e-09	1.00
GCA_000268645.1_ASM26864v1_genomic	2.812e-07	2.149e-07	8.791e-09	1.00
GCA_000269345.1_ASM26934v1_genomic	2.900e-07	6.447e-07	8.791e-09	1.00
NODE971	2.603e-07	4.298e-07	8.791e-09	1.00
GCA_000268765.1_ASM26876v1_genomic	2.431e-07	9.546e-22	8.791e-09	1.00
GCA_000268785.1_ASM26878v1_genomic	2.431e-07	6.447e-07	8.791e-09	1.00
NODE998	7.917e-08	2.149e-07	8.791e-09	1.00
NODE999	5.578e-07	8.596e-07	8.791e-09	1.00
GCA_000268805.1_ASM26880v1_genomic	-1.000e-12	9.569e-22	8.791e-09	1.00
GCA_000268805.2_ASM26880v2_genomic	-1.000e-12	9.569e-22	8.791e-09	1.00
NODE1002	9.469e-08	2.149e-07	8.791e-09	1.00
GCA_000268845.1_ASM26884v1_genomic	4.631e-07	9.619e-22	8.791e-09	1.00
GCA_000269445.1_ASM26944v1_genomic	4.631e-07	4.298e-07	8.791e-09	1.00
NODE1006	6.351e-08	2.149e-07	8.791e-09	1.00
GCA_000268905.1_ASM26890v1_genomic	3.996e-07	4.298e-07	8.791e-09	1.00
NODE1008	3.996e-07	1.289e-06	8.791e-09	1.00
GCA_000268725.1_ASM26872v1_genomic	-1.000e-12	9.585e-22	8.791e-09	1.00
GCA_000268725.2_ASM26872v2_genomic	-1.000e-12	9.585e-22	8.791e-09	1.00
NODE974	1.325e-07	2.149e-07	8.791e-09	1.00
NODE975	3.694e-07	2.149e-07	8.791e-09	1.00
GCA_000269225.1_ASM26922v1_genomic	1.350e-07	9.554e-22	8.791e-09	1.00
GCA_000269325.1_ASM26932v1_genomic	1.350e-07	2.149e-07	8.791e-09	1.00
NODE979	9.741e-08	2.149e-07	8.791e-09	1.00
GCA_000269065.1_ASM26906v1_genomic	4.070e-07	6.447e-07	8.791e-09	1.00
GCA_000269405.1_ASM26940v1_genomic	4.070e-07	6.447e-07	8.791e-09	1.00
NODE982	2.547e-07	2.149e-07	8.791e-09	1.00
GCA_000269425.1_ASM26942v1_genomic	2.497e-07	9.761e-22	8.791e-09	1.00
GCA_000268965.1_ASM26896v1_genomic	2.497e-07	2.149e-07	8.791e-09	1.00
NODE986	1.066e-07	2.149e-07	8.791e-09	1.00
GCA_000269185.1_ASM26918v1_genomic	1.431e-07	2.149e-07	8.791e-09	1.00
GCA_000269305.1_ASM26930v1_genomic	1.431e-07	2.149e-07	8.791e-09	1.00
NODE1021	8.922e-08	2.149e-07	8.791e-09	1.00
GCA_000269165.1_ASM26916v1_genomic	5.478e-07	1.075e-06	8.791e-09	1.00
GCA_000269485.1_ASM26948v1_genomic	5.478e-07	6.447e-07	8.791e-09	1.00
GCA_000269125.1_ASM26912v1_genomic	5.478e-07	2.149e-07	8.791e-09	1.00
GCA_000269265.1_ASM26926v1_genomic	5.478e-07	4.298e-07	8.791e-09	1.00
GCA_000269385.1_ASM26938v1_genomic	5.478e-07	9.612e-22	8.791e-09	1.00
NODE1034	4.395e-07	4.298e-07	8.791e-09	1.00
GCA_000268945.1_ASM26894v1_genomic	1.082e-07	9.739e-22	8.791e-09	1.00
GCA_000269105.1_ASM26910v1_genomic	1.082e-07	2.149e-07	8.791e-09	1.00
NODE1041	5.478e-07	1.075e-06	8.791e-09	1.00
GCA_000269285.1_ASM26928v1_genomic	-1.000e-12	9.549e-22	8.791e-09	1.00
GCA_000269285.2_ASM26928v2_genomic	-1.000e-12	9.549e-22	8.791e-09	1.00
NODE1026	1.036e-07	2.149e-07	8.791e-09	1.00
GCA_000269245.1_ASM26924v1_genomic	4.441e-07	9.537e-22	8.791e-09	1.00
NODE1028	6.800e-08	2.149e-07	8.791e-09	1.00
GCA_000268465.1_ASM26846v1_genomic	3.585e-07	8.596e-07	8.791e-09	1.00
GCA_000269365.1_ASM26936v1_genomic	3.761e-07	6.447e-07	8.791e-09	1.00
