#Lower and upper bound delineate the 95% max posterior region
#node	date	numeric date	lower bound	upper bound
GCA_000255735.1_ASM25573v1_genomic	2009-01-01	2009.000000	2009.000000	2009.000000
GCA_001509855.1_ASM150985v1_genomic	2011-01-01	2011.000000	2011.000000	2011.000000
GCA_000834335.1_ASM83433v1_genomic	1954-01-01	1954.000000	1954.000000	1954.000000
NODE885	1960-12-30	1960.996358	1954.094653	1966.603873
GCA_000834775.1_ASM83477v1_genomic	1967-01-01	1967.000000	1967.000000	1967.000000
NODE887	1964-06-11	1964.442815	1957.613695	1975.706604
GCA_001693595.1_ASM169359v1_genomic	2016-01-01	2016.000000	2016.000000	2016.000000
Reference	1992-01-01	1992.000000	1992.000000	1992.000000
NODE896	1956-11-21	1956.889832	1952.605561	1965.776698
GCA_001509865.1_ASM150986v1_genomic	2009-01-01	2009.000000	2009.000000	2009.000000
NODE898	1961-07-26	1961.565274	1955.894081	1972.608872
GCA_000255755.1_ASM25575v1_genomic	2009-01-01	2009.000000	2009.000000	2009.000000
NODE899	1985-11-14	1985.868593	1972.623072	2004.950374
GCA_000255775.1_ASM25577v1_genomic	2009-01-01	2009.000000	2009.000000	2009.000000
GCA_000255795.1_ASM25579v1_genomic	2009-01-01	2009.000000	2009.000000	2009.000000
NODE904	1964-12-29	1964.994325	1959.824706	1978.336330
NODE905	1999-12-01	1999.915450	1985.173818	2007.781011
GCA_000255815.1_ASM25581v1_genomic	2009-01-01	2009.000000	2009.000000	2009.000000
GCA_000255835.1_ASM25583v1_genomic	2009-01-01	2009.000000	2009.000000	2009.000000
NODE908	1985-05-06	1985.344693	1976.154734	1998.395138
GCA_000834495.1_ASM83449v1_genomic	2002-01-01	2002.000000	2002.000000	2002.000000
NODE910	1999-11-30	1999.915016	1991.831621	2008.028220
GCA_000255855.1_ASM25585v1_genomic	2009-01-01	2009.000000	2009.000000	2009.000000
GCA_000255875.1_ASM25587v1_genomic	2009-01-01	2009.000000	2009.000000	2009.000000
GCA_000255895.1_ASM25589v1_genomic	2009-01-01	2009.000000	2009.000000	2009.000000
NODE915	1826-04-05	1826.258358	-7782678.324315	1951.413231
GCA_000182525.1_ASM18252v1_genomic	1966-01-01	1966.000000	1966.000000	1966.000000
GCA_000986995.1_YPES001-SEQ-2-ASM-1_genomic	1994-01-01	1994.000000	1994.000000	1994.000000
GCA_001487065.1_Yersinia_pestis_genomic	2000-01-01	2000.000114	2001.674763	2016.000000
NODE921	1837-03-06	1837.175691	1726.405330	1837.998556
GCA_003797205.1_ASM379720v1_genomic	1969-01-01	1969.000000	1969.000000	1969.000000
NODE923	1917-06-16	1917.455897	1945.953363	1960.233746
GCA_000269465.1_ASM26946v1_genomic	2010-01-01	2010.000000	2010.000000	2010.000000
NODE925	1952-03-14	1952.200999	1972.642420	1973.470699
GCA_000268405.1_ASM26840v1_genomic	2006-01-01	2006.000000	2006.000000	2006.000000
NODE928	1962-04-13	1962.281499	1973.884608	1981.652108
GCA_000268625.1_ASM26862v1_genomic	2008-01-01	2008.000000	2008.000000	2008.000000
NODE931	1973-11-07	1973.849608	1977.491221	1992.415581
GCA_000268385.1_ASM26838v1_genomic	2006-01-01	2006.000000	2006.000000	2006.000000
GCA_000268925.1_ASM26892v1_genomic	2010-01-01	2010.000000	2010.000000	2010.000000
NODE934	1976-05-07	1976.349642	1976.901589	1994.943139
GCA_000268445.1_ASM26844v1_genomic	2006-01-01	2006.000000	2006.000000	2006.000000
GCA_000268585.1_ASM26858v1_genomic	2006-01-01	2006.000000	2006.000000	2006.000000
GCA_000268825.1_ASM26882v1_genomic	2010-01-01	2010.000000	2010.000000	2010.000000
NODE939	1957-12-15	1957.954679	1974.189031	1976.601777
GCA_000268365.1_ASM26836v1_genomic	2006-01-01	2006.000000	2006.000000	2006.000000
GCA_000268425.1_ASM26842v1_genomic	2006-01-01	2006.000000	2006.000000	2006.000000
GCA_000268605.1_ASM26860v1_genomic	2007-01-01	2007.000000	2007.000000	2007.000000
GCA_000268565.1_ASM26856v1_genomic	2006-01-01	2006.000000	2006.000000	2006.000000
NODE940	1963-04-17	1963.293148	1975.403438	1983.744875
GCA_000268505.1_ASM26850v1_genomic	2009-01-01	2009.000000	2009.000000	2009.000000
NODE942	1973-07-01	1973.497592	1979.126453	1992.767143
GCA_000268325.1_ASM26832v1_genomic	2006-01-01	2006.000000	2006.000000	2006.000000
GCA_000268345.1_ASM26834v1_genomic	2006-01-01	2006.000000	2006.000000	2006.000000
NODE953	1963-02-08	1963.105338	1975.408733	1977.876702
GCA_000268485.1_ASM26848v1_genomic	2009-01-01	2009.000000	2009.000000	2009.000000
GCA_000268485.2_ASM26848v2_genomic	2009-01-01	2009.000000	2009.000000	2009.000000
GCA_000311885.1_ASM31188v1_genomic	2010-01-01	2010.000000	2010.000000	2010.000000
GCA_000268685.1_ASM26868v1_genomic	2010-01-01	2010.000000	2010.000000	2010.000000
GCA_000268665.1_ASM26866v1_genomic	2010-01-01	2010.000000	2010.000000	2010.000000
NODE954	1972-09-27	1972.737969	1977.103804	1992.131110
GCA_000268545.1_ASM26854v1_genomic	2006-01-01	2006.000000	2006.000000	2006.000000
GCA_000269085.1_ASM26908v1_genomic	2010-01-01	2010.000000	2010.000000	2010.000000
NODE958	1972-07-31	1972.581759	1976.737602	1989.956879
GCA_000269045.1_ASM26904v1_genomic	2010-01-01	2010.000000	2010.000000	2010.000000
NODE960	2008-01-11	2008.028869	1997.513568	2009.525127
GCA_000268865.1_ASM26886v1_genomic	2010-01-01	2010.000000	2010.000000	2010.000000
GCA_000268865.2_ASM26886v2_genomic	2010-01-01	2010.000000	2010.000000	2010.000000
NODE991	1971-06-29	1971.491405	1976.713638	1988.375154
GCA_000268745.1_ASM26874v1_genomic	2010-01-01	2010.000000	2010.000000	2010.000000
NODE993	1978-04-30	1978.326357	1979.957820	1996.657265
GCA_000269145.1_ASM26914v1_genomic	2010-01-01	2010.000000	2010.000000	2010.000000
NODE995	1985-08-16	1985.623909	1985.043385	2003.083946
GCA_000268885.1_ASM26888v1_genomic	2010-01-01	2010.000000	2010.000000	2010.000000
GCA_000269205.1_ASM26920v1_genomic	2010-01-01	2010.000000	2010.000000	2010.000000
NODE965	1972-07-19	1972.546459	1976.777964	1986.305887
GCA_000268705.1_ASM26870v1_genomic	2010-01-01	2010.000000	2010.000000	2010.000000
NODE966	1985-08-16	1985.623756	1982.465955	2001.239141
GCA_000268645.1_ASM26864v1_genomic	2009-01-01	2009.000000	2009.000000	2009.000000
GCA_000269345.1_ASM26934v1_genomic	2010-01-01	2010.000000	2010.000000	2010.000000
NODE971	1982-10-06	1982.763915	1980.218843	1999.083355
GCA_000268765.1_ASM26876v1_genomic	2010-01-01	2010.000000	2010.000000	2010.000000
GCA_000268785.1_ASM26878v1_genomic	2010-01-01	2010.000000	2010.000000	2010.000000
NODE998	1968-05-15	1968.369990	1976.571174	1983.385931
NODE999	2004-02-01	2004.086379	1992.278299	2009.284096
GCA_000268805.1_ASM26880v1_genomic	2010-01-01	2010.000000	2010.000000	2010.000000
GCA_000268805.2_ASM26880v2_genomic	2010-01-01	2010.000000	2010.000000	2010.000000
NODE1002	1973-09-13	1973.701019	1977.933476	1988.420133
GCA_000268845.1_ASM26884v1_genomic	2010-01-01	2010.000000	2010.000000	2010.000000
GCA_000269445.1_ASM26944v1_genomic	2010-01-01	2010.000000	2010.000000	2010.000000
NODE1006	1978-03-28	1978.238021	1981.156328	1994.656674
GCA_000268905.1_ASM26890v1_genomic	2010-01-01	2010.000000	2010.000000	2010.000000
NODE1008	2008-01-11	2008.028869	1999.620615	2009.729816
GCA_000268725.1_ASM26872v1_genomic	2010-01-01	2010.000000	2010.000000	2010.000000
GCA_000268725.2_ASM26872v2_genomic	2010-01-01	2010.000000	2010.000000	2010.000000
NODE974	1971-10-18	1971.796281	1976.619890	1984.405959
NODE975	1985-12-30	1985.995241	1981.743864	2005.524571
GCA_000269225.1_ASM26922v1_genomic	2010-01-01	2010.000000	2010.000000	2010.000000
GCA_000269325.1_ASM26932v1_genomic	2010-01-01	2010.000000	2010.000000	2010.000000
NODE979	1978-08-04	1978.589181	1979.150180	1995.821782
GCA_000269065.1_ASM26906v1_genomic	2010-01-01	2010.000000	2010.000000	2010.000000
GCA_000269405.1_ASM26940v1_genomic	2010-01-01	2010.000000	2010.000000	2010.000000
NODE982	1982-01-14	1982.036026	1979.129800	1995.288222
GCA_000269425.1_ASM26942v1_genomic	2010-01-01	2010.000000	2010.000000	2010.000000
GCA_000268965.1_ASM26896v1_genomic	2010-01-01	2010.000000	2010.000000	2010.000000
NODE986	1991-01-22	1991.059430	1985.699799	2005.348352
GCA_000269185.1_ASM26918v1_genomic	2010-01-01	2010.000000	2010.000000	2010.000000
GCA_000269305.1_ASM26930v1_genomic	2010-01-01	2010.000000	2010.000000	2010.000000
NODE1021	1971-10-29	1971.824943	1976.527591	1982.070863
GCA_000269165.1_ASM26916v1_genomic	2010-01-01	2010.000000	2010.000000	2010.000000
GCA_000269485.1_ASM26948v1_genomic	2010-01-01	2010.000000	2010.000000	2010.000000
GCA_000269125.1_ASM26912v1_genomic	2010-01-01	2010.000000	2010.000000	2010.000000
GCA_000269265.1_ASM26926v1_genomic	2010-01-01	2010.000000	2010.000000	2010.000000
GCA_000269385.1_ASM26938v1_genomic	2010-01-01	2010.000000	2010.000000	2010.000000
NODE1034	1993-12-06	1993.931059	1983.818149	2006.616136
GCA_000268945.1_ASM26894v1_genomic	2010-01-01	2010.000000	2010.000000	2010.000000
GCA_000269105.1_ASM26910v1_genomic	2010-01-01	2010.000000	2010.000000	2010.000000
NODE1041	2004-02-01	2004.086379	1993.964569	2009.469340
GCA_000269285.1_ASM26928v1_genomic	2010-01-01	2010.000000	2010.000000	2010.000000
GCA_000269285.2_ASM26928v2_genomic	2010-01-01	2010.000000	2010.000000	2010.000000
NODE1026	1976-12-07	1976.933274	1978.109807	1990.233095
GCA_000269245.1_ASM26924v1_genomic	2010-01-01	2010.000000	2010.000000	2010.000000
NODE1028	1982-09-03	1982.672810	1981.573722	1996.977328
GCA_000268465.1_ASM26846v1_genomic	2008-01-01	2008.000000	2008.000000	2008.000000
GCA_000269365.1_ASM26936v1_genomic	2010-01-01	2010.000000	2010.000000	2010.000000
