Name	UFboot	aLRT	Branch_Length	Branch_Support_Color	coord_x	coord_y	Strain	Date	DateBP	Country	Province	CountryLat	CountryLon	ProvinceLat	ProvinceLon	Biovar	Branch_Major	Branch_Minor	BioSample	Mugration_Branch_Major	Mugration_Branch_Major_Confidence	Mugration_Branch_Minor	Mugration_Branch_Minor_Confidence
GCA_000325045.1_ASM32504v1_genomic	NA	NA	4.689e-07	grey	4.712359999999997e-05	240.0	I1991001	1991	-30	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.3251664	Medievalis	2.MED	2.MED3	SAMN02403086	2.MED	1.0	2.MED3	1.0
GCA_000325065.1_ASM32506v1_genomic	NA	NA	2.3399999999999998e-08	grey	4.644369999999997e-05	241.0	I1994006	1994	-27	China	Hebei	35.000074	104.999927	39.0000001	116.0	Medievalis	2.MED	2.MED3	SAMN02403087	2.MED	1.0	2.MED3	0.9999999999999999
NODE501	100.0	79.8	2.344e-07	black	4.6420299999999966e-05	242.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.MED	0.9999999892379957	2.MED3	0.9999999687285931
GCA_000323945.1_ASM32394v1_genomic	NA	NA	2.3399999999999998e-08	grey	4.644369999999997e-05	242.0	CMCC107004	2003	-18	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.3251664	Medievalis	2.MED	2.MED3	SAMN02403032	2.MED	0.9999999999999999	2.MED3	1.0
GCA_000324005.1_ASM32400v1_genomic	NA	NA	2.3399999999999998e-08	grey	4.644369999999997e-05	243.0	CMCC12003	1961	-60	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Medievalis	2.MED	2.MED3	SAMN02403035	2.MED	0.9999999999999999	2.MED3	1.0
GCA_000325085.1_ASM32508v1_genomic	NA	NA	2.3399999999999998e-08	grey	4.5740399999999966e-05	244.0	I2001001	2001	-20	China	Shaanxi	35.000074	104.999927	36.0	109.0	Medievalis	2.MED	2.MED3	SAMN02403088	2.MED	1.0	2.MED3	1.0
NODE505	100.0	86.8	4.689e-07	red	4.5482599999999984e-05	245.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.MED	0.9999999892379955	2.MED3	0.9999999687285919
GCA_000324445.1_ASM32444v1_genomic	NA	NA	2.3399999999999998e-08	grey	4.550599999999997e-05	245.0	CMCC90027	1970	-51	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.3251664	Medievalis	2.MED	2.MED3	SAMN02403057	2.MED	1.0	2.MED3	0.9999999999999999
GCA_000324485.1_ASM32448v1_genomic	NA	NA	2.3399999999999998e-08	grey	4.550599999999997e-05	246.0	CMCC92004	1957	-64	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.3251664	Medievalis	2.MED	2.MED3	SAMN02403059	2.MED	1.0	2.MED3	0.9999999999999999
NODE508	100.0	99.1	1.4066e-06	red	4.639689999999998e-05	247.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.MED	0.9999999892379956	2.MED3	0.9999999687275348
GCA_000324605.1_ASM32460v1_genomic	NA	NA	2.344e-07	grey	4.663129999999998e-05	247.0	CMCC99103	1970	-51	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.3251664	Medievalis	2.MED	2.MED3	SAMN02403065	2.MED	1.0	2.MED3	0.9999999999999999
GCA_000325025.1_ASM32502v1_genomic	NA	NA	2.3399999999999998e-08	grey	4.642029999999998e-05	248.0	I1970005	1970	-51	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.3251664	Medievalis	2.MED	2.MED3	SAMN02403085	2.MED	1.0	2.MED3	0.9999999999999999
GCA_000324945.1_ASM32494v1_genomic	NA	NA	2.344e-07	grey	4.499029999999998e-05	249.0	H1958004	1958	-63	China	Jilin	35.000074	104.999927	42.9995032	125.9816054	Medievalis	2.MED	2.MED3	SAMN02403081	2.MED	1.0	2.MED3	1.0
NODE512	100.0	99.9	2.1099e-06	red	4.569359999999998e-05	252.125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.MED	0.999999989224948	2.MED3	0.9999992132669552
NODE513	31.0	0.0	2.3399999999999998e-08	black	4.571699999999998e-05	251.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.MED	0.9999999892266507	2.MED3	0.9999999678021477
NODE514	100.0	94.9	4.689e-07	red	4.618589999999997e-05	250.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.MED	0.9999999892380076	2.MED3	0.9999999687275697
GCA_000325005.1_ASM32500v1_genomic	NA	NA	2.3399999999999998e-08	grey	4.620929999999997e-05	250.0	I1969003	1969	-52	China	Ningxia	35.000074	104.999927	37.0000001	105.9999999	Medievalis	2.MED	2.MED3	SAMN02403084	2.MED	1.0	2.MED3	1.0
GCA_000325125.1_ASM32512v1_genomic	NA	NA	2.3399999999999998e-08	grey	4.620929999999997e-05	251.0	J1978002	1978	-43	China	Ningxia	35.000074	104.999927	37.0000001	105.9999999	Medievalis	2.MED	2.MED3	SAMN02403090	2.MED	1.0	2.MED3	1.0
GCA_000325105.1_ASM32510v1_genomic	NA	NA	2.3399999999999998e-08	grey	4.5740399999999966e-05	252.0	J1963002	1963	-58	China	Gansu	35.000074	104.999927	38.0000001	101.9999999	Medievalis	2.MED	2.MED3	SAMN02403089	2.MED	1.0	2.MED3	1.0
GCA_000324025.1_ASM32402v1_genomic	NA	NA	2.3399999999999998e-08	grey	4.571699999999998e-05	253.0	CMCC125002	1964	-57	China	Ningxia	35.000074	104.999927	37.0000001	105.9999999	Medievalis	2.MED	2.MED3	SAMN02403036	2.MED	1.0	2.MED3	1.0
NODE519	100.0	100.0	6.1238e-06	red	4.8066499999999984e-05	256.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.MED	0.9999989287777121	2.MED0	0.9993859506714514
NODE520	67.0	0.0	2.3399999999999998e-08	black	4.808989999999998e-05	255.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.MED	0.9999999878800446	2.MED0	0.9999992548628459
NODE521	100.0	74.7	2.344e-07	black	4.832429999999997e-05	254.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.MED	0.9999999892363193	2.MED0	0.999999968605252
GCA_006376575.1_ASM637657v1_genomic	NA	NA	2.3399999999999998e-08	grey	4.834769999999997e-05	254.0	C-284	1971	-50	Russia	Karachay-Cherkessia	64.6863136	97.7453061	43.7368326	41.7267991	Medievalis	2.MED	2.MED0	SAMN12012133	2.MED	1.0	2.MED0	1.0
GCA_008630375.1_ASM863037v1_genomic	NA	NA	9.376999999999999e-07	grey	4.926199999999998e-05	255.0	C-506	1982	-39	Russia	Karachay-Cherkessia	64.6863136	97.7453061	43.7368326	41.7267991	Medievalis	2.MED	2.MED0	SAMN12714485	2.MED	1.0	2.MED0	1.0
NODE524	44.0	0.0	2.3399999999999998e-08	black	4.811329999999997e-05	256.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.MED	0.9999999892363193	2.MED0	0.999999968605252
GCA_008630435.1_ASM863043v1_genomic	NA	NA	2.3399999999999998e-08	grey	4.813669999999997e-05	256.0	C-719	1996	-25	Russia	Karachay-Cherkessia	64.6863136	97.7453061	43.7368326	41.7267991	Medievalis	2.MED	2.MED0	SAMN12721146	2.MED	1.0	2.MED0	1.0
GCA_009295985.1_ASM929598v1_genomic	NA	NA	2.3399999999999998e-08	grey	4.813669999999997e-05	257.0	C-771	2000	-21	NA	NA	NA	NA	NA	NA	Medievalis	2.MED	2.MED0	SAMN07176224	2.MED	1.0	2.MED0	1.0
GCA_003074275.1_ASM307427v1_genomic	NA	NA	7.033e-07	grey	4.876979999999998e-05	258.0	C-627	1986	-35	Russia	Kabardino-Balkaria	64.6863136	97.7453061	43.44282860000001	43.4204809	Medievalis	2.MED	2.MED0	SAMN05225373	2.MED	1.0	2.MED0	1.0
NODE528	100.0	99.5	1.8755e-06	red	4.004029999999998e-05	275.98828125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.ANT	0.9992079744876022	2.ANT3	0.3924033763765153
NODE529	100.0	85.9	4.689e-07	red	4.050919999999998e-05	270.0234375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.ANT	0.9999990500622454	2.ANT3	0.9992166314804447
NODE530	100.0	87.8	4.689e-07	red	4.097809999999998e-05	267.546875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.ANT	0.999999989164314	2.ANT3	0.9999989563745088
NODE531	100.0	88.1	4.689e-07	red	4.1446999999999985e-05	265.09375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.ANT	0.9999999902672158	2.ANT3	0.9999999672366283
NODE532	100.0	78.4	2.344e-07	black	4.1681399999999983e-05	262.6875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.ANT	0.9999999902685444	2.ANT3	0.9999999685492262
NODE533	33.0	0.0	2.3399999999999998e-08	black	4.170479999999997e-05	261.125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.ANT	0.9999999902782467	2.ANT3	0.999999968583662
NODE534	47.0	0.0	2.3399999999999998e-08	black	4.172819999999997e-05	260.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.ANT	0.9999999902782665	2.ANT3	0.9999999685837329
NODE535	100.0	99.3	1.8755e-06	red	4.360369999999997e-05	259.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.ANT	0.9999999902879476	2.ANT3	0.9999999686163895
GCA_000323465.1_ASM32346v1_genomic	NA	NA	2.3399999999999998e-08	grey	4.362709999999997e-05	259.0	5761	1956	-65	Russia	St. Petersberg	64.6863136	97.7453061	59.938732	30.316229	Antiqua	2.ANT	2.ANT3	SAMN02403007	2.ANT	1.0	2.ANT3	1.0
GCA_000323585.1_ASM32358v1_genomic	NA	NA	2.3399999999999998e-08	grey	4.362709999999997e-05	260.0	735	1965	-56	Russia	St. Petersberg	64.6863136	97.7453061	59.938732	30.316229	Antiqua	2.ANT	2.ANT3	SAMN02403013	2.ANT	1.0	2.ANT3	1.0
GCA_002188835.1_ASM218883v1_genomic	NA	NA	6.5957e-06	grey	4.832389999999997e-05	261.0	SCPM-O-DNA-14	1983	-38	NA	NA	NA	NA	NA	NA	Antiqua	2.ANT	2.ANT3	SAMN05521439	2.ANT	1.0	2.ANT3	0.9999999999999999
GCA_000324965.1_ASM32496v1_genomic	NA	NA	2.3399999999999998e-08	grey	4.172819999999997e-05	262.0	H1959004	1959	-62	China	Jilin	35.000074	104.999927	42.9995032	125.9816054	Antiqua	2.ANT	2.ANT3	SAMN02403082	2.ANT	1.0	2.ANT3	1.0
NODE540	100.0	74.0	2.344e-07	black	4.1915799999999976e-05	264.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.ANT	0.9999999902782565	2.ANT3	0.9999999685836962
NODE541	100.0	100.0	2.3013099999999998e-05	red	6.492889999999998e-05	263.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.ANT	0.9999999902879477	2.ANT3	0.9999999686163895
GCA_000834275.1_ASM83427v1_genomic	NA	NA	2.344e-07	grey	6.516329999999998e-05	263.0	Harbin35	1940	-81	China	Heilongjiang	35.000074	104.999927	48.00000470000001	127.999992	Antiqua	2.ANT	2.ANT3	SAMN02769655	2.ANT	1.0	2.ANT3	1.0
GCA_000834885.1_ASM83488v1_genomic	NA	NA	2.3399999999999998e-08	grey	6.495229999999998e-05	264.0	Nicholisk 41	2008	-13	China	Heilongjiang	35.000074	104.999927	48.00000470000001	127.999992	Antiqua	2.ANT	2.ANT3	SAMN03216612	2.ANT	1.0	2.ANT3	1.0
GCA_001601285.1_ASM160128v1_genomic	NA	NA	2.3399999999999998e-08	grey	4.193919999999997e-05	265.0	I-1996	1970	-51	Russia	Zabaykalsky Krai	64.6863136	97.7453061	52.248521	115.956325	Antiqua	2.ANT	2.ANT3	SAMN04357319	2.ANT	1.0	2.ANT3	1.0
NODE545	100.0	98.9	1.4066e-06	red	4.285359999999998e-05	267.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.ANT	0.9999999902685642	2.ANT3	0.999999968549295
NODE546	65.0	0.0	2.3399999999999998e-08	black	4.2876999999999976e-05	266.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.ANT	0.9999999902879376	2.ANT3	0.9999999686163532
GCA_000323905.1_ASM32390v1_genomic	NA	NA	2.3399999999999998e-08	grey	4.2900399999999966e-05	266.0	CMCC104003	1989	-32	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.3251664	Antiqua	2.ANT	2.ANT3	SAMN02403030	2.ANT	0.9999999999999999	2.ANT3	1.0
GCA_000323925.1_ASM32392v1_genomic	NA	NA	2.3399999999999998e-08	grey	4.2900399999999966e-05	267.0	CMCC106002	1996	-25	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.3251664	Antiqua	2.ANT	2.ANT3	SAMN02403031	2.ANT	0.9999999999999999	2.ANT3	1.0
NODE549	79.0	0.0	2.3399999999999998e-08	black	4.2876999999999976e-05	268.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.ANT	0.9999999902879376	2.ANT3	0.9999999686163532
GCA_000324245.1_ASM32424v1_genomic	NA	NA	4.689e-07	grey	4.334589999999997e-05	268.0	CMCC51020	1954	-67	China	Jilin	35.000074	104.999927	42.9995032	125.9816054	Antiqua	2.ANT	2.ANT3	SAMN02403047	2.ANT	0.9999999999999999	2.ANT3	1.0
GCA_000324265.1_ASM32426v1_genomic	NA	NA	4.689e-07	grey	4.334589999999997e-05	269.0	CMCC64001	1957	-64	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.3251664	Antiqua	2.ANT	2.ANT3	SAMN02403048	2.ANT	0.9999999999999999	2.ANT3	1.0
GCA_000324305.1_ASM32430v1_genomic	NA	NA	2.344e-07	grey	4.121249999999998e-05	270.0	CMCC67001	1959	-62	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.3251664	Antiqua	2.ANT	2.ANT3	SAMN02403050	2.ANT	1.0	2.ANT3	1.0
NODE553	100.0	95.0	9.376999999999999e-07	red	4.144689999999999e-05	272.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.ANT	0.9999999891533283	2.ANT3	0.9999989550344603
NODE554	100.0	99.7	1.8755e-06	red	4.332239999999999e-05	271.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.ANT	0.9999999902866188	2.ANT3	0.9999999673037919
GCA_000324505.1_ASM32450v1_genomic	NA	NA	2.3399999999999998e-08	grey	4.334579999999998e-05	271.0	CMCC92010	1971	-50	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.3251664	Antiqua	2.ANT	2.ANT3	SAMN02403060	2.ANT	1.0	2.ANT3	1.0
GCA_000324545.1_ASM32454v1_genomic	NA	NA	2.3399999999999998e-08	grey	4.334579999999998e-05	272.0	CMCC95001	1970	-51	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.3251664	Antiqua	2.ANT	2.ANT3	SAMN02403062	2.ANT	1.0	2.ANT3	1.0
NODE557	100.0	98.3	1.4066e-06	red	4.2853499999999985e-05	273.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.ANT	0.9999999902866188	2.ANT3	0.9999999673037919
GCA_000324565.1_ASM32456v1_genomic	NA	NA	2.3399999999999998e-08	grey	4.287689999999998e-05	273.0	CMCC96001	1957	-64	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.3251664	Antiqua	2.ANT	2.ANT3	SAMN02403063	2.ANT	1.0	2.ANT3	1.0
GCA_000324585.1_ASM32458v1_genomic	NA	NA	2.3399999999999998e-08	grey	4.287689999999998e-05	274.0	CMCC96007	1989	-32	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.3251664	Antiqua	2.ANT	2.ANT3	SAMN02403064	2.ANT	1.0	2.ANT3	1.0
NODE560	100.0	93.0	7.033e-07	red	4.074359999999998e-05	281.953125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.ANT	0.9999990500622454	2.ANT2	0.9971151507484817
NODE561	14.0	0.0	2.3399999999999998e-08	black	4.0766999999999984e-05	279.65625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.ANT	0.9999999891533057	2.ANT2	0.9964490321850229
NODE562	92.0	86.3	4.689e-07	black	4.1235899999999976e-05	278.0625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.ANT	0.9999999902769262	2.ANT1	0.9985481310677277
NODE563	23.0	0.0	2.3399999999999998e-08	black	4.125929999999997e-05	277.125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.ANT	0.9999999902782548	2.ANT1	0.9999978641857755
NODE564	100.0	72.3	2.344e-07	black	4.149369999999997e-05	276.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.ANT	0.9999999902782664	2.ANT1	0.9999999663722537
NODE565	100.0	100.0	2.8132e-06	red	4.430689999999997e-05	275.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.ANT	0.9999999902879476	2.ANT1	0.9999999694434842
GCA_000182485.1_ASM18248v1_genomic	NA	NA	2.3399999999999998e-08	grey	4.433029999999997e-05	275.0	Nepal516	1967	-54	Nepal	Gandaki Pradesh	28.1083929	84.0917139	28.3840962	84.03632755245305	Antiqua	2.ANT	2.ANT1	SAMN02403941	2.ANT	1.0	2.ANT1	1.0
GCA_002005285.1_ASM200528v1_genomic	NA	NA	2.3399999999999998e-08	grey	4.433029999999997e-05	276.0	195/P	[1898:1950]	[-123:-71]	India	Maharashtra	22.3511148	78.6677428	18.906835600000004	75.6741579	Antiqua	2.ANT	2.ANT1	SAMN06161235	2.ANT	1.0	2.ANT1	1.0
GCA_000475135.2_YPS03_v2_genomic	NA	NA	3.5166000000000003e-06	grey	4.501029999999997e-05	277.0	S3	2002	-19	India	Himachal Pradesh	22.3511148	78.6677428	31.81676015	77.34932051968858	Antiqua	2.ANT	2.ANT1	SAMN02470613	2.ANT	0.9999999999999999	2.ANT1	1.0
GCA_000323305.1_ASM32330v1_genomic	NA	NA	2.344e-07	grey	4.149369999999997e-05	278.0	34008	1968	-53	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT1	SAMN02402999	2.ANT	1.0	2.ANT1	1.0
GCA_000323325.1_ASM32332v1_genomic	NA	NA	2.3399999999999998e-08	grey	4.125929999999997e-05	279.0	34202	1990	-31	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT1	SAMN02403000	2.ANT	1.0	2.ANT1	1.0
NODE571	100.0	99.7	1.6411e-06	red	4.2408099999999985e-05	281.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.ANT	0.9999999902769362	2.ANT2	0.999994941686065
NODE572	100.0	87.8	4.689e-07	red	4.2876999999999976e-05	280.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.ANT	0.9999999902879461	2.ANT2	0.9999999602649069
GCA_000324145.1_ASM32414v1_genomic	NA	NA	2.3399999999999998e-08	grey	4.2900399999999966e-05	280.0	CMCC348002	1998	-23	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT2	SAMN02403042	2.ANT	1.0	2.ANT2	1.0
GCA_000324905.1_ASM32490v1_genomic	NA	NA	2.3399999999999998e-08	grey	4.2900399999999966e-05	281.0	G1996010	1996	-25	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT2	SAMN02403079	2.ANT	1.0	2.ANT2	1.0
GCA_000324885.1_ASM32488v1_genomic	NA	NA	2.3399999999999998e-08	grey	4.2431499999999975e-05	282.0	G1996006	1996	-25	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT2	SAMN02403078	2.ANT	1.0	2.ANT2	1.0
NODE576	9.0	0.0	2.3399999999999998e-08	black	4.0766999999999984e-05	284.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.ANT	0.9999999891643367	2.ANT2	0.9999961244772149
NODE577	100.0	96.1	1.1722e-06	red	4.193919999999998e-05	283.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.ANT	0.9999999902866302	2.ANT2	0.999999962227821
GCA_000323345.1_ASM32334v1_genomic	NA	NA	2.3399999999999998e-08	grey	4.1962599999999983e-05	283.0	351001	1996	-25	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT2	SAMN02403001	2.ANT	1.0	2.ANT2	0.9999999999999999
GCA_000324125.1_ASM32412v1_genomic	NA	NA	2.3399999999999998e-08	grey	4.1962599999999983e-05	284.0	CMCC347001	1996	-25	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT2	SAMN02403041	2.ANT	1.0	2.ANT2	0.9999999999999999
GCA_000320445.1_ASM32044v1_genomic	NA	NA	2.344e-07	grey	4.1001399999999976e-05	285.0	2	2004	-17	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	2.ANT	2.ANT2	SAMN02402993	2.ANT	1.0	2.ANT2	1.0
NODE581	35.0	0.0	2.3399999999999998e-08	black	3.4179399999999987e-05	302.7431640625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Second Pandemic	0.9992307975565752	Second Pandemic	0.9991900985598379
NODE582	62.0	0.0	2.3399999999999998e-08	black	3.420279999999999e-05	298.486328125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.ANT	0.3332443612653374	4.ANT	0.3831146473974556
NODE583	100.0	99.5	1.8755e-06	red	3.607829999999998e-05	294.06640625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.ANT	0.9992009508133985	4.ANT	0.9992169574592388
NODE584	100.0	98.8	1.8755e-06	red	3.795379999999998e-05	292.6328125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.ANT	0.9999990348295881	4.ANT	0.999998974859705
NODE585	99.0	94.6	9.376999999999999e-07	red	3.8891499999999985e-05	291.265625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.ANT	0.9999999890482276	4.ANT	0.9999999678831295
NODE586	100.0	92.4	7.033e-07	red	3.959479999999998e-05	290.03125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.ANT	0.9999999901994113	4.ANT	0.9999999691802202
NODE587	100.0	74.6	2.344e-07	black	3.982919999999998e-05	289.0625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.ANT	0.9999999902007842	4.ANT	0.9999999691818673
NODE588	28.0	0.0	2.3399999999999998e-08	black	3.9852599999999985e-05	288.125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.ANT	0.9999999902007858	4.ANT	0.9999999691818695
NODE589	31.0	0.0	2.3399999999999998e-08	black	3.9875999999999975e-05	287.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.ANT	0.9999999902007956	4.ANT	0.9999999691819024
NODE590	29.0	0.0	2.3399999999999998e-08	black	3.989939999999997e-05	286.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.ANT	0.9999999902106	4.ANT	0.9999999692136387
GCA_003074155.1_ASM307415v1_genomic	NA	NA	2.3399999999999998e-08	grey	3.992279999999997e-05	286.0	338	2015	-6	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Antiqua	4.ANT	4.ANT	SAMN05219204	4.ANT	0.9999999999999999	4.ANT	1.0
GCA_003074195.1_ASM307419v1_genomic	NA	NA	2.3399999999999998e-08	grey	3.992279999999997e-05	287.0	337	2015	-6	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Antiqua	4.ANT	4.ANT	SAMN05219221	4.ANT	0.9999999999999999	4.ANT	1.0
GCA_003074255.1_ASM307425v1_genomic	NA	NA	2.3399999999999998e-08	grey	3.989939999999997e-05	288.0	1454	2012	-9	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Antiqua	4.ANT	4.ANT	SAMN05225371	4.ANT	1.0	4.ANT	1.0
GCA_003074215.1_ASM307421v1_genomic	NA	NA	2.3399999999999998e-08	grey	3.9875999999999975e-05	289.0	349	2015	-6	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Antiqua	4.ANT	4.ANT	SAMN05219223	4.ANT	1.0	4.ANT	1.0
GCA_003085915.1_ASM308591v1_genomic	NA	NA	2.3399999999999998e-08	grey	3.9852599999999985e-05	290.0	517	2014	-7	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Antiqua	4.ANT	4.ANT	SAMN05017795	4.ANT	0.9999999999999999	4.ANT	1.0
GCA_003074235.1_ASM307423v1_genomic	NA	NA	2.3399999999999998e-08	grey	3.961819999999998e-05	291.0	I-3244	1988	-33	Mongolia	Bayan-Ölgii	46.8250388	103.8499736	48.5470083	89.8549358	Antiqua	4.ANT	4.ANT	SAMN05225370	4.ANT	0.9999999999999999	4.ANT	1.0
NODE597	100.0	94.0	9.376999999999999e-07	red	3.982919999999999e-05	292.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.ANT	0.9999999902092273	4.ANT	0.9999999692119916
GCA_003086015.1_ASM308601v1_genomic	NA	NA	2.3399999999999998e-08	grey	3.9852599999999985e-05	292.0	M-1944	2012	-9	Russia	Tuva Republic	64.6863136	97.7453061	51.4017149	93.8582593	Antiqua	4.ANT	4.ANT	SAMN05162583	4.ANT	1.0	4.ANT	1.0
GCA_009363195.1_ASM936319v1_genomic	NA	NA	2.3399999999999998e-08	grey	3.9852599999999985e-05	293.0	I-2638	1977	-44	Russia	Tuva Republic	64.6863136	97.7453061	51.4017149	93.8582593	Antiqua	4.ANT	4.ANT	SAMN12991207	4.ANT	1.0	4.ANT	1.0
GCA_000325225.1_ASM32522v1_genomic	NA	NA	2.3399999999999998e-08	grey	3.797719999999998e-05	294.0	MGJZ12	2002	-19	Mongolia	Bayan-Ölgii	46.8250388	103.8499736	48.5470083	89.8549358	Antiqua	4.ANT	4.ANT	SAMN02403095	4.ANT	0.9999999999999999	4.ANT	1.0
NODE601	100.0	99.7	2.3444e-06	red	3.842269999999998e-05	295.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.ANT	0.9999990359807905	4.ANT	0.999998976156853
GCA_003074315.1_ASM307431v1_genomic	NA	NA	2.3399999999999998e-08	grey	3.8446099999999984e-05	295.0	I-3223	1987	-34	Russia	Tuva Republic	64.6863136	97.7453061	51.4017149	93.8582593	Antiqua	4.ANT	4.ANT	SAMN05225379	4.ANT	1.0	4.ANT	1.0
GCA_009295945.1_ASM929594v1_genomic	NA	NA	2.3399999999999998e-08	grey	3.8446099999999984e-05	296.0	I-3113	1984	-37	Russia	Tuva Republic	64.6863136	97.7453061	51.4017149	93.8582593	Antiqua	4.ANT	4.ANT	SAMN12991206	4.ANT	1.0	4.ANT	1.0
